id,name,account_id,owner_id,stage_name,amount,probability,close_date,lead_source,lead_source_id,created_date
006BvbCIL83EGS3H95,Lighthouse Expansion 8719,001qXhkvC0QG7h2oKx,005wBTdruibiY0OPdW,Closed Won,224322,100,2024-01-10,Inbound,,2023-07-18
006GGVdgNIgeTFsCsy,Summit Expansion 8720,001FIgE2yRQInRR2QA,005CL72UB9NlJw0t0Z,Qualification,228750,25,2024-04-27,Web,,2024-03-03
006A6ZOVDpVevu5pga,BlueSky Expansion 8721,001cWUPy1hOXBb6Ws7,005UmJEIRnoljtUYmh,Qualification,130486,25,2026-02-12,Outbound,,2025-09-24
00694Yrmg2BgCg2hsz,Stratus Expansion 8722,0012CLWCMW6viZoaHk,005gadkDjdrzTuBZQ0,Closed Won,125738,100,2023-02-04,Event,,2022-08-22
00630MmAQ6SvuofL97,Cobalt Expansion 8723,0018uNS6gcRkNmEbqZ,005aV0dZauGUbUqQX9,Negotiation,192429,70,2025-11-17,Trade Show,,2025-06-30
0064aa9RCCpgV6qbmd,Cobalt Expansion 8724,001UG7RdRMtmdSKlIU,005xQtcNnSs6fMHI2E,Proposal,233091,50,2022-11-12,Outbound,,2022-05-22
006Z3VX8i6YkBa1aVk,Clearwater Expansion 8725,001HDtIM6v7FLFt8FA,005cVL9DQ83eH0EZfE,Negotiation,152868,70,2026-01-20,Partner Referral,,2025-09-19
006kMiZyy5cC8EZZdF,Vertex Expansion 8726,001e3zYwixGbsln4W8,0058XwJMmgZgCCCItV,Qualification,206391,25,2025-12-31,Event,,2025-08-25
006UQEdI0gTJ7cZRsJ,Clearwater Expansion 8727,001m0Q5eHgm17Esbai,005XY6JL792Cjz6tvp,Closed Won,31955,100,2025-02-22,Outbound,,2025-01-26
006qtx0dZGUmqHixvp,Oakridge Expansion 8728,001nT0lAACLUOab3Ue,00517kC03BFC8pxkQp,Qualification,215875,25,2023-04-24,Event,,2023-01-13
0065DElME9cfewQiXc,Nimbus Expansion 8729,001nYTAZy1sOBGub3U,005kGz3iLXUMdHQq3f,Qualification,62443,25,2025-05-31,Event,,2025-04-25
006bXYIreb1aMvpdij,Stratus Expansion 8730,001gbx9F9ptyRjcuNF,005xQtcNnSs6fMHI2E,Closed Won,45830,100,2022-03-14,Partner Referral,,2022-01-17
006r25ZikQ9qunReJd,Lighthouse Expansion 8731,0017QGsn1zotYesjPO,005q3idaDMhXnwfocw,Closed Lost,207414,0,2023-03-27,Web,,2022-11-10
006Fs9ADNUywHsoZWu,Redwood Expansion 8732,001ub09MpYVaeoXZlY,005HMBcUaJasNagxn6,Closed Won,201180,100,2023-04-02,Outbound,,2022-10-13
006LzUkQJIRbWIzEa3,Acme Expansion 8733,001eWfBMS64Bnc2Hu9,005gYdlj9yv5Cc6zkp,Prospecting,112935,10,2023-07-01,Partner Referral,,2023-04-13
006FAGPex9VwNr6Efn,Northstar Expansion 8734,001qR1Fh71oLUqSHWF,005ponU3oUJcEecoTy,Negotiation,81720,70,2024-05-12,Web,,2023-11-20
006OUc8Tk66Z4D9noj,Oakridge Expansion 8735,0012dBu3ieDEQXA3a3,005M1BnJPIeqHk8Nds,Closed Won,64562,100,2025-05-22,Trade Show,,2024-11-30
0066rAcBsFS7yyM9Mc,Acme Expansion 8736,001kO6qYeXYLdXwQVr,0058Bwr0RkCwwLehpc,Closed Lost,78998,0,2025-08-23,Outbound,,2025-06-09
006CQtHt1sWV1EaqnC,Acme Expansion 8737,001akBX1CgTpplvVqF,005Rc5gJ1bF86O0c4W,Prospecting,120952,10,2023-11-23,Inbound,,2023-10-27
006HNh9iT53PoBUXjo,Nimbus Expansion 8738,001TVG6X6Qg6AmRCpR,005dEsDKcaedNVmJU3,Proposal,195083,50,2024-08-05,Partner Referral,,2024-07-19
006acZq7qQFRtv3Fzj,Lighthouse Expansion 8739,001ylzWokf8Mpq8Ntw,005MwKfgdf4TfBF8Zg,Closed Won,96811,100,2026-03-29,Inbound,,2025-11-26
006N0Y5798xYvNe2EJ,Northstar Expansion 8740,001WxmxEJzQcARuMGo,0050fGb9Xo51dtJbLu,Prospecting,59604,10,2022-12-06,Inbound,,2022-10-02
006NqTwdDOXPi1CTNg,Northstar Expansion 8741,001TWLtb4QfFLQZMOW,005mtNZ6PjUxSYdipW,Proposal,229733,50,2025-09-19,Inbound,,2025-04-16
006BllHgOUTfibljmm,Pinnacle Expansion 8742,001j4X1a16Zd9w45CY,005DtIhNjUqehYU9Ld,Negotiation,191061,70,2024-09-16,Outbound,,2024-04-15
006Sd8hf9qxIVzQuvM,Harbor Expansion 8743,001GKR1tln31jdcmkm,005oRycfOWj8YbLrlq,Qualification,119840,25,2025-06-07,Web,,2025-03-30
006pOOpJGsPb0fxwFe,Nimbus Expansion 8744,001p8nNG0SCCnpFXMS,005bo0fFeWaVUqG2KV,Prospecting,25440,10,2023-09-16,Event,,2023-04-20
006YCKizgsaiIUF5jU,Summit Expansion 8745,0014swc2B9Mw2knY3x,005NgdXDnoq7n6eqfB,Prospecting,73680,10,2025-01-15,Web,,2024-12-13
006aS1edEDCfarpUOY,Pinnacle Expansion 8746,001GzONVL1kSmXebDP,005bRaTeyEXQ8Puofm,Proposal,206534,50,2022-07-15,Inbound,,2022-02-15
006LPPDWJm4bUSBQ16,Evergreen Expansion 8747,00129S7V8iznLncBpi,005HMBcUaJasNagxn6,Closed Lost,13350,0,2024-10-22,Partner Referral,,2024-06-18
006R0pAIMCsrJFs0RE,BlueSky Expansion 8748,001Fv0MmWSyGSk3Hwb,005IeU7PAQYPcwR9VT,Closed Won,247882,100,2023-10-18,Event,,2023-05-25
006s4AE6aWKG5PYqFs,Nimbus Expansion 8749,001XPcAnTJB1tYWn1l,0053VzHd9EJw9O3rur,Closed Won,22087,100,2025-09-24,Trade Show,,2025-05-23
006vWJdepq57zXHfHk,Stratus Expansion 8750,0015Fh2tMpTPb4nXO6,005aHiW9xNcTdQ2HFK,Negotiation,42070,70,2025-09-07,Outbound,,2025-06-15
006WobbqyMge7lHNvl,Evergreen Expansion 8751,001a5El3VIRkZvBGeC,005I3dLDQYUNdUVw4Y,Prospecting,135865,10,2025-07-07,Event,,2025-01-28
006zyfK2dCCaohUbGT,Cobalt Expansion 8752,001MofQXX6xeKguTGU,005bLIYitOgj1qzWEZ,Closed Won,47871,100,2026-01-09,Event,,2025-08-23
0068x0zxZvZPioo1fA,Clearwater Expansion 8753,0017fcQavDFqFpCjR4,005ON53s4keRC7Er7R,Qualification,233773,25,2025-05-11,Outbound,,2025-04-14
006w8zFUlDV6kztK89,BlueSky Expansion 8754,001ZJXA7nF3qeupnK3,005SbAnWPkaLqqFhXE,Closed Won,145148,100,2022-07-03,Partner Referral,,2022-04-16
006ttAX6i29n0GYyVh,Acme Expansion 8755,001uzswbDlEZHkZpUX,005FlqJ6WT9psqZImt,Proposal,150925,50,2023-08-09,Outbound,,2023-06-24
006PgJoktjHWavaZUV,Evergreen Expansion 8756,001m8hfwFIUnQMfB9P,005UcROE8MIxxlGJGK,Negotiation,206745,70,2024-11-01,Outbound,,2024-08-27
0069dh3alcJB8PhQYM,Nimbus Expansion 8757,001mrMOsS90JA3bBGL,005Ozb2jx0nnrpjBm7,Closed Lost,215945,0,2023-04-21,Partner Referral,,2023-04-01
006JTSMXQ9KL8ckImQ,Harbor Expansion 8758,001UOHUtCz3I9odoSP,005TpaHIC8CTfHGP4i,Closed Won,79860,100,2025-09-21,Trade Show,,2025-05-28
006qNcMmKV7L7YghCV,Clearwater Expansion 8759,001SGLCa1W41NKih8z,005dJm5gIU7nUKZnv1,Qualification,69067,25,2023-03-13,Trade Show,,2022-10-27
006MHx9AC5cAhA368W,Cobalt Expansion 8760,001RBwkuAUok9v1amB,0050fGb9Xo51dtJbLu,Negotiation,192973,70,2024-10-19,Outbound,,2024-07-28
006HmHFuVgJqA8riw3,Northstar Expansion 8761,001uWWAMpkkWIzTGhu,00512E80qDwAaI1oOE,Negotiation,152130,70,2024-04-15,Event,,2024-03-23
006SgNyCOA8kwf0GaX,BlueSky Expansion 8762,0015L0XvXuK3ghxwmd,005KXIvx3Ru4Hx5BVz,Negotiation,48577,70,2024-02-26,Inbound,,2023-09-03
006SQLysv51LHKAGIO,Nimbus Expansion 8763,001oII801hnQF9Kniv,005I3dLDQYUNdUVw4Y,Qualification,115019,25,2025-07-12,Inbound,,2025-04-30
006kRmm7aPA3PBp8YX,Clearwater Expansion 8764,001q51XTg9eb3JZ1Ro,005UcROE8MIxxlGJGK,Closed Won,221909,100,2023-04-19,Trade Show,,2023-01-17
0068qlZQCNQuC7tyJD,Lighthouse Expansion 8765,001Lzh3CVF9Jm70J1f,005I4QuXwZXCZDkjMX,Closed Lost,89660,0,2024-08-06,Outbound,,2024-03-21
006oMypkRfMb6DyFaD,Oakridge Expansion 8766,001n3SfUDq8xWoLICG,005bBd6E3UkbkZtoaS,Closed Won,239113,100,2025-12-19,Partner Referral,,2025-12-01
006fh9Cyr77Dscg5wM,Pinnacle Expansion 8767,001zY7W7syZ8J2IRE9,005ROiSKxdkvxxfjgH,Proposal,166476,50,2026-05-06,Inbound,,2025-11-15
006X62GADqtpZCjyTi,Acme Expansion 8768,001BzZpbnb2zoxrefg,005oTniFgpKl8lJKqn,Proposal,42899,50,2024-11-25,Web,,2024-08-18
006BhrdXTu045EwDC0,Clearwater Expansion 8769,001PrU2O2RuLJHO5pJ,005RMzHVKudpQtLAvV,Qualification,8553,25,2022-06-05,Event,,2022-02-12
006BgHFotnACcZIYI1,Northstar Expansion 8770,001Zri4X3IenGZdNlC,005sbu92PDPF7bHdnm,Proposal,163280,50,2023-10-13,Outbound,,2023-07-16
006TaeNLx5ZoHZ6a3Z,Northstar Expansion 8771,001n5epShws6aosXN5,005MwKfgdf4TfBF8Zg,Negotiation,48049,70,2025-06-28,Trade Show,,2025-04-25
006IoxL3XIwuFeCyiq,Acme Expansion 8772,001CiMVMrVQTv0xr2R,005qHaW3q8wb36uD9S,Prospecting,115438,10,2024-03-01,Inbound,,2024-01-16
006Ri0cZpyCiekfB7P,Northstar Expansion 8773,001FTZBF4nrM66NULA,005q3idaDMhXnwfocw,Closed Lost,101441,0,2024-06-18,Outbound,,2024-05-13
006jmlfUgmcHSgwkKi,Clearwater Expansion 8774,0018LOhp4plV6SKicU,005zvrK8BJ2mrycCIE,Closed Won,248416,100,2024-04-24,Event,,2024-04-03
0060maNrVX1fN0113T,Clearwater Expansion 8775,001BScTZPmVLQ2Zzop,005WgETdcCDX1SEp32,Closed Lost,28356,0,2025-11-10,Partner Referral,,2025-05-26
006KQBw8QDZsCJ8PA0,Evergreen Expansion 8776,0013nrVjnjXWBJobuh,005GnvlPPDq5hOoODG,Negotiation,24702,70,2024-02-10,Trade Show,,2023-09-07
006ve1flprx4sjgtZ8,Lighthouse Expansion 8777,001YLDjtACtBCtpMaO,005kPk12Yr5iVYwvIy,Closed Won,221439,100,2024-12-27,Partner Referral,,2024-07-19
006hXMfOp8qRnQAnco,Cobalt Expansion 8778,001PG9Fb5YX151XYO5,005ponU3oUJcEecoTy,Closed Lost,107682,0,2024-02-19,Partner Referral,,2023-10-27
00606fqCqMLo5SAeBg,Summit Expansion 8779,001cXVA4KGM0Kzt6qB,005ponU3oUJcEecoTy,Qualification,86303,25,2024-03-28,Partner Referral,,2023-12-31
006qSWe2D1wFTWighr,BlueSky Expansion 8780,001DY3gZKg0jYwvvhs,005SkyTvnPdXlfxxMu,Proposal,136390,50,2022-12-05,Partner Referral,,2022-10-09
0063Ipsu5Jk0GPr3Wv,Harbor Expansion 8781,001N7MSopMuPWrxdgT,005cFzr92UqWtEjiS5,Prospecting,98987,10,2025-05-20,Inbound,,2025-02-04
006HyIsoJGNWDVoYpO,Redwood Expansion 8782,001SIb4Dff3wX4SiQi,005hrcAAsV0H3bsIeE,Proposal,205715,50,2024-10-20,Inbound,,2024-07-20
006vjHpdnhcCGGJyxu,Pinnacle Expansion 8783,001mql0BamkuvjHjkI,005fjwPseptfcyBFSO,Qualification,131663,25,2022-07-29,Web,,2022-05-12
006yd2NKCfWpytxlEH,Ironwood Expansion 8784,001iYxVICzT5HP3wxp,005B24wkYeA8WTwY25,Closed Lost,171002,0,2022-05-14,Event,,2022-02-21
006moO0CM7xHAJ4TE6,Redwood Expansion 8785,001ZRLf3EpU02c2CHY,005scUETCztHB2VpGr,Closed Won,82012,100,2024-05-07,Inbound,,2024-01-17
006cXzTiNtLTNYUarA,Clearwater Expansion 8786,001BY8sRu1bsqulQP2,005kPk12Yr5iVYwvIy,Prospecting,245612,10,2025-03-01,Outbound,,2024-11-01
006LgjhvqMQho5RY3k,Clearwater Expansion 8787,001qNimmIFRa3HFlHk,005ON53s4keRC7Er7R,Prospecting,223860,10,2024-06-06,Trade Show,,2024-05-20
0060HA4p1FzxEonM2I,Lighthouse Expansion 8788,0010FZRQy3ciU34jkT,005TpaHIC8CTfHGP4i,Closed Won,90604,100,2023-10-22,Outbound,,2023-09-30
00657MDQzNWWH0tzY0,Lighthouse Expansion 8789,001pJzkhdaljkN32aW,005gvRs74Xd8fUlA3x,Qualification,74517,25,2025-01-08,Trade Show,,2024-10-23
00633tHPNjT3Jv9bUg,Ironwood Expansion 8790,001oGa0axHHiXdCvDF,005gadkDjdrzTuBZQ0,Closed Won,192000,100,2022-06-08,Inbound,,2022-02-10
0064ONpXufFEXuqShf,Ironwood Expansion 8791,001m2F36MLAptXmlgV,005PcnSwvycOiPT9zy,Qualification,183152,25,2022-08-12,Trade Show,,2022-05-31
006fByOzDTaNgYh5IJ,Oakridge Expansion 8792,001NqKBrDtLbgNld3D,005xhYc6cT3lbTknDn,Closed Won,101458,100,2023-03-18,Partner Referral,,2023-01-14
006mvy79RdjR8ONWSM,BlueSky Expansion 8793,0011HHjtSI3WTcbj8F,005U2hcHrNtlfF5gcz,Negotiation,239655,70,2024-04-05,Web,,2024-03-18
006Tq2TOC7bFuArxmq,BlueSky Expansion 8794,001gOPmRxY7Gpn9E1I,005GkgNJqeO2GW2jXH,Negotiation,42892,70,2023-10-12,Web,,2023-08-12
0065d52pTztjaCQqWT,BlueSky Expansion 8795,001SVHKoU7YJ8KJAi9,005IeU7PAQYPcwR9VT,Negotiation,99697,70,2022-05-02,Trade Show,,2022-04-03
006c218OjhmyVs3PKi,Ironwood Expansion 8796,001lEN2hOAUp9YJ639,005Cu36WnbRoy8DEqo,Qualification,186959,25,2025-02-12,Web,,2024-10-20
006zukWcc8lm7adVGP,Acme Expansion 8797,001XCFtTbhPpHRZXA9,005farfat1cfKFkByw,Qualification,161325,25,2025-07-05,Web,,2025-01-25
006I74depSrQBTEwAB,Oakridge Expansion 8798,001lgCdhcIpF8EOpyx,0052iY9Uot4wf3iCnE,Closed Lost,10336,0,2025-11-10,Outbound,,2025-09-03
006YZb7eNVpMjwsodj,Vertex Expansion 8799,0011O7jD3yG2sgnt95,005yopVEVGjrYSQu2q,Qualification,78472,25,2025-10-18,Web,,2025-07-08
006qgPHjCxYpBOezts,Oakridge Expansion 8800,0010lNYOVxxTdCSDhD,005ITUm8sMeUL9Z9US,Proposal,50674,50,2025-11-05,Outbound,,2025-07-11
006NIxkj4aSq5dxOYP,Summit Expansion 8801,001bmhNqa3eqH74PkB,005eGrxIA9j7Kap744,Proposal,199160,50,2024-02-22,Partner Referral,,2023-10-09
0064KW5p4AcPwMPPWJ,Summit Expansion 8802,001epCpF811UXnC3Dr,005qHaW3q8wb36uD9S,Proposal,97734,50,2024-04-25,Web,,2023-11-24
006zsngXN5P4ynTuyW,Evergreen Expansion 8803,001FXvYh2eTIMy1IiH,005dJm5gIU7nUKZnv1,Closed Won,235765,100,2022-04-30,Inbound,,2022-01-02
006aHI5EdDMc0KLRyY,Acme Expansion 8804,001LyXoYxvn15d55Rb,00517kC03BFC8pxkQp,Qualification,105096,25,2025-05-22,Partner Referral,,2025-03-01
006LyUC2OHpFf6Uyyv,Vertex Expansion 8805,001HurduAICf6Pk2ex,0055j5PkhKrYKIRTRf,Closed Won,38847,100,2023-02-09,Web,,2022-08-14
006JLrRZszQGGUj9Pp,Vertex Expansion 8806,001U7PP8CAJfAIdxXv,005oTniFgpKl8lJKqn,Closed Won,57930,100,2024-01-22,Inbound,,2023-11-02
006boWEqIKbLwjWGh4,Oakridge Expansion 8807,001ZRLf3EpU02c2CHY,005OcXZdxrlsgJWBeG,Proposal,225382,50,2025-04-20,Web,,2024-12-25
006hLBlqC9ab7FUOca,Northstar Expansion 8808,001ozpuRm5BdWzOWGM,005cFzr92UqWtEjiS5,Negotiation,65598,70,2024-01-09,Outbound,,2023-09-07
006sqyVRPIGwZVxJmY,Pinnacle Expansion 8809,001tEHJ47IyMMiYsXU,005YpyV0Iqs18vr6hF,Qualification,102555,25,2022-05-02,Web,,2022-01-22
006ph5yaxKBW9cAkkX,Summit Expansion 8810,001eCtAofjYKHFZIK1,0050tsmCN12UJFtP9W,Closed Lost,82998,0,2024-01-21,Outbound,,2023-12-12
006kMWwOlGVdlwzJlW,Lighthouse Expansion 8811,001cHndiFrSeH6qiox,005AQpXsPDqHdTKZrg,Negotiation,118526,70,2023-04-08,Outbound,,2023-02-06
0061xn4UFCkn8njAX0,Clearwater Expansion 8812,001vMezBT7zypqAQaT,005JwwpEL8xofdwkwl,Closed Lost,215112,0,2022-02-13,Outbound,,2022-01-02
006BLmiNfUXYrsaqp0,Pinnacle Expansion 8813,001uUHQULybk4Joexn,005d2TMY2eGPYkWkSs,Closed Won,152447,100,2022-10-05,Web,,2022-08-29
006g77U3hL0oiteDyP,Nimbus Expansion 8814,001ItHO1XuVygL30XT,005tNEaaVidaDN1aY5,Closed Won,18439,100,2022-12-25,Partner Referral,,2022-10-31
006kPMTyHILY9FoFXe,BlueSky Expansion 8815,001Fe04NE33RxNZUv7,0050fGb9Xo51dtJbLu,Negotiation,146186,70,2022-09-06,Event,,2022-08-13
006whP00b9WSQi5s4C,Nimbus Expansion 8816,001xlfVWhd6MYCW2RX,005xa0kEIUpEcdrhWI,Closed Won,5125,100,2026-01-25,Web,,2025-12-03
00646utt7zBsLNhciA,Summit Expansion 8817,001MtfmtLeSurl33Dc,005IeU7PAQYPcwR9VT,Closed Won,189971,100,2023-07-25,Event,,2023-06-10
006eptmDTjHJnTyTpC,Oakridge Expansion 8818,001myYbYzGal00aHie,005EQtkoEfdgXDf2kK,Qualification,33544,25,2024-01-03,Partner Referral,,2023-11-30
006vMmmAzJ0ubduJrM,Nimbus Expansion 8819,001xpAaQMMq6lvp5UV,005noBf4oiSp9TePzz,Negotiation,181705,70,2022-06-16,Partner Referral,,2022-05-20
006J7OCz9iJephmB6I,Stratus Expansion 8820,001sP2NxikJPTn4XIR,005uzGGUX4TIYx0w3I,Negotiation,8371,70,2026-01-14,Web,,2025-12-23
006S1VhxiiIRZzrP5d,Summit Expansion 8821,001y5yG8nWHKGsVRzz,0055j5PkhKrYKIRTRf,Prospecting,94710,10,2025-02-09,Inbound,,2024-10-19
006ttU31PT6Cg64wa1,Northstar Expansion 8822,001vScoIIh1KBCqW36,005xIxpup9aX5Yc366,Negotiation,119795,70,2022-06-24,Web,,2022-01-01
006JG8i8noE646a9jS,Acme Expansion 8823,001wFwKnpkhAqxPeWd,005B24wkYeA8WTwY25,Negotiation,12849,70,2024-06-02,Event,,2024-05-15
006lWATi4IOkshWdoZ,Oakridge Expansion 8824,001OsVdA28yzjqwLNL,005ponU3oUJcEecoTy,Closed Lost,144466,0,2025-10-18,Trade Show,,2025-10-02
006RAlBXyaT9EjtrZD,Northstar Expansion 8825,001EQVsEc5TlDaQxqb,005AjaFO16Hd8Hp1Jf,Closed Won,228733,100,2026-03-24,Trade Show,,2025-12-03
006Rgw5jf6jW9off5L,Nimbus Expansion 8826,0019qH444NvQ3N7x55,005GrOeBn48jU6nOpE,Closed Won,206767,100,2023-08-13,Trade Show,,2023-07-11
006LwqGLw3E5SeLgYo,Acme Expansion 8827,001X5nIM63kSCLhxpJ,005cFzr92UqWtEjiS5,Proposal,249650,50,2025-04-08,Event,,2025-03-16
006o4zLoi2cChv3MB2,Ironwood Expansion 8828,001xJpkKx7u8lvWqBF,0057tOW88h5S2FQMo9,Qualification,117010,25,2025-04-27,Trade Show,,2024-12-29
0065Pmvv8f8uZpwB5U,Cobalt Expansion 8829,0019nxrOT0ifeprYCG,005qHaW3q8wb36uD9S,Closed Won,147316,100,2026-03-15,Inbound,,2025-11-09
006fNue5NpuQ1nJSf2,Evergreen Expansion 8830,001xvrFHHYZGI6LCHn,005Ho68SXnOO9IeJdv,Negotiation,108630,70,2024-08-18,Web,,2024-05-03
006tJMsGzqD9pkrRWZ,Summit Expansion 8831,001QeOsdvb9G6u0Idf,005oyndEH15fmiBogk,Negotiation,170137,70,2025-08-09,Event,,2025-02-16
006LmIIzlAnewn4O2X,Stratus Expansion 8832,001lIfhjSxRfonCljY,0058XwJMmgZgCCCItV,Closed Won,214110,100,2025-10-02,Outbound,,2025-07-08
006Y4SvFfH642iBspo,Acme Expansion 8833,001kJUgsOJDruZcwmk,005Mw9SUSpD6xFpkOi,Qualification,79061,25,2023-11-29,Trade Show,,2023-07-19
006VHfbsEda8NDuMOA,Redwood Expansion 8834,00118u58h9SQM1c6YY,005Tdp9BDe2ZbrGft6,Closed Won,132356,100,2022-08-16,Event,,2022-04-25
006vM2vvwIGNDp9aE5,Evergreen Expansion 8835,0012bPRWDMhQLuVd7s,005WgETdcCDX1SEp32,Proposal,105334,50,2022-09-06,Inbound,,2022-05-13
0064wV7C633L6JNdq7,Nimbus Expansion 8836,0019gYXEhWvFpxtnEZ,005Mw9SUSpD6xFpkOi,Closed Won,38322,100,2023-12-04,Outbound,,2023-09-19
006BlRygWLUYFLPDj6,Redwood Expansion 8837,001Bk959g1mRdnMnh1,005Tdp9BDe2ZbrGft6,Proposal,30220,50,2024-07-10,Partner Referral,,2024-02-25
006nPTosDUc9nbvpDo,Evergreen Expansion 8838,001s1jLKava3BnS2ru,005egJ9DcGz51VtFgp,Negotiation,162074,70,2025-10-17,Event,,2025-07-08
006eQ27vJOBsHwxfGE,Harbor Expansion 8839,0016MzGOIDPZIyyzU1,005ROiSKxdkvxxfjgH,Negotiation,150548,70,2023-09-21,Event,,2023-06-27
006FyqR5cUxrTOA0Gf,Evergreen Expansion 8840,001Et7ZfZxucAZMaoO,005YpyV0Iqs18vr6hF,Proposal,224766,50,2022-05-27,Outbound,,2022-01-08
006TFY6GJnR9mKB46e,Harbor Expansion 8841,001QojIgdO9613KzHC,005eGrxIA9j7Kap744,Closed Won,148136,100,2023-12-13,Web,,2023-07-21
006cPCbp0zJ6pFJDCq,Ironwood Expansion 8842,001qoPMx7BzJb92oW7,005mBDyVPIykNE1wjN,Negotiation,57492,70,2023-12-10,Trade Show,,2023-08-17
006oKJ9sPQnscV5gbD,Lighthouse Expansion 8843,001PNE0Uzn6x5nhud8,005U2hcHrNtlfF5gcz,Proposal,41622,50,2023-10-12,Event,,2023-04-26
006K9KdXeVdaP7clpZ,Pinnacle Expansion 8844,001zguU510uyaBMRN9,005CDjSs8Io3wfG3Ak,Closed Won,209197,100,2025-07-26,Inbound,,2025-03-23
006wjMqly534Qgg7Va,Ironwood Expansion 8845,001iTp6O2YtCYwTMjC,005EQtkoEfdgXDf2kK,Closed Won,67018,100,2024-06-09,Inbound,,2024-01-03
006UzQAq4RBmeGEmlj,Nimbus Expansion 8846,001xoTf5bbwpSg14Ae,005COStSs3dErO7Qyy,Negotiation,122921,70,2024-06-07,Web,,2024-04-11
006Z5SmKhjgiQIZksA,Lighthouse Expansion 8847,001ckHYbeBxWAPUpsP,005FlqJ6WT9psqZImt,Qualification,87045,25,2024-03-22,Inbound,,2023-10-22
006NQvayX6RZEDQEkh,BlueSky Expansion 8848,001ydfPBkj7PnK7LLh,005Rc5gJ1bF86O0c4W,Closed Won,227666,100,2023-01-13,Partner Referral,,2022-09-20
006G4wXsZ9nmo8YrZf,Acme Expansion 8849,001iT1NmQboDpzxirv,0052iY9Uot4wf3iCnE,Negotiation,37288,70,2023-03-24,Event,,2022-12-25
006JPXhTwv3VbHAI6f,Harbor Expansion 8850,001GKR1tln31jdcmkm,005xIxpup9aX5Yc366,Negotiation,198276,70,2023-02-27,Partner Referral,,2022-11-26
006n0YdbPIOK4jw7UE,Cobalt Expansion 8851,001X7S40LbCCaIiwpk,005uK1d6IniB6ZlkqB,Qualification,157030,25,2024-06-26,Outbound,,2024-05-07
006yPOwL6K4nAxR4bd,Cobalt Expansion 8852,001viAuccfXgeSEo9E,005TqlXejhWbvjVWsd,Closed Won,124159,100,2024-08-07,Partner Referral,,2024-04-24
006uW30E2Qk3MWhxnu,Vertex Expansion 8853,001e9iIVHllrlEuP7y,005rTQ0LB8Z2cjvjPG,Closed Lost,118867,0,2024-09-06,Event,,2024-03-25
006bQrUjWZZ9PymGtq,Redwood Expansion 8854,001TWnXASFjFCqq8f0,005I4QuXwZXCZDkjMX,Qualification,135865,25,2023-03-02,Outbound,,2022-09-24
006BE8pTBo7H6hNQdC,Acme Expansion 8855,001aNZKz3hjaL4NMXd,005EecxXglGcgO8nCu,Closed Won,21887,100,2022-04-29,Event,,2022-02-14
006mZaaKLzqkH97SoL,Pinnacle Expansion 8856,001AouPOs4WTIGYglT,005jkXdzjIn4FETZtu,Closed Won,90707,100,2025-05-23,Inbound,,2025-01-19
006W2AhhQPnO8qI1UZ,Evergreen Expansion 8857,001rhYKm0qtfg1MIog,005TK374RFpXQFXq5p,Closed Won,110010,100,2023-05-04,Outbound,,2023-01-16
006Q5brQnGyRcxdKcd,Ironwood Expansion 8858,001oda80y5jAwtFIMV,00517kC03BFC8pxkQp,Closed Won,132734,100,2026-04-04,Partner Referral,,2025-11-03
006xcpn6i5dyOOEM7Y,Harbor Expansion 8859,001ClKceajbk3G932A,005gvWDGbO1EVmxn9m,Prospecting,36850,10,2022-06-21,Event,,2022-02-10
0061zYtvf6Ej1MSMYI,Evergreen Expansion 8860,001DqIkPNxs0GNIZgk,005vqvLHAtIsAKf8Wh,Closed Won,92816,100,2024-09-07,Trade Show,,2024-08-10
006gwYF7gU3iGWL6k4,Summit Expansion 8861,001ode65Jdi4XOJSou,00569YZ8tMEls1oPGs,Negotiation,246966,70,2026-01-09,Partner Referral,,2025-10-08
006LIZT2D0Poobr7y1,Redwood Expansion 8862,001fQOwJYKi5uoQNK9,005n3YnrPf6lJOdoQd,Closed Won,104964,100,2024-07-18,Web,,2024-03-15
0061zsGFHU9BVkHWTw,Pinnacle Expansion 8863,0018tCUuh1I6CaCFDA,005O8TxStNstfUeWj7,Proposal,207513,50,2025-03-11,Web,,2024-09-26
00672wnVyMDg4whPga,Ironwood Expansion 8864,001vguWR7FIqECGbqG,00517kC03BFC8pxkQp,Closed Lost,233152,0,2023-08-23,Web,,2023-08-02
006jVIfewzrZ7c8N81,Pinnacle Expansion 8865,001RDcLtVJhpgIiqtb,0053VzHd9EJw9O3rur,Closed Lost,202455,0,2024-08-25,Outbound,,2024-05-05
006BdIZoCVGh49eWZl,Oakridge Expansion 8866,0019MCN66DY4AZzZzp,005eDoAsKFf2bpyVk2,Closed Lost,92810,0,2023-06-27,Trade Show,,2023-04-25
006axqG4RgHCKDNmBL,Vertex Expansion 8867,001hLfa1RyuE37Lfeg,005PfomEh4AX7UIY31,Proposal,212075,50,2023-03-16,Outbound,,2022-12-12
006rdt87SudLaFMJgm,Vertex Expansion 8868,001RY6Bdrwjls1zPX9,005oyndEH15fmiBogk,Proposal,133034,50,2023-08-21,Outbound,,2023-07-29
006HvPieYNMcRfltFF,Northstar Expansion 8869,001RAFQybWk4lo9ir4,005xi0Xi0wCwuciNbG,Prospecting,39794,10,2023-08-08,Inbound,,2023-04-06
