id,name,account_number,owner_id,type,industry,annual_revenue,employee_count,billing_city,billing_state,billing_country,created_date,is_active
001ZPMCs9jAK7VQNdN,Redwood Partners 5246,ACC-105245,005dJm5gIU7nUKZnv1,Customer,Retail,30608055,3447,Minneapolis,MN,US,2023-03-23,false
0019ZBs2ZL6UtqECRi,Clearwater Software 5247,ACC-105246,005SkyTvnPdXlfxxMu,Customer,Manufacturing,4064302,617,Nashville,TN,US,2022-06-22,false
001bS6ikoeM8pAGLNw,Stratus Software 5248,ACC-105247,005aABhuRiSBg0srbz,Customer,Education,41894135,4656,Phoenix,AZ,US,2022-01-01,true
001WNsYxBaRkZpI5Hx,Harbor Media 5249,ACC-105248,005qhOaTRDj8l4v6Lo,Partner,Retail,29365351,2858,Portland,OR,US,2025-09-29,false
001HotF7NOnhlfeLwf,BlueSky Labs 5250,ACC-105249,005AjaFO16Hd8Hp1Jf,Customer,Manufacturing,18312210,565,San Francisco,CA,US,2025-12-27,false
001rM0bPWaF03mwrCb,Northstar Labs 5251,ACC-105250,005qhOaTRDj8l4v6Lo,Customer,Education,36786513,1561,Philadelphia,PA,US,2023-09-17,false
001gxAuOGQ8F450Pp3,Pinnacle Financial 5252,ACC-105251,005IgSO06ukUkmxr0U,Prospect,Financial Services,43622867,4813,San Francisco,CA,US,2023-05-27,true
001QCcljKq17BobM9P,Cobalt Energy 5253,ACC-105252,005F4DJKwnDrFRcqbf,Customer,Financial Services,45061680,497,Minneapolis,MN,US,2021-05-04,false
001rcFLEGM90o2hd4H,Ironwood Manufacturing 5254,ACC-105253,005g1giftkTe0BXVrH,Customer,Retail,2213450,4288,Los Angeles,CA,US,2021-01-24,true
001v2TgcG8MT80oCsi,Redwood Consulting 5255,ACC-105254,005AjaFO16Hd8Hp1Jf,Customer,Manufacturing,31837726,2920,Dallas,TX,US,2025-04-16,false
001Jw55Xzfb7s1uUA4,Nimbus Labs 5256,ACC-105255,005sj6ewizq0NwPrwm,Customer,Education,31682805,2286,Austin,TX,US,2021-10-17,true
0018F48l9s3DVd0QHx,Lighthouse Energy 5257,ACC-105256,005M5xWWu90p0JPGJQ,Prospect,Manufacturing,14451697,1463,Chicago,IL,US,2023-08-04,true
001xHgIaHmmgmA67VJ,Summit Services 5258,ACC-105257,005U2hcHrNtlfF5gcz,Prospect,Manufacturing,38202779,794,Charlotte,NC,US,2022-06-14,true
001Vt1YLU15xETZWwh,Acme Partners 5259,ACC-105258,005bo0fFeWaVUqG2KV,Partner,Education,12937179,3233,Philadelphia,PA,US,2024-04-18,false
001FOBvYHKFLagP4QK,Oakridge Financial 5260,ACC-105259,005w1rZfJkoRoaYcEo,Customer,Education,7886045,4722,Atlanta,GA,US,2023-12-05,false
001gfwqTvlompT3W6P,Summit Labs 5261,ACC-105260,005TqlXejhWbvjVWsd,Customer,Technology,2425238,1276,Minneapolis,MN,US,2024-10-05,true
0010eTHn7vqvjPg60c,Ironwood Technologies 5262,ACC-105261,005sW3tnobKnIyN0Nz,Prospect,Healthcare,8767860,4358,Boston,MA,US,2025-07-04,false
001NL0c1j15qWojrLE,Northstar Financial 5263,ACC-105262,005oNQqFKPLjEKAacs,Customer,Retail,11209171,3349,Philadelphia,PA,US,2025-08-31,true
001Y0BJ0y1rZrvKS7n,Acme Manufacturing 5264,ACC-105263,005VLfsfX7zhRzFubF,Partner,Manufacturing,33922990,1159,Seattle,WA,US,2024-10-27,true
001AJDoNNErVTHOkzM,Cobalt Labs 5265,ACC-105264,005cVL9DQ83eH0EZfE,Partner,Financial Services,2589669,1764,Nashville,TN,US,2022-03-12,false
001l6GwX4tfUHQt8A2,Redwood Foods 5266,ACC-105265,005EecxXglGcgO8nCu,Prospect,Financial Services,20880080,2744,Los Angeles,CA,US,2025-10-04,true
00161y6PNAYZXWa61L,Cobalt Services 5267,ACC-105266,005lwhmSG1MSOXLTAt,Customer,Healthcare,26032165,794,Los Angeles,CA,US,2023-07-26,true
0014zyRjdovsMWdBCz,Acme Systems 5268,ACC-105267,005U2hcHrNtlfF5gcz,Customer,Retail,5180578,781,Dallas,TX,US,2021-11-16,false
001gbx9F9ptyRjcuNF,Pinnacle Group 5269,ACC-105268,005SW3xD3pVRHzXb4Z,Prospect,Education,29128112,55,Austin,TX,US,2025-07-29,true
001EzTpPAq0F31ewEG,Harbor Labs 5270,ACC-105269,005hJPMnhQ0WRyZFX9,Customer,Retail,22804814,4134,New York,NY,US,2022-02-02,true
001JiL6gkfywVgo4Xz,Oakridge Group 5271,ACC-105270,005VxJy5mAR2JIiQzL,Prospect,Technology,49364897,1107,San Diego,CA,US,2024-09-28,true
0019slNRZcSouR2gSs,Harbor Logistics 5272,ACC-105271,005SHkriY5Z0W9xzJS,Partner,Retail,40423610,65,Miami,FL,US,2025-01-23,true
001XcvsB0RKcic5cwH,Stratus Manufacturing 5273,ACC-105272,005MwKfgdf4TfBF8Zg,Partner,Technology,13051985,3796,Portland,OR,US,2021-05-08,true
0013Nm4kCzHrcgXUbY,Stratus Financial 5274,ACC-105273,005ZRAk3rxvD6mvf15,Prospect,Retail,10986149,309,Portland,OR,US,2025-08-09,true
0017EOPrLSH0JUSkbA,BlueSky Logistics 5275,ACC-105274,005OcXZdxrlsgJWBeG,Customer,Education,14371423,1976,Dallas,TX,US,2023-10-29,true
001GkwzDlifzd0beSk,Vertex Software 5276,ACC-105275,005uzGGUX4TIYx0w3I,Prospect,Retail,6067382,4655,Philadelphia,PA,US,2023-12-12,true
001kP6eDzCmGFHauUM,Nimbus Logistics 5277,ACC-105276,005d2TMY2eGPYkWkSs,Prospect,Retail,22577397,2332,Los Angeles,CA,US,2024-11-20,false
001qNuLtyvg45Nk3af,Stratus Financial 5278,ACC-105277,00569YZ8tMEls1oPGs,Prospect,Financial Services,46521989,4079,Denver,CO,US,2023-03-01,true
001HTktlvFjmrGbKFX,Acme Group 5279,ACC-105278,005FlqJ6WT9psqZImt,Customer,Manufacturing,16361660,4306,Philadelphia,PA,US,2024-09-14,true
001uASpYicG5Wx8aFJ,Pinnacle Foods 5280,ACC-105279,005TK374RFpXQFXq5p,Customer,Technology,29036780,3526,Atlanta,GA,US,2021-05-12,false
001AQqYcYX0VCW1bDV,Nimbus Software 5281,ACC-105280,00517kC03BFC8pxkQp,Partner,Retail,9466521,1791,Austin,TX,US,2022-11-28,false
001IkAe0beFsTs5tbK,Lighthouse Technologies 5282,ACC-105281,005xQtcNnSs6fMHI2E,Customer,Financial Services,7640986,951,Phoenix,AZ,US,2024-06-09,true
001Hmx9Ur35L4cdH2E,Clearwater Media 5283,ACC-105282,005xG5kruHOvgAC23A,Customer,Technology,23811288,1008,Denver,CO,US,2023-12-31,false
001WXEOWMLdWlIOWFq,Evergreen Systems 5284,ACC-105283,005KXIvx3Ru4Hx5BVz,Partner,Manufacturing,19592917,371,Minneapolis,MN,US,2025-05-07,true
001qTqXPqgz8jULgNh,Oakridge Media 5285,ACC-105284,005iRmiKUtSSkR82g5,Prospect,Retail,17334919,3797,San Diego,CA,US,2021-05-09,true
001QNMkUpkVuYRJJOE,Cobalt Group 5286,ACC-105285,005WgETdcCDX1SEp32,Prospect,Financial Services,39466307,349,San Diego,CA,US,2024-03-26,true
001ltfIegHna58LNra,Summit Consulting 5287,ACC-105286,005hJPMnhQ0WRyZFX9,Prospect,Manufacturing,23117498,3193,Dallas,TX,US,2025-02-11,true
001NuY8bIJDyb0tuNM,Ironwood Logistics 5288,ACC-105287,005sW3tnobKnIyN0Nz,Prospect,Technology,27510066,3330,Dallas,TX,US,2021-06-19,true
001zJWOuPo0ufl2jBw,Ironwood Labs 5289,ACC-105288,005xa0kEIUpEcdrhWI,Prospect,Healthcare,2925093,4498,Denver,CO,US,2022-06-27,true
001Bd5STVqqmgMDs99,Oakridge Retail 5290,ACC-105289,005kGz3iLXUMdHQq3f,Prospect,Technology,46152534,1123,Minneapolis,MN,US,2022-03-07,true
001qiFW3mLEhHYm21e,Oakridge Logistics 5291,ACC-105290,005hrcAAsV0H3bsIeE,Prospect,Financial Services,9523756,3076,San Francisco,CA,US,2023-07-16,false
001Q84iAgYYMFbtSh5,Northstar Labs 5292,ACC-105291,005N1Jj8umhbHxSPTH,Partner,Manufacturing,45249525,3001,Phoenix,AZ,US,2023-08-15,true
001cTjcGYQTW9ZrnB1,Summit Systems 5293,ACC-105292,005a88RCsXNcc8P2XG,Customer,Technology,3209420,2706,Nashville,TN,US,2023-12-26,true
001D0yd0k5tYXgkESk,Clearwater Technologies 5294,ACC-105293,0059wV9ybGAGQOgvhj,Prospect,Retail,24939244,664,Atlanta,GA,US,2024-11-17,true
001lcgWerB1gQeD5ck,Lighthouse Consulting 5295,ACC-105294,005HAD1xOIM0ZXro8p,Prospect,Retail,48617821,480,Chicago,IL,US,2023-08-06,true
001YnXls6xUOu0SptH,Evergreen Group 5296,ACC-105295,0057tOW88h5S2FQMo9,Customer,Retail,19415373,2510,Phoenix,AZ,US,2025-02-15,true
001QB35FhRHjZt5TLJ,Acme Financial 5297,ACC-105296,0059UKz8nd1s6XFb2G,Customer,Financial Services,39917859,3509,New York,NY,US,2025-01-28,true
001zgnfUSzgK7nSh0c,Cobalt Manufacturing 5298,ACC-105297,005RpFPjmmumSx8sB2,Customer,Healthcare,28400253,1984,Charlotte,NC,US,2022-09-08,true
001eFqSBgL2jta8ZPr,Evergreen Energy 5299,ACC-105298,005eGrxIA9j7Kap744,Customer,Manufacturing,40276092,1332,Denver,CO,US,2022-03-14,true
001vTAGVIsuzU5sDNC,Clearwater Technologies 5300,ACC-105299,005CS61es1IwtecnA5,Partner,Technology,49228978,3273,Chicago,IL,US,2021-05-23,true
001PyGqMViCmn8S9ts,Pinnacle Services 5301,ACC-105300,005PfomEh4AX7UIY31,Prospect,Education,26539668,3874,Portland,OR,US,2025-10-05,true
001EQVsEc5TlDaQxqb,Pinnacle Technologies 5302,ACC-105301,005oNQqFKPLjEKAacs,Customer,Financial Services,49781815,704,Portland,OR,US,2022-08-16,true
0011T4j6WNn5PENpjl,Pinnacle Logistics 5303,ACC-105302,005B24wkYeA8WTwY25,Prospect,Financial Services,29995255,665,Phoenix,AZ,US,2023-12-02,false
001PJc8OMdmHhALV0C,Redwood Systems 5304,ACC-105303,00536VT96AN7M9vHvw,Partner,Healthcare,49586197,1266,Phoenix,AZ,US,2021-10-08,false
0013iGPqHJ1JQNAw9o,BlueSky Software 5305,ACC-105304,005irLwe9xEBlEAQNC,Prospect,Manufacturing,47500936,3139,Portland,OR,US,2022-08-08,true
001MI0Lu9D404eECix,Clearwater Health 5306,ACC-105305,005zvrK8BJ2mrycCIE,Prospect,Healthcare,24143825,3122,Minneapolis,MN,US,2024-12-17,true
001WmD1buElIluJwLE,Clearwater Financial 5307,ACC-105306,005mbGysH2pp4xju3N,Prospect,Healthcare,27158723,2526,Philadelphia,PA,US,2025-09-26,true
0013PF8RG1Dgoh9pfi,Ironwood Health 5308,ACC-105307,005g1giftkTe0BXVrH,Customer,Financial Services,27648002,812,Dallas,TX,US,2023-08-12,true
001JT9O1ZgAFf5DjNi,Clearwater Media 5309,ACC-105308,005XZUpRP9HBvLfhY6,Prospect,Manufacturing,32026471,81,Charlotte,NC,US,2025-06-17,true
001HveWdWES0rZnXRY,Redwood Consulting 5310,ACC-105309,005mtNZ6PjUxSYdipW,Customer,Retail,27582961,4370,Miami,FL,US,2022-01-04,true
001H8HDJLWFSSZRiT2,Nimbus Group 5311,ACC-105310,005chtXE6kHD1j5gMk,Customer,Healthcare,11745534,3494,Boston,MA,US,2023-06-11,false
001ZRLf3EpU02c2CHY,BlueSky Labs 5312,ACC-105311,005PcnSwvycOiPT9zy,Partner,Healthcare,41092513,2418,Austin,TX,US,2023-11-18,true
001qIeTcNEmheSBZIG,Pinnacle Health 5313,ACC-105312,0053WZIwXgjGUPdHRc,Prospect,Healthcare,46284011,4088,Portland,OR,US,2021-09-17,true
001VwTXcuGxfXKZF2R,Redwood Software 5314,ACC-105313,005hJPMnhQ0WRyZFX9,Customer,Healthcare,3201586,3612,Philadelphia,PA,US,2024-02-29,true
001tCdBWMQyLAysJby,Oakridge Retail 5315,ACC-105314,005fjwPseptfcyBFSO,Customer,Financial Services,42910231,3112,Los Angeles,CA,US,2021-10-28,true
0018ToFKFwCx19zOHU,Redwood Financial 5316,ACC-105315,005SotgxabsZFoiinJ,Prospect,Healthcare,37621379,1563,Los Angeles,CA,US,2024-04-20,true
0016KzKNcxsemaTRy5,Summit Consulting 5317,ACC-105316,005XY8kCmJrc8XXcwE,Customer,Manufacturing,46166286,767,Portland,OR,US,2021-04-07,true
001cy4Hf1DOXSgAeE8,Evergreen Systems 5318,ACC-105317,005Pa6uUR0EkXHgr5D,Partner,Manufacturing,40298731,1930,San Francisco,CA,US,2024-10-08,true
001EUrCB8Twup7OhXt,Harbor Software 5319,ACC-105318,005cVL9DQ83eH0EZfE,Customer,Manufacturing,28655870,4808,Portland,OR,US,2021-03-01,true
001TPwxmGclj4MC5MI,Evergreen Services 5320,ACC-105319,0053QDpe3Xj7Gt2h2H,Customer,Technology,8720702,403,Miami,FL,US,2021-02-21,true
001k7XY7UsYMXlfJlN,Northstar Manufacturing 5321,ACC-105320,005IYPQNVpF7c2XFiu,Partner,Technology,12792339,1567,San Diego,CA,US,2024-12-15,false
001l0whiZSfvEoSpmQ,Harbor Media 5322,ACC-105321,005Ozb2jx0nnrpjBm7,Partner,Retail,19301528,3210,San Diego,CA,US,2023-06-02,true
001n2TPQ80OxNfi5tA,Acme Health 5323,ACC-105322,005I4QuXwZXCZDkjMX,Prospect,Manufacturing,39579201,22,Atlanta,GA,US,2023-10-16,false
001gwYjNUFyJ0ApQ3v,Pinnacle Retail 5324,ACC-105323,005tcchhnKXX6SYaxV,Partner,Healthcare,25291770,3464,Seattle,WA,US,2021-11-10,true
0011b6tlBlDdlMlqyY,BlueSky Financial 5325,ACC-105324,005oNQqFKPLjEKAacs,Partner,Education,2481522,3246,Phoenix,AZ,US,2024-12-12,true
001LVkn6xaL5GRmLY7,Acme Services 5326,ACC-105325,0051FeBviD8WOpEx9p,Customer,Education,19532963,1353,Philadelphia,PA,US,2023-03-17,true
00149YuriNZN24MPFm,Cobalt Services 5327,ACC-105326,005ROiSKxdkvxxfjgH,Partner,Education,17215387,1659,Austin,TX,US,2022-11-24,true
0014m9uMf5Px9I32j9,Stratus Software 5328,ACC-105327,005U2hcHrNtlfF5gcz,Customer,Technology,44818951,946,Philadelphia,PA,US,2021-02-27,true
001KB1HtyhaCPpJHTT,Harbor Labs 5329,ACC-105328,005HMBcUaJasNagxn6,Partner,Retail,21901958,2110,Charlotte,NC,US,2024-08-24,true
001KKeKDTPhqE9SFJE,Summit Software 5330,ACC-105329,005I4QuXwZXCZDkjMX,Prospect,Financial Services,22925414,3455,San Diego,CA,US,2022-12-01,false
001DAjB1XB9qgCQWin,Harbor Group 5331,ACC-105330,005hJPMnhQ0WRyZFX9,Prospect,Financial Services,10764103,4119,Phoenix,AZ,US,2021-11-03,true
001T3KjQlcNiYaZEax,Vertex Retail 5332,ACC-105331,005eP2OT2tJzd6Dja9,Customer,Technology,2628399,3846,Denver,CO,US,2021-10-22,true
001lFX5enuWZz3Ek3U,Nimbus Energy 5333,ACC-105332,005LrxjB8ud8tNczS1,Prospect,Healthcare,7705394,3961,Charlotte,NC,US,2024-06-30,true
001x4frZUROhgUM2gC,Stratus Software 5334,ACC-105333,005vqvLHAtIsAKf8Wh,Prospect,Healthcare,14095260,2160,San Francisco,CA,US,2024-09-19,true
001giH70WAxoigWD2D,BlueSky Services 5335,ACC-105334,005sW3tnobKnIyN0Nz,Customer,Manufacturing,42128345,442,Seattle,WA,US,2023-04-17,false
001dvJfPXibcTJh7Cu,Evergreen Logistics 5336,ACC-105335,005irLwe9xEBlEAQNC,Prospect,Manufacturing,35833449,3571,Dallas,TX,US,2024-08-05,true
001PeFu2KiPfmCCBJf,Acme Health 5337,ACC-105336,005gYdlj9yv5Cc6zkp,Customer,Education,29275636,1840,Nashville,TN,US,2024-07-07,false
001FQPdJVmgQlRxsG8,Clearwater Energy 5338,ACC-105337,005irLwe9xEBlEAQNC,Partner,Healthcare,9497907,4185,Atlanta,GA,US,2024-10-22,true
0017RusmzQDatvCZc1,Summit Manufacturing 5339,ACC-105338,005jkXdzjIn4FETZtu,Partner,Healthcare,31586190,371,Philadelphia,PA,US,2023-09-11,true
001GLJMdOkI6KCNoDd,Harbor Partners 5340,ACC-105339,005MwKfgdf4TfBF8Zg,Prospect,Technology,49244182,2985,Boston,MA,US,2023-07-28,false
00142kC8LnhCdj4FK9,Cobalt Logistics 5341,ACC-105340,0059wV9ybGAGQOgvhj,Partner,Education,5859365,3280,New York,NY,US,2023-08-25,true
001jpwl4K8xa2VDCO9,Summit Financial 5342,ACC-105341,005gvWDGbO1EVmxn9m,Partner,Manufacturing,4920595,2977,Phoenix,AZ,US,2025-06-12,false
001GzqHNUpGMlW3tmJ,Vertex Energy 5343,ACC-105342,005xQtcNnSs6fMHI2E,Prospect,Education,17935512,3149,Philadelphia,PA,US,2023-07-12,true
0011FWeyF08RBZmKwT,Cobalt Consulting 5344,ACC-105343,005F4DJKwnDrFRcqbf,Prospect,Technology,7927897,1182,Minneapolis,MN,US,2023-06-29,true
001zJTw97zSwm8MydY,Redwood Media 5345,ACC-105344,005CyM4CU7TgZ0ieQC,Partner,Healthcare,4972442,1667,Nashville,TN,US,2023-10-04,true
001llFfZWSqpnTEcec,Cobalt Logistics 5346,ACC-105345,005FW7cpQveNM0iR7j,Prospect,Manufacturing,9849609,1908,New York,NY,US,2022-09-30,true
0017C0LbBFxbjC9Qez,Cobalt Energy 5347,ACC-105346,005hrcAAsV0H3bsIeE,Prospect,Healthcare,28100289,4783,Minneapolis,MN,US,2023-07-31,true
001prZOVt9RyFUPCUM,Nimbus Foods 5348,ACC-105347,005cVL9DQ83eH0EZfE,Partner,Manufacturing,29380552,1993,Portland,OR,US,2025-03-20,false
001Tb2nbhWEJ1ZxfOl,BlueSky Health 5349,ACC-105348,005ZgXPYFXOBU7G1tp,Customer,Education,35797646,3536,Dallas,TX,US,2024-10-05,true
001tKXsUL0wyi2RtCq,Harbor Energy 5350,ACC-105349,005EecxXglGcgO8nCu,Customer,Healthcare,42895691,2957,Atlanta,GA,US,2021-03-27,true
001gi7v02PNUFZZCfe,Redwood Group 5351,ACC-105350,005sj6ewizq0NwPrwm,Customer,Manufacturing,29218991,3226,Seattle,WA,US,2023-04-19,false
001Gm69td8GuMLAmpJ,Cobalt Software 5352,ACC-105351,005xIxpup9aX5Yc366,Customer,Healthcare,48696648,3383,Boston,MA,US,2023-07-14,false
001Z3fJOKN2K2k2o4A,BlueSky Services 5353,ACC-105352,005TpaHIC8CTfHGP4i,Prospect,Financial Services,45720069,3551,Los Angeles,CA,US,2024-10-21,true
0013ecS3QcYsmaGvnC,Northstar Labs 5354,ACC-105353,0050tsmCN12UJFtP9W,Customer,Retail,41315728,1434,Philadelphia,PA,US,2022-10-23,true
0014JS28WC7ATnZif3,Lighthouse Logistics 5355,ACC-105354,005IYPQNVpF7c2XFiu,Partner,Education,3955806,4287,San Francisco,CA,US,2024-05-07,true
001c3oDCvLZFbbkWNw,Evergreen Manufacturing 5356,ACC-105355,005I4QuXwZXCZDkjMX,Prospect,Healthcare,12608859,2793,Minneapolis,MN,US,2021-12-04,true
001F3XzWHZbAeLi6kq,Acme Technologies 5357,ACC-105356,005I4QuXwZXCZDkjMX,Partner,Education,26509565,2675,Portland,OR,US,2025-07-22,true
001pT43vF2aXBzet7Y,Lighthouse Partners 5358,ACC-105357,005xIxpup9aX5Yc366,Prospect,Retail,32763891,1966,New York,NY,US,2023-05-11,true
001KKTE0RvqlHpuD6k,Northstar Foods 5359,ACC-105358,005f9kyPUYR0yZXH7k,Customer,Education,22207411,1750,Dallas,TX,US,2023-01-04,true
0013jHy7db8kOVDjxN,Clearwater Energy 5360,ACC-105359,005O8TxStNstfUeWj7,Partner,Retail,43086582,268,Phoenix,AZ,US,2021-08-04,true
001u023yO72fmJBZMi,BlueSky Consulting 5361,ACC-105360,00512E80qDwAaI1oOE,Customer,Retail,26926932,4802,Portland,OR,US,2025-12-20,false
001Proxj0q58TJhJPl,Summit Software 5362,ACC-105361,005DJJzk8TFPHjwamm,Prospect,Healthcare,39833876,1030,Los Angeles,CA,US,2022-07-08,false
001IeZgMcoP4VQ0h0p,Oakridge Technologies 5363,ACC-105362,005mtNZ6PjUxSYdipW,Prospect,Retail,38838562,784,Atlanta,GA,US,2022-10-15,true
001pyUWrmlJys15h87,Clearwater Retail 5364,ACC-105363,005YgcwjR0nrnHIGZX,Prospect,Education,16403516,1646,Seattle,WA,US,2022-10-27,false
001BjOQGWgsVjNlMYZ,Nimbus Retail 5365,ACC-105364,005kGz3iLXUMdHQq3f,Customer,Financial Services,25269081,1582,Portland,OR,US,2022-06-12,false
001WB2dvGbIdgx1XSf,Pinnacle Media 5366,ACC-105365,005rTQ0LB8Z2cjvjPG,Prospect,Healthcare,38854337,358,San Diego,CA,US,2024-03-12,true
0019wn2V6LSnazdKYl,Nimbus Energy 5367,ACC-105366,00574uwHCzqanx744B,Prospect,Technology,40700383,834,Los Angeles,CA,US,2021-11-12,true
001hxr69tPOUBTKWhw,Acme Media 5368,ACC-105367,005mtNZ6PjUxSYdipW,Partner,Financial Services,47316407,1711,Boston,MA,US,2021-04-04,false
001DuN2pWz22kMcz0t,Pinnacle Health 5369,ACC-105368,00536VT96AN7M9vHvw,Prospect,Retail,16408163,4212,San Diego,CA,US,2024-06-20,true
001vms8PzW6WpbpTvz,Lighthouse Health 5370,ACC-105369,005FW7cpQveNM0iR7j,Customer,Manufacturing,9539817,3883,Portland,OR,US,2025-07-26,false
001FRPTIAQKzTnw52O,Northstar Systems 5371,ACC-105370,005bRaTeyEXQ8Puofm,Partner,Manufacturing,30986497,3530,Philadelphia,PA,US,2025-07-05,true
001r4Co2MJuLn873Yl,Summit Technologies 5372,ACC-105371,005zQVR4ms4RjAh8MF,Partner,Manufacturing,14534390,950,San Diego,CA,US,2023-02-09,true
0011hLo48WGoYTvYu2,Evergreen Media 5373,ACC-105372,00512E80qDwAaI1oOE,Prospect,Healthcare,43996555,14,Nashville,TN,US,2022-01-14,true
001ctuctWFXKtUaYLj,Ironwood Technologies 5374,ACC-105373,005Cu36WnbRoy8DEqo,Partner,Financial Services,10758164,2951,Boston,MA,US,2022-09-18,true
001i3AT4cac1vezipP,Cobalt Services 5375,ACC-105374,005uJa3pJEeyQVnsZp,Partner,Technology,6202790,4132,New York,NY,US,2022-02-03,true
001ynDGDMoSnDLLy9V,Summit Systems 5376,ACC-105375,005SHkriY5Z0W9xzJS,Prospect,Manufacturing,4202835,3336,San Diego,CA,US,2024-11-13,true
001ooWpOvDOOaeljPK,Evergreen Retail 5377,ACC-105376,005bZBvn4MclbYAtNN,Partner,Education,38606477,824,San Diego,CA,US,2022-03-15,false
001oviLpTksuMuJjv4,Stratus Financial 5378,ACC-105377,0056SOvFbGwot3GcKs,Partner,Healthcare,11217849,2710,Minneapolis,MN,US,2021-08-13,true
001oalPXiOXQEDtMKu,Clearwater Foods 5379,ACC-105378,0051xrdseoLzIEtx8d,Prospect,Retail,37622956,4508,Dallas,TX,US,2022-11-18,false
001PAGzQSTSH4DT7j4,Cobalt Financial 5380,ACC-105379,005vqvLHAtIsAKf8Wh,Partner,Retail,36142368,178,Minneapolis,MN,US,2021-09-13,false
001QQ86s3hlDYUlOd6,Stratus Health 5381,ACC-105380,005qhOaTRDj8l4v6Lo,Partner,Healthcare,612310,527,Atlanta,GA,US,2025-02-03,true
0019kumTOk4FthyuU4,Pinnacle Partners 5382,ACC-105381,005U1cnD3W8AfIM0Y9,Prospect,Manufacturing,29704885,3881,Chicago,IL,US,2025-04-14,true
001J1wFhfVSryBobwU,Redwood Software 5383,ACC-105382,005GnvlPPDq5hOoODG,Prospect,Technology,48176903,1246,Philadelphia,PA,US,2025-02-05,true
001xH0PApW6nwebG1i,Evergreen Group 5384,ACC-105383,005FW7cpQveNM0iR7j,Partner,Education,3015865,951,Phoenix,AZ,US,2023-10-12,true
001KMusEWDr1NPe1pf,Vertex Foods 5385,ACC-105384,0053QDpe3Xj7Gt2h2H,Prospect,Education,46423911,2104,Charlotte,NC,US,2021-07-20,false
001hmauBADMxICYZ5O,Harbor Systems 5386,ACC-105385,005HMBcUaJasNagxn6,Customer,Education,47632069,3904,Phoenix,AZ,US,2025-02-27,false
001SIR14HYa23y7Cw7,Summit Foods 5387,ACC-105386,0053VzHd9EJw9O3rur,Prospect,Healthcare,40538529,4226,Chicago,IL,US,2024-12-25,true
001Zh0yOS0hLpJce3h,Redwood Services 5388,ACC-105387,005sj6ewizq0NwPrwm,Partner,Healthcare,17839738,4310,Nashville,TN,US,2022-12-13,true
0018R8xgkDyAB0G8mB,Vertex Software 5389,ACC-105388,005ZgXPYFXOBU7G1tp,Partner,Healthcare,37912398,3896,Atlanta,GA,US,2021-10-25,false
0018NL3sIDqZvqMoO7,Clearwater Group 5390,ACC-105389,005aHiW9xNcTdQ2HFK,Partner,Manufacturing,25599296,1863,Austin,TX,US,2022-01-27,true
001u7WDGQ7VNDrzfqw,Nimbus Labs 5391,ACC-105390,005DleKhounx1YJ0rP,Partner,Education,15152111,432,Chicago,IL,US,2024-11-19,true
001PeqqzbUXXCwS4Tu,Summit Group 5392,ACC-105391,005mzHykyCWibqXEgp,Prospect,Healthcare,12096834,110,Denver,CO,US,2023-06-22,true
001WP1hC7pLml38lGu,Redwood Services 5393,ACC-105392,005oRycfOWj8YbLrlq,Partner,Healthcare,43050026,186,Portland,OR,US,2025-01-07,true
001rZRtAFuGZ7aIgnx,Northstar Systems 5394,ACC-105393,005FyZAQiHdXrvrQlY,Customer,Retail,38913298,1991,San Diego,CA,US,2021-12-19,true
001dj8xbGytPrDhUgt,Redwood Labs 5395,ACC-105394,005dKuyWKIuifL64ip,Partner,Education,24717819,177,Philadelphia,PA,US,2021-03-06,true
001s3lnzvCdK5wd65i,Cobalt Manufacturing 5396,ACC-105395,005GnvlPPDq5hOoODG,Customer,Manufacturing,49702341,114,Chicago,IL,US,2021-03-09,true
001Cuh4kbTbkYL2S2M,Clearwater Partners 5397,ACC-105396,00552has5XdvFlGgIo,Prospect,Technology,16477842,2177,Seattle,WA,US,2022-02-09,true
0011nyJFbufII4svPT,Nimbus Manufacturing 5398,ACC-105397,00566La41L76C1ZyfL,Customer,Healthcare,37250986,3764,Nashville,TN,US,2024-02-25,true
001kUOIRwvYYjlyZfY,Oakridge Media 5399,ACC-105398,005XY8kCmJrc8XXcwE,Partner,Technology,15018377,3341,Dallas,TX,US,2024-05-23,true
001Do8MUbw42gdwTtI,Cobalt Media 5400,ACC-105399,005lkDbq9IPSQ2U7zZ,Partner,Technology,9854502,4774,Dallas,TX,US,2022-06-07,true
0014FJxEy4WX7CCHeo,Northstar Systems 5401,ACC-105400,005uJa3pJEeyQVnsZp,Partner,Healthcare,9772951,2674,San Francisco,CA,US,2021-03-09,false
001QJmRtzyy8jyzj1C,Northstar Services 5402,ACC-105401,005Rc5gJ1bF86O0c4W,Prospect,Financial Services,43258611,390,Minneapolis,MN,US,2025-06-03,false
001sm3jw9RP6Tol33X,Acme Software 5403,ACC-105402,005mtNZ6PjUxSYdipW,Partner,Retail,40489560,2915,San Diego,CA,US,2025-08-05,true
0017RbIo01ceJ18Air,Harbor Health 5404,ACC-105403,005U2hcHrNtlfF5gcz,Customer,Retail,43988523,4854,Atlanta,GA,US,2021-07-09,true
001FAZb5ZFLjyG3YRH,Nimbus Consulting 5405,ACC-105404,005cFzr92UqWtEjiS5,Customer,Healthcare,47124843,232,Philadelphia,PA,US,2024-01-24,false
