status,lead_source,owner_role,priority_bucket,recommended_action,lead_is_converted,xai_probability,reason_1,reason_2,reason_3,xai_summary
Open,Inbound,SDR,Cool,Nurture and monitor,1,0.3820632503530621,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task count increased priority."
Working,Web,BDR,Cool,Nurture and monitor,1,0.6429954093587877,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Working,Partner Referral,SDR,Warm,Follow up within 48 hours,0,0.47354467086324825,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lead = source_Partner Referral,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lead = source_partner referral."
Qualified,Event,SDR,Warm,Follow up within 48 hours,1,0.5631343868104779,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher open task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher open task count increased priority."
Qualified,Trade Show,SDR,Warm,Follow up within 48 hours,1,0.4628042030052258,Lower days since last task activity increased priority,Higher task activity recency increased priority,Status = Qualified,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and status = qualified."
Working,Event,BDR,Cool,Nurture and monitor,0,0.5853939379015829,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher open task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher open task count increased priority."
Qualified,Trade Show,SDR,Warm,Follow up within 48 hours,0,0.46957754613726316,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher task intensity per owner day increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher task intensity per owner day increased priority."
Qualified,Partner Referral,BDR,Warm,Follow up within 48 hours,0,0.4879870009446661,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Qualified,Partner Referral,SDR,Warm,Follow up within 48 hours,0,0.5243335137565129,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lead = source_Partner Referral,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lead = source_partner referral."
Nurturing,Event,BDR,Cold,Add to nurture campaign,1,0.5259642231601551,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Nurturing,Outbound,BDR,Cool,Nurture and monitor,1,0.41484461867363753,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Nurturing,Inbound,SDR,Cold,Add to nurture campaign,1,0.4856781434209057,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Working,Web,BDR,Hot,Contact today,1,0.6233732978170206,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lead = source_Web,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lead = source_web."
Nurturing,Event,SDR,Cold,Add to nurture campaign,0,0.4657423882547722,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Nurturing,Trade Show,SDR,Cold,Add to nurture campaign,0,0.5210455068259534,Higher task created recency increased priority,Lower days since last task activity increased priority,Higher closed task count increased priority,"This lead is ranked higher because higher task created recency increased priority, lower days since last task activity increased priority, and higher closed task count increased priority."
Open,Web,BDR,Cool,Nurture and monitor,0,0.6236736135313502,Higher task created recency increased priority,Lower days since last task activity increased priority,Higher closed task count increased priority,"This lead is ranked higher because higher task created recency increased priority, lower days since last task activity increased priority, and higher closed task count increased priority."
Open,Outbound,BDR,Warm,Follow up within 48 hours,0,0.42654540652403283,Lower days since last task created increased priority,Higher task created recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and higher closed task ratio increased priority."
Open,Web,BDR,Hot,Contact today,1,0.5431682643286097,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lead = source_Web,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lead = source_web."
Open,Outbound,BDR,Cool,Nurture and monitor,1,0.4816517283187653,Lower days since last task created increased priority,Higher task created recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and higher closed task count increased priority."
Open,Web,AE,Hot,Contact today,1,0.429309378018518,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Working,Partner Referral,BDR,Hot,Contact today,1,0.48778590238316055,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lead = source_Partner Referral,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lead = source_partner referral."
Nurturing,Inbound,SDR,Cold,Add to nurture campaign,1,0.5908991242272823,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task count increased priority."
Qualified,Inbound,BDR,Warm,Follow up within 48 hours,0,0.5726278512521534,Lower days since last task activity increased priority,Higher task activity recency increased priority,Owner = role_BDR,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and owner = role_bdr."
Qualified,Trade Show,SDR,Cool,Nurture and monitor,1,0.532374966038901,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Qualified,Web,SDR,Hot,Contact today,0,0.5016969737199936,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lead = source_Web,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lead = source_web."
Open,Inbound,AE,Cool,Nurture and monitor,1,0.5269215783349344,Lower days since last task created increased priority,Higher task created recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and higher closed task count increased priority."
Working,Inbound,SDR,Warm,Follow up within 48 hours,0,0.4725427550603246,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Nurturing,Event,SDR,Cold,Add to nurture campaign,0,0.45318611741698017,Higher task created recency increased priority,Lower days since last task created increased priority,Higher closed task count increased priority,"This lead is ranked higher because higher task created recency increased priority, lower days since last task created increased priority, and higher closed task count increased priority."
Working,Inbound,BDR,Hot,Contact today,0,0.4774852198225421,Lower days since last task activity increased priority,Higher task activity recency increased priority,Owner = role_BDR,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and owner = role_bdr."
Nurturing,Web,SDR,Cool,Nurture and monitor,0,0.49439222828429596,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Qualified,Web,BDR,Hot,Contact today,0,0.5320040215187785,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lead = source_Web,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lead = source_web."
Qualified,Trade Show,SDR,Cool,Nurture and monitor,1,0.3838570630044512,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Open,Web,BDR,Hot,Contact today,1,0.5484885134798352,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lead = source_Web,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lead = source_web."
Open,Trade Show,BDR,Warm,Follow up within 48 hours,1,0.5586456344022129,Lower days since last task activity increased priority,Higher task activity recency increased priority,Owner = role_BDR,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and owner = role_bdr."
Working,Inbound,SDR,Hot,Contact today,1,0.431308580057511,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task count increased priority."
Qualified,Inbound,BDR,Hot,Contact today,1,0.4927889714386895,Lower days since last task activity increased priority,Higher task activity recency increased priority,Owner = role_BDR,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and owner = role_bdr."
Working,Inbound,BDR,Warm,Follow up within 48 hours,0,0.5021157598110282,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Nurturing,Trade Show,BDR,Warm,Follow up within 48 hours,0,0.43847611433254335,Lower days since last task activity increased priority,Higher task activity recency increased priority,Owner = role_BDR,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and owner = role_bdr."
Working,Outbound,BDR,Warm,Follow up within 48 hours,0,0.5080300397431841,Lower days since last task activity increased priority,Higher task activity recency increased priority,Owner = role_BDR,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and owner = role_bdr."
Open,Event,BDR,Cool,Nurture and monitor,1,0.4928795950813725,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Working,Web,SDR,Warm,Follow up within 48 hours,1,0.6004742101850022,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lead = source_Web,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lead = source_web."
Qualified,Partner Referral,SDR,Hot,Contact today,1,0.602551421343707,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher high priority task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher high priority task count increased priority."
Qualified,Event,SDR,Warm,Follow up within 48 hours,1,0.5516949871752914,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher high priority task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher high priority task count increased priority."
Qualified,Web,SDR,Cold,Add to nurture campaign,1,0.47318665311678026,Lower days since last task created increased priority,Higher task created recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and higher closed task count increased priority."
Qualified,Outbound,SDR,Hot,Contact today,0,0.49187585019712743,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher high priority task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher high priority task count increased priority."
Open,Trade Show,SDR,Warm,Follow up within 48 hours,1,0.3947909840952529,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Working,Partner Referral,SDR,Warm,Follow up within 48 hours,1,0.5574775388694142,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Qualified,Event,SDR,Cool,Nurture and monitor,1,0.4666695881055663,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Nurturing,Event,BDR,Cold,Add to nurture campaign,0,0.6225759768924157,Lower days since last task activity increased priority,Higher task activity recency increased priority,Owner = role_BDR,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and owner = role_bdr."
Qualified,Event,SDR,Cool,Nurture and monitor,1,0.45564114221311924,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Open,Trade Show,AE,Cool,Nurture and monitor,0,0.4600812703589651,Lower days since last task created increased priority,Higher task created recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and higher closed task ratio increased priority."
Nurturing,Trade Show,SDR,Cold,Add to nurture campaign,1,0.5297271826990857,Lower days since last task created increased priority,Higher task created recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and higher closed task count increased priority."
Nurturing,Partner Referral,SDR,Cool,Nurture and monitor,1,0.4747816451205356,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Nurturing,Trade Show,BDR,Cold,Add to nurture campaign,1,0.4630315449187639,Higher task created recency increased priority,Lower days since last task activity increased priority,Higher closed task count increased priority,"This lead is ranked higher because higher task created recency increased priority, lower days since last task activity increased priority, and higher closed task count increased priority."
Qualified,Web,BDR,Cool,Nurture and monitor,0,0.5434484681503694,Lower days since last task created increased priority,Higher task created recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and higher closed task count increased priority."
Qualified,Partner Referral,AE,Hot,Contact today,1,0.616298278647288,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher open task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher open task count increased priority."
Nurturing,Web,BDR,Warm,Follow up within 48 hours,1,0.44957791989759555,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lead = source_Web,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lead = source_web."
Nurturing,Partner Referral,SDR,Warm,Follow up within 48 hours,0,0.49174224923064247,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher open task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher open task count increased priority."
Open,Outbound,SDR,Cold,Add to nurture campaign,1,0.42987073123124026,Higher task created recency increased priority,Lower days since last task activity increased priority,Higher closed task count increased priority,"This lead is ranked higher because higher task created recency increased priority, lower days since last task activity increased priority, and higher closed task count increased priority."
Qualified,Inbound,SDR,Hot,Contact today,0,0.6752128627540182,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Qualified,Web,SDR,Warm,Follow up within 48 hours,0,0.5582010965712854,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task count increased priority."
Qualified,Inbound,SDR,Warm,Follow up within 48 hours,0,0.5839197256362102,Higher task created recency increased priority,Lower days since last task created increased priority,Status = Qualified,"This lead is ranked higher because higher task created recency increased priority, lower days since last task created increased priority, and status = qualified."
Qualified,Web,AE,Hot,Contact today,1,0.47073995893248305,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lead = source_Web,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lead = source_web."
Qualified,Web,SDR,Hot,Contact today,0,0.5343626993447637,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Working,Trade Show,SDR,Cool,Nurture and monitor,0,0.5685514828231203,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Nurturing,Partner Referral,SDR,Cool,Nurture and monitor,0,0.5649710214688961,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lead = source_Partner Referral,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lead = source_partner referral."
Working,Event,BDR,Cold,Add to nurture campaign,0,0.46293456790836496,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task count increased priority."
Working,Inbound,SDR,Cool,Nurture and monitor,1,0.5445458049184173,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lead = source_Inbound,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lead = source_inbound."
Working,Partner Referral,SDR,Cool,Nurture and monitor,0,0.5180471952296429,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Open,Trade Show,BDR,Hot,Contact today,1,0.6193804825299846,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Open,Inbound,BDR,Cool,Nurture and monitor,1,0.5182311674073865,Lower days since last task created increased priority,Higher task created recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and higher closed task ratio increased priority."
Nurturing,Partner Referral,SDR,Cool,Nurture and monitor,0,0.3841174175810301,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lead = source_Partner Referral,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lead = source_partner referral."
Open,Outbound,AE,Warm,Follow up within 48 hours,0,0.45177821319256684,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task count increased priority."
Working,Event,AE,Cold,Add to nurture campaign,1,0.4400889994061306,Lower days since last task created increased priority,Higher task created recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and higher closed task ratio increased priority."
Open,Event,SDR,Cool,Nurture and monitor,1,0.4577136087346441,Lower days since last task created increased priority,Higher task created recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and higher closed task count increased priority."
Qualified,Partner Referral,BDR,Hot,Contact today,1,0.38174675982317113,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Open,Event,BDR,Warm,Follow up within 48 hours,1,0.5688162306144887,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Working,Event,AE,Cold,Add to nurture campaign,1,0.6898396956610413,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task count increased priority."
Qualified,Trade Show,SDR,Cool,Nurture and monitor,1,0.5067424380378209,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Nurturing,Outbound,SDR,Cold,Add to nurture campaign,1,0.4409722557169797,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Open,Partner Referral,BDR,Hot,Contact today,0,0.5600662705169795,Higher task created recency increased priority,Higher open task count increased priority,Lower days since last task activity increased priority,"This lead is ranked higher because higher task created recency increased priority, higher open task count increased priority, and lower days since last task activity increased priority."
Working,Event,AE,Cold,Add to nurture campaign,0,0.4515137965863296,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Qualified,Trade Show,SDR,Cool,Nurture and monitor,1,0.5661204356501636,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher high priority task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher high priority task ratio increased priority."
Working,Event,BDR,Warm,Follow up within 48 hours,0,0.5263253636943456,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Qualified,Partner Referral,BDR,Hot,Contact today,0,0.46608431699436587,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task count increased priority."
Nurturing,Trade Show,BDR,Cool,Nurture and monitor,0,0.4749422519809861,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Nurturing,Web,SDR,Warm,Follow up within 48 hours,1,0.40728406035457204,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Open,Outbound,BDR,Warm,Follow up within 48 hours,1,0.4470829044222884,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task count increased priority."
Open,Trade Show,AE,Warm,Follow up within 48 hours,1,0.5327504833085921,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Qualified,Partner Referral,AE,Hot,Contact today,0,0.4838392358190112,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Working,Event,BDR,Cold,Add to nurture campaign,1,0.5267838858426008,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task count increased priority."
Working,Event,SDR,Cold,Add to nurture campaign,1,0.5996749309289107,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Open,Web,SDR,Warm,Follow up within 48 hours,1,0.46605426582695253,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Qualified,Trade Show,SDR,Warm,Follow up within 48 hours,1,0.4875958064066934,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task count increased priority."
Working,Event,SDR,Cold,Add to nurture campaign,0,0.4689163002946148,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task count increased priority."
Open,Outbound,SDR,Cool,Nurture and monitor,1,0.5035642767752037,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task count increased priority."
Qualified,Partner Referral,BDR,Warm,Follow up within 48 hours,0,0.5820055652140493,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Working,Outbound,SDR,Cool,Nurture and monitor,1,0.616824590122102,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher open task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher open task count increased priority."
Nurturing,Inbound,BDR,Cold,Add to nurture campaign,0,0.483860699542233,Higher task created recency increased priority,Higher closed task count increased priority,Higher open task ratio increased priority,"This lead is ranked higher because higher task created recency increased priority, higher closed task count increased priority, and higher open task ratio increased priority."
Open,Event,SDR,Hot,Contact today,1,0.4706546392965355,Lower days since last task activity increased priority,Higher task activity recency increased priority,Status = Open,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and status = open."
Open,Trade Show,SDR,Hot,Contact today,1,0.5912528126693358,Lower days since last task activity increased priority,Higher task activity recency increased priority,Status = Open,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and status = open."
Qualified,Event,SDR,Cool,Nurture and monitor,1,0.3860393424814662,Lower days since last task activity increased priority,Higher task activity recency increased priority,Status = Qualified,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and status = qualified."
Working,Trade Show,SDR,Cold,Add to nurture campaign,1,0.4877612851618056,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Nurturing,Inbound,SDR,Cold,Add to nurture campaign,0,0.46696852303724107,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task count increased priority."
Qualified,Trade Show,BDR,Hot,Contact today,0,0.528993363087151,Lower days since last task activity increased priority,Higher task activity recency increased priority,Owner = role_BDR,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and owner = role_bdr."
Qualified,Outbound,SDR,Cool,Nurture and monitor,1,0.49740632424838355,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task count increased priority."
Open,Trade Show,BDR,Warm,Follow up within 48 hours,1,0.45924579729934284,Lower days since last task created increased priority,Higher task created recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and higher closed task ratio increased priority."
Working,Partner Referral,SDR,Cold,Add to nurture campaign,1,0.6337097100085723,Higher task created recency increased priority,Lower days since last task activity increased priority,Higher task activity recency increased priority,"This lead is ranked higher because higher task created recency increased priority, lower days since last task activity increased priority, and higher task activity recency increased priority."
Qualified,Web,SDR,Hot,Contact today,1,0.5096681645922709,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task count increased priority."
Open,Trade Show,SDR,Cold,Add to nurture campaign,1,0.4395972459929647,Lower days since last task created increased priority,Higher task created recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and higher closed task count increased priority."
Nurturing,Trade Show,BDR,Warm,Follow up within 48 hours,1,0.3904144138801162,Lower days since last task activity increased priority,Higher task activity recency increased priority,Owner = role_BDR,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and owner = role_bdr."
Qualified,Event,SDR,Cool,Nurture and monitor,0,0.5751623017436105,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
