status,lead_source,lead_owner_id,owner_role,owner_department,task_count,open_task_count,closed_task_count,high_priority_task_count,lead_age_days,owner_tenure_days,days_since_last_task_created,days_since_last_task_activity,lead_is_converted,open_task_ratio,closed_task_ratio,high_priority_task_ratio,task_velocity,high_priority_velocity,task_count_per_owner_day,task_activity_recency_score,task_created_recency_score,lead_age_bucket,owner_tenure_bucket,task_count_bucket
Open,Event,005g4fdGzuew1U6NXU,SDR,Sales,2,2,0,0,838,-75,-174.0,-175.0,1,1.0,0.0,0.0,0.0023837902264600714,0.0,-0.02702702702702703,1.0,1.0,730_plus,,1_2
Working,Web,005U1SVjkIk2fyV5rw,SDR,Sales,3,0,3,1,111,-96,165.0,150.0,1,0.0,1.0,0.3333333333333333,0.026785714285714284,0.008928571428571428,-0.031578947368421054,0.006622516556291391,0.006024096385542169,91_180,,3_5
Nurturing,Trade Show,005sW3tnobKnIyN0Nz,SDR,Sales,7,3,4,2,625,-588,-612.0,-622.0,1,0.42857142857142855,0.5714285714285714,0.2857142857142857,0.011182108626198083,0.003194888178913738,-0.01192504258943782,1.0,1.0,366_730,,6_10
Working,Partner Referral,00569YZ8tMEls1oPGs,SDR,Sales,3,0,3,1,826,672,-747.0,-748.0,1,0.0,1.0,0.3333333333333333,0.0036275695284159614,0.0012091898428053204,0.004457652303120356,1.0,1.0,730_plus,366_730,3_5
Qualified,Web,005M5xWWu90p0JPGJQ,BDR,Sales,4,2,2,1,1109,-789,-795.0,-801.0,1,0.5,0.5,0.25,0.0036036036036036037,0.0009009009009009009,-0.005076142131979695,1.0,1.0,730_plus,,3_5
Qualified,Outbound,0053WZIwXgjGUPdHRc,SDR,Sales,2,1,1,0,374,49,388.0,359.0,0,0.5,0.5,0.0,0.005333333333333333,0.0,0.04,0.002777777777777778,0.002570694087403599,366_730,31_90,1_2
Nurturing,Trade Show,00536VT96AN7M9vHvw,BDR,Sales,6,2,4,3,949,-53,-908.0,-924.0,0,0.3333333333333333,0.6666666666666666,0.5,0.00631578947368421,0.003157894736842105,-0.11538461538461539,1.0,1.0,730_plus,,6_10
Nurturing,Web,005lwhmSG1MSOXLTAt,SDR,Sales,3,1,2,0,487,522,-496.0,-513.0,1,0.3333333333333333,0.6666666666666666,0.0,0.006147540983606557,0.0,0.0057361376673040155,1.0,1.0,366_730,366_730,3_5
Working,Inbound,005M1BnJPIeqHk8Nds,SDR,Sales,3,1,2,0,1199,-759,-951.0,-966.0,1,0.3333333333333333,0.6666666666666666,0.0,0.0025,0.0,-0.00395778364116095,1.0,1.0,730_plus,,3_5
Qualified,Trade Show,005FW7cpQveNM0iR7j,SDR,Sales,2,2,0,0,24,1317,203.0,201.0,1,1.0,0.0,0.0,0.08,0.0,0.0015174506828528073,0.0049504950495049506,0.004901960784313725,0_30,730_plus,1_2
Open,Outbound,005tRa1eePdjJYM6mg,BDR,Sales,2,1,1,0,796,648,-169.0,-191.0,1,0.5,0.5,0.0,0.002509410288582183,0.0,0.0030816640986132513,1.0,1.0,730_plus,366_730,1_2
Open,Partner Referral,005hJPMnhQ0WRyZFX9,BDR,Sales,1,0,1,0,515,232,831.0,816.0,0,0.0,1.0,0.0,0.001937984496124031,0.0,0.004291845493562232,0.0012239902080783353,0.001201923076923077,366_730,181_365,1_2
Qualified,Partner Referral,005rTQ0LB8Z2cjvjPG,BDR,Sales,2,1,1,2,814,48,-18.0,-27.0,0,0.5,0.5,1.0,0.00245398773006135,0.00245398773006135,0.04081632653061224,1.0,1.0,730_plus,31_90,1_2
Qualified,Web,005xi0Xi0wCwuciNbG,SDR,Sales,7,3,4,3,491,932,-434.0,-443.0,0,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.014227642276422764,0.006097560975609756,0.007502679528403001,1.0,1.0,366_730,730_plus,6_10
Qualified,Outbound,005FmC4bvUmQBFO9r1,BDR,Sales,2,2,0,1,1371,307,-813.0,-839.0,1,1.0,0.0,0.5,0.0014577259475218659,0.0007288629737609329,0.006493506493506494,1.0,1.0,730_plus,181_365,1_2
Working,Event,005iSUGFUqSTcmtbKs,SDR,Sales,3,2,1,1,699,126,-426.0,-427.0,1,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.004285714285714286,0.0014285714285714286,0.023622047244094488,1.0,1.0,366_730,91_180,3_5
Qualified,Inbound,005NhmgMvZSpDy5y9P,BDR,Sales,5,2,3,1,1060,-131,-999.0,-1009.0,0,0.4,0.6,0.2,0.00471253534401508,0.000942507068803016,-0.038461538461538464,1.0,1.0,730_plus,,3_5
Working,Web,005CyM4CU7TgZ0ieQC,BDR,Sales,2,0,2,1,934,524,-517.0,-540.0,0,0.0,1.0,0.5,0.0021390374331550803,0.0010695187165775401,0.0038095238095238095,1.0,1.0,730_plus,366_730,1_2
Open,Event,005DJJzk8TFPHjwamm,BDR,Sales,3,1,2,1,1018,517,-672.0,-697.0,1,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.002944062806673209,0.0009813542688910696,0.005791505791505791,1.0,1.0,730_plus,366_730,3_5
Working,Outbound,005dKuyWKIuifL64ip,BDR,Sales,3,2,1,0,184,-148,29.0,0.0,1,0.6666666666666666,0.3333333333333333,0.0,0.016216216216216217,0.0,-0.02040816326530612,1.0,0.03333333333333333,181_365,,3_5
Open,Trade Show,005XY6JL792Cjz6tvp,BDR,Sales,7,2,5,4,72,702,211.0,197.0,0,0.2857142857142857,0.7142857142857143,0.5714285714285714,0.0958904109589041,0.0547945205479452,0.00995732574679943,0.005050505050505051,0.0047169811320754715,31_90,366_730,6_10
Working,Partner Referral,005Ozb2jx0nnrpjBm7,SDR,Sales,4,3,1,3,1346,-83,-1347.0,-1363.0,0,0.75,0.25,0.75,0.002969561989606533,0.0022271714922048997,-0.04878048780487805,1.0,1.0,730_plus,,3_5
Open,Event,005GITA8ZV1nYz3VcV,BDR,Sales,3,2,1,1,954,-157,-657.0,-665.0,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0031413612565445027,0.0010471204188481676,-0.019230769230769232,1.0,1.0,730_plus,,3_5
Qualified,Trade Show,005tcchhnKXX6SYaxV,SDR,Sales,5,3,2,1,469,837,-376.0,-388.0,0,0.6,0.4,0.2,0.010638297872340425,0.002127659574468085,0.0059665871121718375,1.0,1.0,366_730,730_plus,3_5
Open,Web,005T3CcQW30Fc3HxzP,BDR,Sales,4,0,4,1,201,144,231.0,226.0,0,0.0,1.0,0.25,0.019801980198019802,0.0049504950495049506,0.027586206896551724,0.004405286343612335,0.004310344827586207,181_365,91_180,3_5
Working,Inbound,0054cPwdknqYVBf2UL,BDR,Sales,6,2,4,2,216,698,661.0,652.0,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.027649769585253458,0.009216589861751152,0.008583690987124463,0.0015313935681470138,0.0015105740181268882,181_365,366_730,6_10
Qualified,Partner Referral,005vvizm5OfORbfBYV,SDR,Sales,2,2,0,2,1238,47,-83.0,-98.0,0,1.0,0.0,1.0,0.0016142050040355124,0.0016142050040355124,0.041666666666666664,1.0,1.0,730_plus,31_90,1_2
Open,Event,005hrcAAsV0H3bsIeE,SDR,Sales,2,2,0,0,1010,-626,-155.0,-180.0,0,1.0,0.0,0.0,0.0019782393669634025,0.0,-0.0032,1.0,1.0,730_plus,,1_2
Nurturing,Outbound,005yopVEVGjrYSQu2q,SDR,Sales,2,2,0,0,1046,104,-574.0,-590.0,0,1.0,0.0,0.0,0.0019102196752626551,0.0,0.01904761904761905,1.0,1.0,730_plus,91_180,1_2
Open,Partner Referral,005Sq8Z0wjCdFUQUHx,SDR,Sales,3,1,2,0,1399,-656,-883.0,-884.0,1,0.3333333333333333,0.6666666666666666,0.0,0.002142857142857143,0.0,-0.004580152671755725,1.0,1.0,730_plus,,3_5
Qualified,Outbound,005DS8Y3naP935K0U7,BDR,Sales,3,2,1,1,138,961,268.0,250.0,1,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.02158273381294964,0.007194244604316547,0.0031185031185031187,0.00398406374501992,0.0037174721189591076,91_180,730_plus,3_5
Working,Event,005Cu36WnbRoy8DEqo,SDR,Sales,2,2,0,0,78,669,373.0,344.0,0,1.0,0.0,0.0,0.02531645569620253,0.0,0.0029850746268656717,0.002898550724637681,0.00267379679144385,31_90,366_730,1_2
Open,Web,005GmCcmrt3DPvCZcO,BDR,Sales,2,2,0,1,827,194,-805.0,-835.0,0,1.0,0.0,0.5,0.0024154589371980675,0.0012077294685990338,0.010256410256410256,1.0,1.0,730_plus,181_365,1_2
Working,Partner Referral,005oy1dBH72KcdA9bM,SDR,Sales,2,2,0,0,1353,-27,-1356.0,-1363.0,1,1.0,0.0,0.0,0.0014771048744460858,0.0,-0.07692307692307693,1.0,1.0,730_plus,,1_2
Open,Partner Referral,005DJJzk8TFPHjwamm,BDR,Sales,3,3,0,0,366,1169,-67.0,-83.0,1,1.0,0.0,0.0,0.008174386920980926,0.0,0.002564102564102564,1.0,1.0,366_730,730_plus,3_5
Qualified,Inbound,005iSUGFUqSTcmtbKs,SDR,Sales,4,4,0,2,976,-151,-618.0,-634.0,1,1.0,0.0,0.5,0.0040941658137154556,0.0020470829068577278,-0.02666666666666667,1.0,1.0,730_plus,,3_5
Nurturing,Outbound,005mYnZlHWW2dnL0rt,BDR,Sales,4,3,1,2,499,1056,-216.0,-217.0,1,0.75,0.25,0.5,0.008,0.004,0.003784295175023652,1.0,1.0,366_730,730_plus,3_5
Nurturing,Partner Referral,005scUETCztHB2VpGr,SDR,Sales,1,1,0,0,215,1339,-7.0,-33.0,1,1.0,0.0,0.0,0.004629629629629629,0.0,0.0007462686567164179,1.0,1.0,181_365,730_plus,1_2
Working,Event,005bRaTeyEXQ8Puofm,BDR,Sales,3,2,1,1,119,1059,529.0,521.0,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.025,0.008333333333333333,0.002830188679245283,0.0019157088122605363,0.0018867924528301887,91_180,730_plus,3_5
Qualified,Inbound,005tRa1eePdjJYM6mg,BDR,Sales,5,2,3,0,38,1406,597.0,585.0,0,0.4,0.6,0.0,0.1282051282051282,0.0,0.0035536602700781805,0.0017064846416382253,0.0016722408026755853,31_90,730_plus,3_5
Qualified,Trade Show,005gvRs74Xd8fUlA3x,BDR,Sales,1,0,1,1,1271,379,-1052.0,-1055.0,1,0.0,1.0,1.0,0.0007861635220125787,0.0007861635220125787,0.002631578947368421,1.0,1.0,730_plus,366_730,1_2
Open,Inbound,005SHkriY5Z0W9xzJS,BDR,Sales,3,3,0,2,146,-144,182.0,174.0,0,1.0,0.0,0.6666666666666666,0.02040816326530612,0.013605442176870748,-0.02097902097902098,0.005714285714285714,0.00546448087431694,91_180,,3_5
Working,Partner Referral,005q3idaDMhXnwfocw,AE,Sales,1,0,1,0,381,-360,-22.0,-34.0,0,0.0,1.0,0.0,0.002617801047120419,0.0,-0.002785515320334262,1.0,1.0,366_730,,1_2
Nurturing,Web,005chtXE6kHD1j5gMk,BDR,Sales,1,0,1,1,120,895,252.0,238.0,1,0.0,1.0,1.0,0.008264462809917356,0.008264462809917356,0.0011160714285714285,0.0041841004184100415,0.003952569169960474,91_180,730_plus,1_2
Nurturing,Event,005iRmiKUtSSkR82g5,BDR,Sales,1,1,0,1,234,1073,599.0,593.0,1,1.0,0.0,1.0,0.00425531914893617,0.00425531914893617,0.000931098696461825,0.0016835016835016834,0.0016666666666666668,181_365,730_plus,1_2
Open,Event,0053OvJBQj7lluaSJM,SDR,Sales,4,3,1,1,71,520,417.0,397.0,1,0.75,0.25,0.25,0.05555555555555555,0.013888888888888888,0.007677543186180422,0.002512562814070352,0.0023923444976076554,31_90,366_730,3_5
Qualified,Trade Show,005Jf9CIg9lV3G32cG,BDR,Sales,2,2,0,0,1285,-292,62.0,42.0,1,1.0,0.0,0.0,0.0015552099533437014,0.0,-0.006872852233676976,0.023255813953488372,0.015873015873015872,730_plus,,1_2
Qualified,Web,005HAD1xOIM0ZXro8p,SDR,Sales,1,0,1,0,1046,-958,-1053.0,-1074.0,1,0.0,1.0,0.0,0.0009551098376313276,0.0,-0.0010449320794148381,1.0,1.0,730_plus,,1_2
Qualified,Web,005ygjBY3eCoYXQvBW,SDR,Sales,3,3,0,0,1132,398,-278.0,-304.0,1,1.0,0.0,0.0,0.00264783759929391,0.0,0.007518796992481203,1.0,1.0,730_plus,366_730,3_5
Nurturing,Outbound,005RYrmmC3EMzwluqj,BDR,Sales,1,0,1,1,1451,-1091,-14.0,-20.0,0,0.0,1.0,1.0,0.0006887052341597796,0.0006887052341597796,-0.0009174311926605505,1.0,1.0,730_plus,,1_2
Open,Inbound,005M5xWWu90p0JPGJQ,BDR,Sales,3,2,1,1,1438,-1118,-1089.0,-1101.0,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0020847810979847115,0.0006949270326615705,-0.0026857654431512983,1.0,1.0,730_plus,,3_5
Open,Outbound,005rfIoTPQqJtbyYEc,SDR,Sales,1,1,0,0,518,622,-502.0,-523.0,0,1.0,0.0,0.0,0.0019267822736030828,0.0,0.0016051364365971107,1.0,1.0,366_730,366_730,1_2
Open,Outbound,005rTQ0LB8Z2cjvjPG,BDR,Sales,4,1,3,1,469,393,-279.0,-291.0,1,0.25,0.75,0.25,0.00851063829787234,0.002127659574468085,0.01015228426395939,1.0,1.0,366_730,366_730,3_5
Open,Trade Show,0052vuTGNhPaf9DJtR,SDR,Sales,5,1,4,0,929,-823,-822.0,-851.0,1,0.2,0.8,0.0,0.005376344086021506,0.0,-0.006082725060827251,1.0,1.0,730_plus,,3_5
Qualified,Inbound,005EhkAnpKcWuNovJ6,BDR,Sales,1,1,0,1,1085,-326,-1036.0,-1060.0,0,1.0,0.0,1.0,0.0009208103130755065,0.0009208103130755065,-0.003076923076923077,1.0,1.0,730_plus,,1_2
Working,Web,005kYbLfois6p7LjKf,SDR,Sales,3,0,3,1,426,81,63.0,51.0,1,0.0,1.0,0.3333333333333333,0.00702576112412178,0.00234192037470726,0.036585365853658534,0.019230769230769232,0.015625,366_730,31_90,3_5
Nurturing,Outbound,005EF1FFbGvvXzIjDl,SDR,Sales,3,2,1,0,600,466,-383.0,-406.0,0,0.6666666666666666,0.3333333333333333,0.0,0.004991680532445923,0.0,0.006423982869379015,1.0,1.0,366_730,366_730,3_5
Nurturing,Outbound,005ON53s4keRC7Er7R,AE,Sales,5,2,3,2,605,423,-525.0,-545.0,1,0.4,0.6,0.4,0.00825082508250825,0.0033003300330033004,0.01179245283018868,1.0,1.0,366_730,366_730,3_5
Open,Inbound,0059wV9ybGAGQOgvhj,BDR,Sales,4,2,2,1,1084,20,-934.0,-955.0,0,0.5,0.5,0.25,0.003686635944700461,0.0009216589861751152,0.19047619047619047,1.0,1.0,730_plus,0_30,3_5
Working,Web,005BLRswT6VWAL3Jkq,BDR,Sales,1,0,1,0,236,500,957.0,945.0,0,0.0,1.0,0.0,0.004219409282700422,0.0,0.001996007984031936,0.0010570824524312897,0.0010438413361169101,181_365,366_730,1_2
Open,Trade Show,005a88RCsXNcc8P2XG,BDR,Sales,4,2,2,1,805,515,-747.0,-762.0,1,0.5,0.5,0.25,0.004962779156327543,0.0012406947890818859,0.007751937984496124,1.0,1.0,730_plus,366_730,3_5
Open,Outbound,005U2hcHrNtlfF5gcz,BDR,Sales,5,2,3,0,469,-440,-268.0,-291.0,0,0.4,0.6,0.0,0.010638297872340425,0.0,-0.011389521640091117,1.0,1.0,366_730,,3_5
Open,Trade Show,005oTuswObpFtGANeE,SDR,Sales,5,2,3,1,1017,-830,-982.0,-985.0,1,0.4,0.6,0.2,0.004911591355599214,0.0009823182711198428,-0.006031363088057901,1.0,1.0,730_plus,,3_5
Open,Outbound,005IgSO06ukUkmxr0U,BDR,Sales,5,2,3,3,48,353,537.0,508.0,0,0.4,0.6,0.6,0.10204081632653061,0.061224489795918366,0.014124293785310734,0.0019646365422396855,0.0018587360594795538,31_90,181_365,3_5
Open,Trade Show,005GITA8ZV1nYz3VcV,BDR,Sales,6,3,3,1,837,-40,-725.0,-752.0,0,0.5,0.5,0.16666666666666666,0.007159904534606206,0.0011933174224343676,-0.15384615384615385,1.0,1.0,730_plus,,6_10
Qualified,Inbound,0056SOvFbGwot3GcKs,AE,Sales,6,3,3,2,1198,-669,-785.0,-804.0,1,0.5,0.5,0.3333333333333333,0.0050041701417848205,0.0016680567139282735,-0.008982035928143712,1.0,1.0,730_plus,,6_10
Working,Event,005Cu36WnbRoy8DEqo,SDR,Sales,6,4,2,2,1440,-693,-1402.0,-1410.0,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.004163775156141568,0.0013879250520471894,-0.008670520231213872,1.0,1.0,730_plus,,6_10
Open,Event,005gvRs74Xd8fUlA3x,BDR,Sales,1,1,0,0,843,807,-281.0,-302.0,1,1.0,0.0,0.0,0.001184834123222749,0.0,0.0012376237623762376,1.0,1.0,730_plus,730_plus,1_2
Nurturing,Web,005PsOTr02Fp2pwCFZ,BDR,Sales,3,3,0,1,1270,-578,-710.0,-726.0,1,1.0,0.0,0.3333333333333333,0.0023603461841070024,0.0007867820613690008,-0.005199306759098787,1.0,1.0,730_plus,,3_5
Qualified,Event,005mYnZlHWW2dnL0rt,BDR,Sales,1,0,1,0,306,1249,379.0,374.0,1,0.0,1.0,0.0,0.003257328990228013,0.0,0.0008,0.0026666666666666666,0.002631578947368421,181_365,730_plus,1_2
Qualified,Web,005udoqsW2EyiZN9b0,BDR,Sales,5,2,3,2,1204,-855,-1168.0,-1174.0,1,0.4,0.6,0.4,0.004149377593360996,0.0016597510373443983,-0.00585480093676815,1.0,1.0,730_plus,,3_5
Qualified,Event,005JwwpEL8xofdwkwl,SDR,Sales,2,1,1,0,1396,-561,-946.0,-948.0,1,0.5,0.5,0.0,0.0014316392269148174,0.0,-0.0035714285714285713,1.0,1.0,730_plus,,1_2
Qualified,Partner Referral,005HAD1xOIM0ZXro8p,SDR,Sales,1,0,1,1,1279,-1191,-282.0,-285.0,1,0.0,1.0,1.0,0.00078125,0.00078125,-0.0008403361344537816,1.0,1.0,730_plus,,1_2
Open,Trade Show,005TqlXejhWbvjVWsd,AE,Sales,4,2,2,1,509,-39,184.0,183.0,0,0.5,0.5,0.25,0.00784313725490196,0.00196078431372549,-0.10526315789473684,0.005434782608695652,0.005405405405405406,366_730,,3_5
Qualified,Trade Show,005mYnZlHWW2dnL0rt,BDR,Sales,6,3,3,3,193,1362,253.0,224.0,1,0.5,0.5,0.5,0.030927835051546393,0.015463917525773196,0.004402054292002935,0.0044444444444444444,0.003937007874015748,181_365,730_plus,6_10
Qualified,Trade Show,005iSUGFUqSTcmtbKs,SDR,Sales,4,3,1,1,871,-46,-867.0,-891.0,1,0.75,0.25,0.25,0.0045871559633027525,0.0011467889908256881,-0.08888888888888889,1.0,1.0,730_plus,,3_5
Qualified,Partner Referral,005GkgNJqeO2GW2jXH,SDR,Sales,3,0,3,0,321,1156,294.0,291.0,0,0.0,1.0,0.0,0.009316770186335404,0.0,0.0025929127052722557,0.003424657534246575,0.003389830508474576,181_365,730_plus,3_5
Nurturing,Event,005xhYc6cT3lbTknDn,AE,Sales,3,2,1,2,93,1338,57.0,52.0,0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.031914893617021274,0.02127659574468085,0.0022404779686333084,0.018867924528301886,0.017241379310344827,91_180,730_plus,3_5
Qualified,Inbound,005dKuyWKIuifL64ip,BDR,Sales,4,1,3,0,618,-582,-290.0,-316.0,1,0.25,0.75,0.0,0.006462035541195477,0.0,-0.0068846815834767644,1.0,1.0,366_730,,3_5
Nurturing,Partner Referral,005RYrmmC3EMzwluqj,BDR,Sales,0,0,0,0,782,-422,,,0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,730_plus,,0
Open,Outbound,005dKuyWKIuifL64ip,BDR,Sales,4,2,2,1,232,-196,7.0,-2.0,1,0.5,0.5,0.25,0.017167381974248927,0.004291845493562232,-0.020512820512820513,1.0,0.125,181_365,,3_5
Qualified,Partner Referral,005FW7cpQveNM0iR7j,SDR,Sales,3,1,2,1,814,527,-648.0,-658.0,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0036809815950920245,0.001226993865030675,0.005681818181818182,1.0,1.0,730_plus,366_730,3_5
Qualified,Trade Show,005XZUpRP9HBvLfhY6,BDR,Sales,6,1,5,2,347,719,566.0,555.0,1,0.16666666666666666,0.8333333333333334,0.3333333333333333,0.017241379310344827,0.005747126436781609,0.008333333333333333,0.0017985611510791368,0.001763668430335097,181_365,366_730,6_10
Open,Inbound,0055zd5SriKEc8WlTo,SDR,Sales,3,1,2,0,778,6,372.0,361.0,1,0.3333333333333333,0.6666666666666666,0.0,0.0038510911424903724,0.0,0.42857142857142855,0.0027624309392265192,0.002680965147453083,730_plus,0_30,3_5
Working,Event,005hrcAAsV0H3bsIeE,SDR,Sales,5,2,3,3,787,-403,-770.0,-789.0,0,0.4,0.6,0.6,0.006345177664974619,0.0038071065989847717,-0.012437810945273632,1.0,1.0,730_plus,,3_5
Qualified,Web,005xG5kruHOvgAC23A,BDR,Sales,7,4,3,3,155,261,72.0,62.0,0,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.04487179487179487,0.019230769230769232,0.026717557251908396,0.015873015873015872,0.0136986301369863,91_180,181_365,6_10
Nurturing,Trade Show,005fjwPseptfcyBFSO,AE,Sales,1,1,0,1,1115,-371,-259.0,-281.0,0,1.0,0.0,1.0,0.0008960573476702509,0.0008960573476702509,-0.002702702702702703,1.0,1.0,730_plus,,1_2
Open,Inbound,00512E80qDwAaI1oOE,SDR,Sales,3,2,1,2,502,862,-338.0,-355.0,0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.005964214711729622,0.003976143141153081,0.0034762456546929316,1.0,1.0,366_730,730_plus,3_5
Open,Partner Referral,005Jf9CIg9lV3G32cG,BDR,Sales,5,4,1,4,1344,-351,-991.0,-1005.0,0,0.8,0.2,0.8,0.0037174721189591076,0.002973977695167286,-0.014285714285714285,1.0,1.0,730_plus,,3_5
Open,Web,005dEsDKcaedNVmJU3,SDR,Sales,5,2,3,3,1168,219,-1189.0,-1195.0,0,0.4,0.6,0.6,0.00427715996578272,0.0025662959794696323,0.022727272727272728,1.0,1.0,730_plus,181_365,3_5
Working,Event,005sj6ewizq0NwPrwm,BDR,Sales,6,5,1,0,1340,188,-962.0,-988.0,0,0.8333333333333334,0.16666666666666666,0.0,0.0044742729306487695,0.0,0.031746031746031744,1.0,1.0,730_plus,181_365,6_10
Nurturing,Trade Show,005U2hcHrNtlfF5gcz,BDR,Sales,1,0,1,0,1425,-1396,-1119.0,-1122.0,1,0.0,1.0,0.0,0.0007012622720897616,0.0,-0.0007168458781362007,1.0,1.0,730_plus,,1_2
Open,Trade Show,005Tdp9BDe2ZbrGft6,AE,Sales,7,1,6,2,727,97,-730.0,-749.0,0,0.14285714285714285,0.8571428571428571,0.2857142857142857,0.009615384615384616,0.0027472527472527475,0.07142857142857142,1.0,1.0,366_730,91_180,6_10
Qualified,Outbound,005rTQ0LB8Z2cjvjPG,BDR,Sales,3,2,1,0,1004,-142,-258.0,-272.0,0,0.6666666666666666,0.3333333333333333,0.0,0.0029850746268656717,0.0,-0.02127659574468085,1.0,1.0,730_plus,,3_5
Qualified,Trade Show,005Zig763saiCy9Xs5,BDR,Sales,2,1,1,1,54,1525,1001.0,978.0,1,0.5,0.5,0.5,0.03636363636363636,0.01818181818181818,0.001310615989515072,0.0010214504596527069,0.000998003992015968,31_90,730_plus,1_2
Qualified,Inbound,005JwwpEL8xofdwkwl,SDR,Sales,1,1,0,1,117,718,-27.0,-29.0,1,1.0,0.0,1.0,0.00847457627118644,0.00847457627118644,0.0013908205841446453,1.0,1.0,91_180,366_730,1_2
Open,Event,005FlqJ6WT9psqZImt,AE,Sales,6,3,3,1,684,-595,-112.0,-123.0,0,0.5,0.5,0.16666666666666666,0.008759124087591242,0.00145985401459854,-0.010101010101010102,1.0,1.0,366_730,,6_10
Qualified,Partner Referral,005mbGysH2pp4xju3N,SDR,Sales,5,1,4,2,1442,-646,-1321.0,-1340.0,1,0.2,0.8,0.4,0.003465003465003465,0.001386001386001386,-0.007751937984496124,1.0,1.0,730_plus,,3_5
Qualified,Trade Show,005bRaTeyEXQ8Puofm,BDR,Sales,1,0,1,0,1178,0,-27.0,-35.0,1,0.0,1.0,0.0,0.0008481764206955047,0.0,1.0,1.0,1.0,730_plus,0_30,1_2
Qualified,Trade Show,005gvRs74Xd8fUlA3x,BDR,Sales,5,3,2,5,1117,533,-971.0,-994.0,1,0.6,0.4,1.0,0.004472271914132379,0.004472271914132379,0.009363295880149813,1.0,1.0,730_plus,366_730,3_5
Open,Web,005DleKhounx1YJ0rP,BDR,Sales,4,0,4,1,10,-30,14.0,-15.0,1,0.0,1.0,0.25,0.36363636363636365,0.09090909090909091,-0.13793103448275862,1.0,0.06666666666666667,0_30,,3_5
Open,Partner Referral,005dEsDKcaedNVmJU3,SDR,Sales,2,2,0,0,1313,74,-172.0,-184.0,1,1.0,0.0,0.0,0.0015220700152207,0.0,0.02666666666666667,1.0,1.0,730_plus,31_90,1_2
Working,Inbound,005voBFvhNYadVKXTu,BDR,Sales,3,1,2,0,755,-175,-189.0,-202.0,0,0.3333333333333333,0.6666666666666666,0.0,0.003968253968253968,0.0,-0.017241379310344827,1.0,1.0,730_plus,,3_5
Nurturing,Web,005dKuyWKIuifL64ip,BDR,Sales,2,0,2,0,1061,-1025,-637.0,-640.0,1,0.0,1.0,0.0,0.0018832391713747645,0.0,-0.001953125,1.0,1.0,730_plus,,1_2
Open,Event,005uJa3pJEeyQVnsZp,BDR,Sales,3,1,2,0,803,-723,-141.0,-155.0,1,0.3333333333333333,0.6666666666666666,0.0,0.0037313432835820895,0.0,-0.004155124653739612,1.0,1.0,730_plus,,3_5
Qualified,Event,005pCTycClXuIF6SUv,BDR,Sales,3,1,2,1,654,112,-260.0,-269.0,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.004580152671755725,0.0015267175572519084,0.02654867256637168,1.0,1.0,366_730,91_180,3_5
Qualified,Web,0051FeBviD8WOpEx9p,SDR,Sales,4,2,2,4,189,-191,168.0,153.0,0,0.5,0.5,1.0,0.021052631578947368,0.021052631578947368,-0.021052631578947368,0.006493506493506494,0.005917159763313609,181_365,,3_5
Nurturing,Web,005oNQqFKPLjEKAacs,SDR,Sales,3,0,3,0,1221,-89,-685.0,-714.0,1,0.0,1.0,0.0,0.0024549918166939444,0.0,-0.03409090909090909,1.0,1.0,730_plus,,3_5
Open,Outbound,005PuqoGxlvwVICWiV,BDR,Sales,2,1,1,0,183,1399,212.0,186.0,1,0.5,0.5,0.0,0.010869565217391304,0.0,0.0014285714285714286,0.0053475935828877,0.004694835680751174,181_365,730_plus,1_2
Working,Trade Show,005r9q3iIp3WHLiZhI,SDR,Sales,8,3,5,0,305,1101,-11.0,-20.0,0,0.375,0.625,0.0,0.026143790849673203,0.0,0.007259528130671506,1.0,1.0,181_365,730_plus,6_10
Working,Trade Show,005XZUpRP9HBvLfhY6,BDR,Sales,6,2,4,1,709,357,-615.0,-640.0,0,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.008450704225352112,0.0014084507042253522,0.01675977653631285,1.0,1.0,366_730,181_365,6_10
Open,Event,005xG5kruHOvgAC23A,BDR,Sales,5,2,3,2,880,-464,-589.0,-601.0,0,0.4,0.6,0.4,0.0056753688989784334,0.0022701475595913734,-0.01079913606911447,1.0,1.0,730_plus,,3_5
Nurturing,Event,005mm9vtHx0K9TGlB7,SDR,Sales,3,1,2,1,569,-15,101.0,91.0,1,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.005263157894736842,0.0017543859649122807,-0.21428571428571427,0.010869565217391304,0.00980392156862745,366_730,,3_5
