status,lead_source,lead_owner_id,owner_role,task_count,open_task_count,closed_task_count,high_priority_task_count,lead_age_days,owner_tenure_days,days_since_last_task_created,days_since_last_task_activity,open_task_ratio,closed_task_ratio,high_priority_task_ratio,task_velocity,high_priority_velocity,task_count_per_owner_day_clean,task_activity_recency_score,task_created_recency_score,priority_score,priority_bucket,engagement_score,urgency_score,activity_strength_score,recommended_action,lead_is_converted
Nurturing,Web,005FmC4bvUmQBFO9r1,BDR,4,2,2,2,711,967,0.0,0.0,0.5,0.5,0.5,0.0056179775280898,0.0028089887640449,0.004132231404958678,1.0,1.0,58.91472460738616,Warm,0.6165969387755101,0.5854641762552759,0.526047619047619,Follow up within 48 hours,1
Open,Inbound,005ZmDANT8NxIwQSUH,BDR,5,4,1,2,1407,0,0.0,0.0,0.8,0.2,0.4,0.0035511363636363,0.0014204545454545,5.0,1.0,1.0,56.149554539358945,Warm,0.5402602040816326,0.42520227149337114,0.8190238095238095,Follow up within 48 hours,1
Working,Event,005voBFvhNYadVKXTu,BDR,4,2,2,1,138,442,219.0,195.0,0.5,0.5,0.25,0.0287769784172661,0.0071942446043165,0.009029345372460496,0.0051020408163265,0.0045454545454545,47.02383888384335,Cool,0.5109948979591836,0.3930729741326468,0.48409523809523813,Nurture and monitor,0
Qualified,Web,005M5xWWu90p0JPGJQ,BDR,3,2,1,0,836,0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.003584229390681,0.0,3.0,1.0,1.0,46.50520079786236,Cool,0.4227397959183673,0.5559165572076569,0.4345357142857143,Nurture and monitor,0
Open,Web,005SotgxabsZFoiinJ,BDR,3,3,0,0,316,168,152.0,128.0,1.0,0.0,0.0,0.0094637223974763,0.0,0.01775147928994083,0.0077519379844961,0.0065359477124183,35.40602951515288,Cool,0.34952040816326535,0.3722225257885427,0.33816666666666667,Nurture and monitor,0
Qualified,Outbound,00536VT96AN7M9vHvw,BDR,3,2,1,0,941,0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0031847133757961,0.0,3.0,1.0,1.0,45.43178243051542,Cool,0.41550000000000004,0.5322022714933712,0.4345357142857143,Nurture and monitor,1
Qualified,Web,005NhmgMvZSpDy5y9P,BDR,2,0,2,0,215,714,0.0,0.0,0.0,1.0,0.0,0.0092592592592592,0.0,0.002797202797202797,1.0,1.0,47.89639127405284,Cool,0.4747040816326531,0.6974760810171806,0.16184523809523807,Nurture and monitor,0
Qualified,Inbound,005ygjBY3eCoYXQvBW,SDR,3,2,1,1,43,1487,685.0,669.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0681818181818181,0.0227272727272727,0.0020161290322580645,0.0014925373134328,0.0014577259475218,42.604302058079575,Cool,0.5157295918367346,0.3429512250652376,0.3264642857142857,Nurture and monitor,1
Working,Web,005OHuMUHvi8wsLMNv,SDR,7,3,4,1,15,892,48.0,27.0,0.4285714285714285,0.5714285714285714,0.1428571428571428,0.4375,0.0625,0.007838745800671893,0.0357142857142857,0.0204081632653061,53.16679878681888,Warm,0.543530612244898,0.47612005026357734,0.5853333333333334,Follow up within 48 hours,1
Nurturing,Partner Referral,005vvizm5OfORbfBYV,SDR,3,2,1,1,38,1247,281.0,272.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0769230769230769,0.0256410256410256,0.002403846153846154,0.0036630036630036,0.0035460992907801,45.60085031511686,Cool,0.5395816326530612,0.39887641639958665,0.3327738095238096,Nurture and monitor,1
Qualified,Web,005vvizm5OfORbfBYV,SDR,1,0,1,1,1302,0,0.0,0.0,0.0,1.0,1.0,0.0007674597083653,0.0007674597083653,1.0,1.0,1.0,47.021697396501814,Cool,0.5186173469387755,0.44979750958860926,0.3798452380952381,Nurture and monitor,0
Working,Event,0052yGgxi1v4hCqV4x,SDR,2,1,1,1,1037,144,0.0,0.0,0.5,0.5,0.5,0.001926782273603,0.0009633911368015,0.013793103448275862,1.0,1.0,48.45047290670589,Cool,0.5131071428571428,0.5113213191124187,0.37277380952380956,Nurture and monitor,0
Working,Trade Show,005A7aBOiWo1s4A8VA,BDR,5,5,0,1,696,774,0.0,0.0,1.0,0.0,0.2,0.0071736011477761,0.0014347202295552,0.0064516129032258064,1.0,1.0,55.1442654237127,Warm,0.543030612244898,0.5890356048267045,0.5160833333333333,Follow up within 48 hours,0
Qualified,Inbound,005HAD1xOIM0ZXro8p,SDR,4,3,1,3,936,0,0.0,0.0,0.75,0.25,0.75,0.0042689434364994,0.0032017075773745,4.0,1.0,1.0,63.24193549173991,Warm,0.6289030612244898,0.5332022714933712,0.7900357142857143,Follow up within 48 hours,1
Qualified,Inbound,005voBFvhNYadVKXTu,BDR,3,2,1,1,765,0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0039164490861618,0.0013054830287206,3.0,1.0,1.0,54.67188447133176,Warm,0.5312091836734694,0.5732141762552759,0.5457500000000001,Follow up within 48 hours,1
Nurturing,Outbound,005iRmiKUtSSkR82g5,BDR,2,2,0,1,586,721,0.0,0.0,1.0,0.0,0.5,0.0034071550255536,0.0017035775127768,0.002770083102493075,1.0,1.0,51.89331304276031,Warm,0.5602806122448979,0.6142379857790855,0.2726071428571429,Follow up within 48 hours,1
Qualified,Outbound,005ZhFZ3TvVOVxKEgo,SDR,4,3,1,1,1142,0,0.0,0.0,0.75,0.25,0.25,0.0034995625546806,0.0008748906386701,4.0,1.0,1.0,52.163704199222906,Warm,0.49307653061224493,0.48729750958860923,0.644547619047619,Follow up within 48 hours,1
Working,Event,005YgcwjR0nrnHIGZX,SDR,5,2,3,3,1031,512,0.0,0.0,0.4,0.6,0.6,0.00484496124031,0.002906976744186,0.009746588693957114,1.0,1.0,60.26168038969909,Warm,0.6226479591836735,0.5124284619695616,0.6878214285714286,Follow up within 48 hours,0
Open,Event,005chtXE6kHD1j5gMk,BDR,6,3,3,2,1395,0,0.0,0.0,0.5,0.5,0.3333333333333333,0.0042979942693409,0.0014326647564469,6.0,1.0,1.0,57.30688447133174,Warm,0.5406734693877551,0.42794036673146635,0.87175,Follow up within 48 hours,0
Qualified,Inbound,005zQVR4ms4RjAh8MF,BDR,3,2,1,0,530,0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0056497175141242,0.0,3.0,1.0,1.0,50.14295589990317,Warm,0.4526734693877551,0.6272856048267045,0.4345357142857143,Follow up within 48 hours,0
Nurturing,Event,005r8kcdxSxYgha9K0,SDR,4,1,3,0,626,0,0.0,0.0,0.25,0.75,0.0,0.0063795853269537,0.0,4.0,1.0,1.0,51.80452052575352,Warm,0.4596071428571428,0.6052498905409902,0.5333333333333333,Follow up within 48 hours,0
Working,Inbound,005xIxpup9aX5Yc366,AE,5,1,4,1,520,169,147.0,133.0,0.2,0.8,0.2,0.0095969289827255,0.0019193857965451,0.029411764705882353,0.0074626865671641,0.0067567567567567,43.77650143360029,Cool,0.44498979591836735,0.32659086411320687,0.5864642857142858,Nurture and monitor,0
Nurturing,Event,005DleKhounx1YJ0rP,BDR,10,5,5,0,1095,0,0.0,0.0,0.5,0.5,0.0,0.0091240875912408,0.0,10.0,1.0,1.0,53.082207600583445,Warm,0.47616326530612246,0.4984046524457521,0.716095238095238,Follow up within 48 hours,0
Open,Inbound,005wBTdruibiY0OPdW,AE,4,3,1,1,55,178,98.0,83.0,0.75,0.25,0.25,0.0714285714285714,0.0178571428571428,0.0223463687150838,0.0119047619047619,0.0101010101010101,50.997054063994106,Warm,0.5419999999999999,0.4464970402283752,0.5251071428571429,Follow up within 48 hours,0
Nurturing,Partner Referral,005UyDSWXbJPhakryL,BDR,5,4,1,2,1025,0,0.0,0.0,0.8,0.2,0.4,0.0048732943469785,0.0019493177387914,5.0,1.0,1.0,60.616442294460995,Warm,0.5763265306122448,0.5139879857790854,0.8190238095238095,Follow up within 48 hours,0
Qualified,Trade Show,005vqvLHAtIsAKf8Wh,AE,1,1,0,0,627,348,0.0,0.0,1.0,0.0,0.0,0.001592356687898,0.0,0.0028653295128939827,1.0,1.0,39.69446950534535,Cool,0.38441326530612246,0.6049284619695616,0.11629761904761904,Nurture and monitor,0
Open,Trade Show,005lwhmSG1MSOXLTAt,SDR,4,2,2,4,1146,0,0.0,0.0,0.5,0.5,1.0,0.003487358326068,0.003487358326068,4.0,1.0,1.0,62.027173586978,Warm,0.6250459183673469,0.4862737000647997,0.8093333333333333,Follow up within 48 hours,1
Working,Web,005DleKhounx1YJ0rP,BDR,5,4,1,1,237,0,234.0,233.0,0.8,0.2,0.2,0.0210084033613445,0.0042016806722689,5.0,0.0042735042735042,0.0042553191489361,49.489587696056724,Cool,0.4824897959183673,0.36324929508397696,0.7233809523809525,Nurture and monitor,1
Open,Trade Show,005zWOoMnQrwuxqr1I,SDR,2,0,2,0,275,927,3.0,0.0,0.0,1.0,0.0,0.0072463768115942,0.0,0.0021551724137931034,1.0,0.25,40.32741552266364,Cool,0.4114591836734694,0.5577914017758631,0.15103571428571427,Nurture and monitor,1
Working,Event,005XZUpRP9HBvLfhY6,BDR,3,2,1,1,1076,0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0027855153203342,0.000928505106778,3.0,1.0,1.0,50.9245885529644,Warm,0.49877040816326534,0.5023689381600378,0.5457500000000001,Follow up within 48 hours,1
Qualified,Partner Referral,005NhmgMvZSpDy5y9P,BDR,2,1,1,0,698,231,0.0,0.0,0.5,0.5,0.0,0.0028612303290414,0.0,0.008620689655172414,1.0,1.0,42.817224607386166,Cool,0.40888265306122445,0.5885713191124188,0.23579761904761906,Nurture and monitor,0
Nurturing,Event,005fjwPseptfcyBFSO,AE,6,1,5,0,1159,0,0.0,0.0,0.1666666666666666,0.8333333333333334,0.0,0.0051724137931034,0.0,6.0,1.0,1.0,50.16662936929093,Warm,0.4473826530612245,0.48332131911241877,0.6648928571428572,Follow up within 48 hours,0
Qualified,Outbound,005hrcAAsV0H3bsIeE,SDR,5,1,4,4,246,138,26.0,19.0,0.2,0.8,0.8,0.020242914979757,0.0161943319838056,0.03597122302158273,0.05,0.037037037037037,58.60759226456306,Warm,0.6126581632653061,0.42896566051944873,0.7552857142857142,Follow up within 48 hours,1
Working,Inbound,00569YZ8tMEls1oPGs,SDR,4,3,1,0,644,854,0.0,0.0,0.75,0.25,0.0,0.0062015503875968,0.0,0.004678362573099415,1.0,1.0,47.4965273284746,Cool,0.4581734693877551,0.6009046524457521,0.32803571428571426,Nurture and monitor,1
Qualified,Web,005ZgXPYFXOBU7G1tp,BDR,5,3,2,3,647,0,0.0,0.0,0.6,0.4,0.6,0.007716049382716,0.0046296296296296,5.0,1.0,1.0,68.5466123624882,Warm,0.6631989795918367,0.600309414350514,0.8688690476190476,Follow up within 48 hours,0
Working,Event,0052vuTGNhPaf9DJtR,SDR,6,3,3,2,192,0,262.0,247.0,0.5,0.5,0.3333333333333333,0.0310880829015544,0.0103626943005181,6.0,0.0040322580645161,0.0038022813688212,54.89469614804361,Warm,0.5283469387755101,0.36807830697560373,0.87175,Follow up within 48 hours,0
Open,Event,005gYdlj9yv5Cc6zkp,BDR,0,0,0,0,39,262,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.62843537414966,Cool,0.0739591836734694,0.990904761904762,0.060166666666666674,Nurture and monitor,0
Nurturing,Inbound,005CyM4CU7TgZ0ieQC,BDR,3,2,1,1,1097,361,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0027322404371584,0.0009107468123861,0.008287292817679558,1.0,1.0,48.000183791059634,Cool,0.49669897959183673,0.49811893816003777,0.4110833333333333,Nurture and monitor,1
Open,Trade Show,005ygjBY3eCoYXQvBW,SDR,5,0,5,2,293,1237,363.0,346.0,0.0,1.0,0.4,0.0170068027210884,0.0068027210884353,0.004038772213247173,0.0028818443804034,0.0027472527472527,47.13305496343444,Cool,0.5160255102040817,0.3253291563775198,0.578595238095238,Nurture and monitor,1
Nurturing,Event,005lkDbq9IPSQ2U7zZ,BDR,6,4,2,2,1241,110,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0048309178743961,0.001610305958132,0.05405405405405406,1.0,1.0,56.22850011759025,Warm,0.554765306122449,0.4642379857790854,0.7281547619047619,Follow up within 48 hours,0
Open,Event,0051xrdseoLzIEtx8d,AE,5,3,2,0,872,0,0.0,0.0,0.6,0.4,0.0,0.0057273768613974,0.0,5.0,1.0,1.0,51.34108515160385,Warm,0.45371938775510207,0.547059414350514,0.6121666666666666,Follow up within 48 hours,1
Open,Trade Show,005oTuswObpFtGANeE,SDR,4,1,3,0,49,138,107.0,82.0,0.25,0.75,0.0,0.08,0.0,0.02877697841726619,0.0120481927710843,0.0092592592592592,41.26387273482398,Cool,0.388984693877551,0.44663872834900786,0.42077380952380955,Nurture and monitor,1
Nurturing,Partner Referral,005farfat1cfKFkByw,AE,2,0,2,1,856,0,0.0,0.0,0.0,1.0,0.5,0.0023337222870478,0.0011668611435239,2.0,1.0,1.0,51.758057940719496,Warm,0.5248112244897959,0.5514641762552759,0.4486785714285714,Follow up within 48 hours,1
Nurturing,Trade Show,005oy1dBH72KcdA9bM,SDR,2,1,1,1,681,645,0.0,0.0,0.5,0.5,0.5,0.002932551319648,0.001466275659824,0.0030959752321981426,1.0,1.0,50.66666338289636,Warm,0.5462857142857142,0.5925951286362282,0.27872619047619046,Follow up within 48 hours,0
Nurturing,Outbound,0051FeBviD8WOpEx9p,SDR,6,5,1,2,413,0,0.0,0.0,0.8333333333333334,0.1666666666666666,0.3333333333333333,0.0144927536231884,0.0048309178743961,6.0,1.0,1.0,69.10565998153582,Warm,0.6420204081632653,0.6523213191124188,0.87175,Follow up within 48 hours,0
Open,Inbound,005SotgxabsZFoiinJ,BDR,3,1,2,0,963,0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0031120331950207,0.0,3.0,1.0,1.0,45.237037532556236,Cool,0.41421938775510203,0.5278451286362283,0.4345357142857143,Nurture and monitor,0
Open,Outbound,005lECbWsEiD75E7eC,SDR,3,0,3,1,612,0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0048939641109298,0.0016313213703099,3.0,1.0,1.0,56.88331304276033,Warm,0.5541377551020409,0.6087141762552759,0.5457500000000001,Follow up within 48 hours,1
Open,Inbound,005oy1dBH72KcdA9bM,SDR,4,2,2,0,1085,241,0.0,0.0,0.5,0.5,0.0,0.003683241252302,0.0,0.01652892561983471,1.0,1.0,44.31151032167188,Cool,0.42473979591836736,0.5005237000647997,0.4029404761904762,Nurture and monitor,1
Qualified,Outbound,005bRaTeyEXQ8Puofm,BDR,8,5,3,3,1042,136,0.0,0.0,0.625,0.375,0.375,0.0076701821668264,0.0028763183125599,0.058394160583941604,1.0,1.0,62.18730964139978,Warm,0.6144438775510205,0.5100356048267045,0.808202380952381,Follow up within 48 hours,1
Nurturing,Inbound,005JwwpEL8xofdwkwl,SDR,2,2,0,0,29,806,382.0,370.0,1.0,0.0,0.0,0.0666666666666666,0.0,0.0024783147459727386,0.0026954177897574,0.0026109660574412,32.44924468904885,Cool,0.3571785714285714,0.38221688646035834,0.15619047619047619,Nurture and monitor,0
Nurturing,Event,005SotgxabsZFoiinJ,BDR,2,1,1,1,810,0,0.0,0.0,0.5,0.5,0.5,0.002466091245376,0.001233045622688,2.0,1.0,1.0,52.385047736637866,Warm,0.531015306122449,0.5620237000647997,0.4486785714285714,Follow up within 48 hours,0
Open,Inbound,005xi0Xi0wCwuciNbG,SDR,1,0,1,0,887,536,252.0,237.0,0.0,1.0,0.0,0.0011261261261261,0.0,0.00186219739292365,0.0042016806722689,0.0039525691699604,20.347051568328695,Cold,0.24032142857142857,0.21165171894428972,0.09907142857142857,Add to nurture campaign,1
Open,Trade Show,005CL72UB9NlJw0t0Z,AE,5,1,4,3,783,0,0.0,0.0,0.2,0.8,0.6,0.0063775510204081,0.0038265306122448,5.0,1.0,1.0,66.85844909718209,Warm,0.6484285714285714,0.5686546524457521,0.8688690476190476,Follow up within 48 hours,0
Working,Inbound,005tRa1eePdjJYM6mg,BDR,0,0,0,0,8,1436,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.84593537414966,Cool,0.0739591836734694,0.9981547619047619,0.060166666666666674,Nurture and monitor,0
Nurturing,Event,005g4fdGzuew1U6NXU,SDR,5,1,4,1,697,66,0.0,0.0,0.2,0.8,0.2,0.0071633237822349,0.0014326647564469,0.07462686567164178,1.0,1.0,56.900319845481405,Warm,0.5449183673469388,0.5887975095886092,0.5995238095238095,Follow up within 48 hours,1
Working,Partner Referral,005mYnZlHWW2dnL0rt,BDR,2,0,2,1,637,918,0.0,0.0,0.0,1.0,0.5,0.0031347962382445,0.0015673981191222,0.002176278563656148,1.0,1.0,50.91860215840658,Warm,0.5517602040816326,0.6025356048267044,0.2627261904761905,Follow up within 48 hours,1
Working,Web,005dEsDKcaedNVmJU3,SDR,3,1,2,2,192,1195,202.0,197.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0155440414507772,0.0103626943005181,0.002508361204013378,0.005050505050505,0.0049261083743842,48.65617882349704,Cool,0.571795918367347,0.3820540333455928,0.43023809523809514,Nurture and monitor,1
Open,Event,005FA8TcXwRGIFLbcj,SDR,0,0,0,0,137,915,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.94736394557823,Cool,0.0739591836734694,0.968202380952381,0.060166666666666674,Nurture and monitor,1
Nurturing,Outbound,005Rxy2aV7ygR0ASuT,BDR,4,3,1,2,198,1433,0.0,0.0,0.75,0.25,0.5,0.0201005025125628,0.0100502512562814,0.002789400278940028,1.0,1.0,65.58511576384875,Warm,0.6898214285714285,0.7012141762552759,0.5028809523809523,Follow up within 48 hours,0
Qualified,Partner Referral,005kYbLfois6p7LjKf,SDR,6,6,0,3,943,0,0.0,0.0,1.0,0.0,0.5,0.0063559322033898,0.0031779661016949,6.0,1.0,1.0,65.69588106997121,Warm,0.6261581632653062,0.5318689381600378,0.9215952380952381,Follow up within 48 hours,1
Open,Partner Referral,005lkDbq9IPSQ2U7zZ,BDR,2,1,1,2,728,623,247.0,220.0,0.5,0.5,1.0,0.0027434842249657,0.0027434842249657,0.003205128205128205,0.004524886877828,0.0040322580645161,38.34977275684088,Cool,0.4649744897959184,0.25255081525070494,0.3762261904761905,Nurture and monitor,1
Working,Event,005Zig763saiCy9Xs5,BDR,4,4,0,1,785,794,0.0,0.0,1.0,0.0,0.25,0.005089058524173,0.0012722646310432,0.005031446540880503,1.0,1.0,52.373211001944,Warm,0.5287857142857143,0.5681070333981331,0.4445357142857143,Follow up within 48 hours,1
Nurturing,Event,005lFrIUHPTHLXsJgY,BDR,4,2,2,2,1055,0,0.0,0.0,0.5,0.5,0.5,0.0037878787878787,0.0018939393939393,4.0,1.0,1.0,58.711663382896376,Warm,0.5741428571428571,0.5066903667314664,0.7401904761904762,Follow up within 48 hours,0
Open,Partner Referral,005qhOaTRDj8l4v6Lo,SDR,6,4,2,2,183,1123,50.0,35.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0326086956521739,0.0108695652173913,0.005338078291814947,0.0277777777777777,0.0196078431372549,53.54855305196738,Warm,0.5562295918367346,0.43515641692498996,0.6341190476190476,Follow up within 48 hours,0
Qualified,Partner Referral,005Sq8Z0wjCdFUQUHx,SDR,2,2,0,0,656,87,491.0,467.0,1.0,0.0,0.0,0.0030441400304414,0.0,0.022727272727272728,0.0021367521367521,0.0020325203252032,25.07168251007648,Cool,0.25497448979591836,0.22417002924744742,0.2798928571428571,Nurture and monitor,1
Open,Web,005tcchhnKXX6SYaxV,SDR,7,4,3,3,114,1192,0.0,0.0,0.5714285714285714,0.4285714285714285,0.4285714285714285,0.0608695652173913,0.0260869565217391,0.00586756077116513,1.0,1.0,70.6885341311957,Warm,0.6967040816326531,0.7211189381600378,0.7109880952380953,Follow up within 48 hours,1
Nurturing,Partner Referral,005vvizm5OfORbfBYV,SDR,4,2,2,1,400,885,0.0,0.0,0.5,0.5,0.25,0.0099750623441396,0.0024937655860349,0.004514672686230248,1.0,1.0,58.0404729067059,Warm,0.5929642857142857,0.6552975095886092,0.4366666666666667,Follow up within 48 hours,0
Nurturing,Outbound,005gXBXTL8NV8xfMOI,BDR,0,0,0,0,286,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.930221088435374,Cool,0.0739591836734694,0.934297619047619,0.060166666666666674,Nurture and monitor,0
Nurturing,Web,005fDW8pqYyhUsaaJT,SDR,3,1,2,1,254,432,4.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0117647058823529,0.0039215686274509,0.006928406466512702,1.0,0.2,53.79044676163956,Warm,0.5787602040816326,0.5624621709662166,0.39892857142857147,Follow up within 48 hours,0
Qualified,Outbound,005eGrxIA9j7Kap744,AE,5,3,2,2,860,30,0.0,0.0,0.6,0.4,0.4,0.0058072009291521,0.0023228803716608,0.16129032258064516,1.0,1.0,60.24861916520929,Warm,0.594908163265306,0.5503689381600378,0.6996071428571429,Follow up within 48 hours,1
Nurturing,Web,005VxJy5mAR2JIiQzL,SDR,3,2,1,0,381,0,49.0,34.0,0.6666666666666666,0.3333333333333333,0.0,0.0078534031413612,0.0,3.0,0.0285714285714285,0.02,38.29991182607651,Cool,0.35791836734693877,0.3904426391005096,0.4345357142857143,Nurture and monitor,1
Qualified,Trade Show,005UmJEIRnoljtUYmh,BDR,1,1,0,0,1363,0,0.0,0.0,1.0,0.0,0.0,0.000733137829912,0.0,1.0,1.0,1.0,37.12960555976713,Cool,0.37384693877551023,0.43548798577908543,0.2686309523809524,Nurture and monitor,0
Open,Partner Referral,005dJm5gIU7nUKZnv1,AE,4,3,1,1,130,398,0.0,0.0,0.75,0.25,0.25,0.0305343511450381,0.0076335877862595,0.010025062656641603,1.0,1.0,63.65666338289637,Warm,0.6466785714285714,0.7173927476838474,0.49004761904761907,Follow up within 48 hours,1
Qualified,Event,005ZgXPYFXOBU7G1tp,BDR,5,1,4,0,685,0,0.0,0.0,0.2,0.8,0.0,0.0072886297376093,0.0,5.0,1.0,1.0,53.30725862099162,Warm,0.46635714285714286,0.5915356048267045,0.6121666666666666,Follow up within 48 hours,1
Qualified,Inbound,005yopVEVGjrYSQu2q,SDR,4,2,2,3,1015,135,0.0,0.0,0.5,0.5,0.75,0.0039370078740157,0.0029527559055118,0.029411764705882353,1.0,1.0,60.07656134208005,Warm,0.6205765306122449,0.5163213191124187,0.6779047619047619,Follow up within 48 hours,0
Open,Event,005XZUpRP9HBvLfhY6,BDR,1,1,0,1,1267,0,0.0,0.0,1.0,0.0,1.0,0.000788643533123,0.000788643533123,1.0,1.0,1.0,47.341799437318144,Cool,0.520219387755102,0.45779750958860926,0.3798452380952381,Nurture and monitor,1
Working,Web,005rfIoTPQqJtbyYEc,SDR,6,2,4,3,1388,0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.5,0.0043196544276457,0.0021598272138228,6.0,1.0,1.0,60.733789233236514,Warm,0.5883520408163265,0.4294760810171807,0.9215952380952381,Follow up within 48 hours,1
Open,Web,005fjwPseptfcyBFSO,AE,2,1,1,2,544,200,0.0,0.0,0.5,0.5,1.0,0.0036697247706422,0.0036697247706422,0.009950248756218905,1.0,1.0,59.253721206025624,Warm,0.6303316326530612,0.6240237000647997,0.45082142857142854,Follow up within 48 hours,1
Working,Partner Referral,005Sq8Z0wjCdFUQUHx,SDR,5,4,1,2,877,0,0.0,0.0,0.8,0.2,0.4,0.0056947608200455,0.0022779043280182,5.0,1.0,1.0,62.3903198454814,Warm,0.592704081632653,0.5458213191124187,0.8190238095238095,Follow up within 48 hours,0
Nurturing,Event,005lFrIUHPTHLXsJgY,BDR,3,2,1,1,1004,0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0029850746268656,0.0009950248756218,3.0,1.0,1.0,51.754996716229705,Warm,0.5054285714285714,0.5189522714933711,0.5457500000000001,Follow up within 48 hours,1
Working,Inbound,005ATkmG7VSdpihf48,SDR,2,2,0,0,1097,0,169.0,151.0,1.0,0.0,0.0,0.0018214936247723,0.0,2.0,0.006578947368421,0.0058823529411764,25.38422167138279,Cool,0.2593367346938776,0.1889366407467732,0.3374642857142857,Nurture and monitor,1
Open,Event,005ZmDANT8NxIwQSUH,BDR,3,1,2,1,913,0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0032822757111597,0.0010940919037199,3.0,1.0,1.0,52.74219059378073,Warm,0.514015306122449,0.5375475095886092,0.5457500000000001,Follow up within 48 hours,0
Qualified,Trade Show,005kGz3iLXUMdHQq3f,SDR,1,0,1,0,281,715,738.0,718.0,0.0,1.0,0.0,0.0035460992907801,0.0,0.0013966480446927375,0.0013908205841446,0.0013531799729364,23.11589349825991,Cold,0.2543469387755102,0.2849198059510674,0.09254761904761905,Add to nurture campaign,0
Open,Event,005XY6JL792Cjz6tvp,BDR,8,1,7,3,1437,0,0.0,0.0,0.125,0.875,0.375,0.0055632823365785,0.0020862308762169,8.0,1.0,1.0,61.04703753255624,Warm,0.583719387755102,0.419059414350514,0.9644642857142857,Follow up within 48 hours,1
Nurturing,Web,005OHuMUHvi8wsLMNv,SDR,3,0,3,1,46,861,217.0,202.0,0.0,1.0,0.3333333333333333,0.0638297872340425,0.0212765957446808,0.0034802784222737818,0.0049261083743842,0.0045871559633027,46.56376166207565,Cool,0.5425102040816328,0.413394096218848,0.35182142857142856,Nurture and monitor,0
Nurturing,Inbound,005IgSO06ukUkmxr0U,BDR,5,1,4,1,1140,0,0.0,0.0,0.2,0.8,0.2,0.0043821209465381,0.0008764241893076,5.0,1.0,1.0,54.073840253644676,Warm,0.49940306122448985,0.48786893816003785,0.7233809523809525,Follow up within 48 hours,0
Open,Web,005PfomEh4AX7UIY31,AE,2,0,2,0,482,598,0.0,0.0,0.0,1.0,0.0,0.0041407867494824,0.0,0.00333889816360601,1.0,1.0,44.10914637609365,Cool,0.4305663265306123,0.6383213191124187,0.17155952380952377,Nurture and monitor,1
Nurturing,Inbound,005PkYO2xaCUvet6zY,SDR,6,3,3,2,1000,0,0.0,0.0,0.5,0.5,0.3333333333333333,0.0059940059940059,0.0019980019980019,6.0,1.0,1.0,61.89351712439297,Warm,0.5772704081632652,0.5198332238743235,0.87175,Follow up within 48 hours,1
Open,Inbound,005dEsDKcaedNVmJU3,SDR,4,3,1,1,602,785,0.0,0.0,0.75,0.25,0.25,0.0066334991708126,0.0016583747927031,0.005089058524173028,1.0,1.0,55.12050692031134,Warm,0.5577602040816326,0.6110356048267045,0.44507142857142856,Follow up within 48 hours,1
Nurturing,Trade Show,005HMBcUaJasNagxn6,AE,5,3,2,3,948,0,0.0,0.0,0.6,0.4,0.6,0.0052687038988408,0.0031612223393045,5.0,1.0,1.0,64.85941848493718,Warm,0.6310765306122449,0.5309403667314664,0.8688690476190476,Follow up within 48 hours,1
Open,Inbound,005HMBcUaJasNagxn6,AE,3,1,2,1,989,0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.003030303030303,0.001010101010101,3.0,1.0,1.0,51.91050692031134,Warm,0.5067602040816326,0.5219165572076568,0.5457500000000001,Follow up within 48 hours,1
Qualified,Partner Referral,005zQVR4ms4RjAh8MF,BDR,4,1,3,1,1317,0,0.0,0.0,0.25,0.75,0.25,0.0030349013657056,0.0007587253414264,4.0,1.0,1.0,50.19615317881474,Warm,0.4781683673469388,0.44655941435051405,0.644547619047619,Follow up within 48 hours,1
Open,Inbound,005SHkriY5Z0W9xzJS,BDR,3,2,1,2,461,0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0064935064935064,0.0043290043290043,3.0,1.0,1.0,65.03127222643379,Warm,0.6586683673469388,0.6423332238743235,0.6413928571428571,Follow up within 48 hours,1
