status,lead_source,lead_owner_id,owner_role,owner_department,owner_is_active,task_count,open_task_count,closed_task_count,high_priority_task_count,lead_age_days,lead_is_converted,owner_tenure_days,days_since_last_task_created,days_since_last_task_activity
Nurturing,Event,005UmJEIRnoljtUYmh,BDR,Sales,1,1,1,0,0,696,1,-177,81.0,67.0
Open,Event,005JwwpEL8xofdwkwl,SDR,Sales,1,3,1,2,1,1325,0,-490,-894.0,-904.0
Working,Event,005uzGGUX4TIYx0w3I,AE,Sales,1,6,4,2,0,148,1,1081,-35.0,-41.0
Open,Outbound,005ZmDANT8NxIwQSUH,BDR,Sales,1,4,4,0,2,867,0,-936,-515.0,-538.0
Nurturing,Event,005oTuswObpFtGANeE,SDR,Sales,1,7,5,2,3,697,1,-510,-465.0,-488.0
Open,Inbound,005OHuMUHvi8wsLMNv,SDR,Sales,1,8,2,6,2,1199,1,-292,-925.0,-951.0
Nurturing,Web,005Rxy2aV7ygR0ASuT,BDR,Sales,1,5,1,4,1,1452,0,179,-1259.0,-1268.0
Open,Trade Show,005ROiSKxdkvxxfjgH,AE,Sales,1,1,0,1,0,1360,1,-272,-350.0,-368.0
Open,Partner Referral,005kGz3iLXUMdHQq3f,SDR,Sales,1,4,2,2,1,264,1,732,392.0,391.0
Open,Partner Referral,005aABhuRiSBg0srbz,SDR,Sales,1,4,2,2,1,453,0,-170,28.0,23.0
Working,Outbound,005XY6JL792Cjz6tvp,BDR,Sales,1,4,4,0,0,1450,0,-676,-1307.0,-1318.0
Qualified,Event,005egJ9DcGz51VtFgp,AE,Sales,1,6,3,3,3,1100,1,-831,-261.0,-279.0
Working,Partner Referral,005FA8TcXwRGIFLbcj,SDR,Sales,1,3,2,1,3,269,1,783,-83.0,-108.0
Working,Event,005rTQ0LB8Z2cjvjPG,BDR,Sales,1,2,1,1,1,0,1,862,158.0,135.0
Qualified,Partner Referral,005ZRAk3rxvD6mvf15,BDR,Sales,1,2,0,2,0,451,0,51,-172.0,-178.0
Qualified,Event,005XY6JL792Cjz6tvp,BDR,Sales,1,5,1,4,3,1138,0,-364,-757.0,-758.0
Working,Outbound,005xG5kruHOvgAC23A,BDR,Sales,1,1,0,1,0,308,0,108,1109.0,1080.0
Qualified,Partner Referral,005f9kyPUYR0yZXH7k,SDR,Sales,1,0,0,0,0,329,0,-4,,
Nurturing,Outbound,005mm9vtHx0K9TGlB7,SDR,Sales,1,4,1,3,2,366,1,188,-242.0,-256.0
Working,Outbound,005gXBXTL8NV8xfMOI,BDR,Sales,1,5,3,2,0,1309,1,-1076,-1072.0,-1075.0
Nurturing,Web,005lwhmSG1MSOXLTAt,SDR,Sales,1,1,1,0,0,359,0,650,1035.0,1034.0
Qualified,Partner Referral,005hrcAAsV0H3bsIeE,SDR,Sales,1,4,1,3,3,948,1,-564,-856.0,-859.0
Working,Outbound,005qhOaTRDj8l4v6Lo,SDR,Sales,1,3,1,2,1,1176,1,130,-277.0,-290.0
Qualified,Trade Show,005qf3JcieWVjwiYd7,BDR,Sales,1,2,1,1,1,770,1,-195,-667.0,-681.0
Open,Inbound,005IgSO06ukUkmxr0U,BDR,Sales,1,4,3,1,2,978,1,-577,-658.0,-684.0
Working,Outbound,005O8TxStNstfUeWj7,BDR,Sales,1,5,4,1,1,1379,1,165,-1268.0,-1289.0
Working,Event,005eP2OT2tJzd6Dja9,BDR,Sales,1,3,1,2,1,1429,1,-660,-890.0,-904.0
Nurturing,Inbound,005iSUGFUqSTcmtbKs,SDR,Sales,1,4,1,3,0,406,1,419,-317.0,-328.0
Working,Web,005nz6ixedb0ulRU2P,BDR,Sales,1,5,2,3,1,1234,1,383,-904.0,-932.0
Nurturing,Inbound,005w1rZfJkoRoaYcEo,BDR,Sales,1,3,2,1,0,1414,0,129,-1005.0,-1012.0
Open,Outbound,005rTQ0LB8Z2cjvjPG,BDR,Sales,1,6,4,2,3,667,0,195,-530.0,-555.0
Nurturing,Web,005Cu36WnbRoy8DEqo,SDR,Sales,1,2,1,1,2,918,0,-171,-895.0,-903.0
Working,Partner Referral,005M5xWWu90p0JPGJQ,BDR,Sales,1,9,4,5,2,917,1,-597,-844.0,-869.0
Qualified,Trade Show,005ZhFZ3TvVOVxKEgo,SDR,Sales,1,3,3,0,0,793,0,-644,-379.0,-405.0
Nurturing,Partner Referral,005voBFvhNYadVKXTu,BDR,Sales,1,8,4,4,2,650,1,-70,-548.0,-572.0
Working,Outbound,005RNwgHWbHSrrlfhq,BDR,Sales,1,3,2,1,0,227,1,320,242.0,238.0
Nurturing,Inbound,005kYbLfois6p7LjKf,SDR,Sales,1,3,1,2,1,828,0,-321,-698.0,-722.0
Open,Trade Show,005BLRswT6VWAL3Jkq,BDR,Sales,1,3,2,1,1,256,0,480,-253.0,-275.0
Working,Inbound,005DleKhounx1YJ0rP,BDR,Sales,1,4,1,3,0,576,1,-596,-485.0,-492.0
Working,Inbound,005LrxjB8ud8tNczS1,AE,Sales,1,2,2,0,0,543,1,791,-38.0,-53.0
Qualified,Outbound,005EQtkoEfdgXDf2kK,AE,Sales,1,2,1,1,1,636,1,33,242.0,221.0
Qualified,Inbound,005rfIoTPQqJtbyYEc,SDR,Sales,1,6,3,3,3,573,0,567,-525.0,-551.0
Working,Web,005eGrxIA9j7Kap744,AE,Sales,1,3,3,0,0,736,1,154,-549.0,-567.0
Qualified,Trade Show,005Pa6uUR0EkXHgr5D,AE,Sales,1,6,3,3,2,1187,0,-904,-635.0,-641.0
Nurturing,Event,005Sq8Z0wjCdFUQUHx,SDR,Sales,1,0,0,0,0,67,0,676,,
Open,Trade Show,005oTuswObpFtGANeE,SDR,Sales,1,0,0,0,0,462,0,-275,,
Nurturing,Inbound,005ZgXPYFXOBU7G1tp,BDR,Sales,1,2,2,0,0,12,0,590,168.0,167.0
Nurturing,Partner Referral,005aV0dZauGUbUqQX9,SDR,Sales,1,6,4,2,0,1054,1,-826,-1033.0,-1050.0
Working,Partner Referral,005iRmiKUtSSkR82g5,BDR,Sales,1,6,1,5,1,841,1,466,-810.0,-840.0
Nurturing,Outbound,005EecxXglGcgO8nCu,AE,Sales,1,9,5,4,2,464,1,1056,-333.0,-351.0
Open,Outbound,0055zd5SriKEc8WlTo,SDR,Sales,1,2,1,1,0,434,1,350,150.0,126.0
Open,Outbound,00552has5XdvFlGgIo,SDR,Sales,1,2,1,1,0,142,0,1453,314.0,307.0
Qualified,Outbound,0059wV9ybGAGQOgvhj,BDR,Sales,1,3,3,0,1,586,1,518,-2.0,-16.0
Open,Web,005H18uJWTVdyNheWe,BDR,Sales,1,2,0,2,2,400,1,-285,848.0,825.0
Open,Event,005qhOaTRDj8l4v6Lo,SDR,Sales,1,6,4,2,3,860,0,446,-620.0,-636.0
Qualified,Trade Show,005mYnZlHWW2dnL0rt,BDR,Sales,1,4,2,2,2,631,1,924,-451.0,-464.0
Qualified,Inbound,005M1BnJPIeqHk8Nds,SDR,Sales,1,4,0,4,2,1024,1,-584,-451.0,-457.0
Nurturing,Trade Show,005aV0dZauGUbUqQX9,SDR,Sales,1,6,5,1,4,407,0,-179,-105.0,-108.0
Working,Outbound,005FmC4bvUmQBFO9r1,BDR,Sales,1,1,1,0,1,1291,0,387,-72.0,-77.0
Open,Partner Referral,005farfat1cfKFkByw,AE,Sales,1,5,1,4,1,871,0,-504,-748.0,-754.0
Working,Web,005PkYO2xaCUvet6zY,SDR,Sales,1,0,0,0,0,739,0,-33,,
Open,Event,005RYrmmC3EMzwluqj,BDR,Sales,1,6,2,4,4,428,0,-68,-262.0,-264.0
Working,Trade Show,005hJPMnhQ0WRyZFX9,BDR,Sales,1,6,2,4,1,60,1,687,116.0,92.0
Nurturing,Trade Show,005iSUGFUqSTcmtbKs,SDR,Sales,1,8,4,4,3,864,0,-39,-846.0,-860.0
Qualified,Inbound,005lFrIUHPTHLXsJgY,BDR,Sales,1,4,3,1,2,660,0,112,-634.0,-664.0
Qualified,Trade Show,005GkgNJqeO2GW2jXH,SDR,Sales,1,5,5,0,2,725,0,752,-624.0,-640.0
Working,Event,005U2hcHrNtlfF5gcz,BDR,Sales,1,1,0,1,1,1201,1,-1172,-1121.0,-1128.0
Open,Partner Referral,005DleKhounx1YJ0rP,BDR,Sales,1,3,1,2,1,689,1,-709,-470.0,-485.0
Open,Inbound,005sj6ewizq0NwPrwm,BDR,Sales,1,5,2,3,3,595,1,933,-396.0,-409.0
Working,Trade Show,005SkyTvnPdXlfxxMu,AE,Sales,1,2,2,0,1,999,0,36,-670.0,-682.0
Working,Web,00536VT96AN7M9vHvw,BDR,Sales,1,1,0,1,0,642,0,254,457.0,445.0
Working,Inbound,005VxJy5mAR2JIiQzL,SDR,Sales,1,4,2,2,1,211,0,-70,182.0,178.0
Qualified,Partner Referral,005qf3JcieWVjwiYd7,BDR,Sales,1,4,1,3,0,254,0,321,438.0,428.0
Open,Outbound,005yopVEVGjrYSQu2q,SDR,Sales,1,2,1,1,0,242,1,908,-241.0,-259.0
Nurturing,Outbound,005hrcAAsV0H3bsIeE,SDR,Sales,1,2,1,1,0,967,1,-583,-267.0,-287.0
Working,Web,005tRa1eePdjJYM6mg,BDR,Sales,1,1,0,1,0,1332,0,112,-678.0,-679.0
Working,Trade Show,005Rxy2aV7ygR0ASuT,BDR,Sales,1,7,3,4,3,480,0,1151,-457.0,-480.0
Qualified,Outbound,005ZgXPYFXOBU7G1tp,BDR,Sales,1,4,2,2,1,527,0,75,-345.0,-366.0
Nurturing,Web,005Iyi4Xhg6R1KQ608,SDR,Sales,1,1,0,1,1,332,1,570,188.0,180.0
Open,Trade Show,005FlqJ6WT9psqZImt,AE,Sales,1,3,1,2,1,1432,1,-1343,-1356.0,-1386.0
Working,Event,0055pWDZRM9H820dFq,SDR,Sales,1,3,2,1,0,1278,0,-928,-1259.0,-1282.0
Working,Partner Referral,0052yGgxi1v4hCqV4x,SDR,Sales,1,2,1,1,0,132,1,1049,9.0,-16.0
Open,Trade Show,005H18uJWTVdyNheWe,BDR,Sales,1,3,2,1,2,78,0,37,105.0,92.0
Qualified,Web,005CS61es1IwtecnA5,SDR,Sales,1,2,1,1,0,68,1,10,362.0,348.0
Qualified,Inbound,005ZgXPYFXOBU7G1tp,BDR,Sales,1,6,4,2,4,171,0,431,-41.0,-71.0
Open,Web,005GkgNJqeO2GW2jXH,SDR,Sales,1,4,3,1,0,1234,0,243,-1037.0,-1057.0
Working,Event,0059UKz8nd1s6XFb2G,BDR,Sales,1,3,2,1,2,1165,0,-751,-989.0,-1002.0
Open,Event,005PkYO2xaCUvet6zY,SDR,Sales,1,5,3,2,0,1284,0,-578,-729.0,-744.0
Nurturing,Outbound,005SkyTvnPdXlfxxMu,AE,Sales,1,3,3,0,1,59,1,976,740.0,716.0
Working,Web,005VLfsfX7zhRzFubF,SDR,Sales,1,2,1,1,0,248,1,549,-70.0,-88.0
Qualified,Outbound,005uK1d6IniB6ZlkqB,SDR,Sales,1,0,0,0,0,1439,1,-1352,,
Working,Event,005U2hcHrNtlfF5gcz,BDR,Sales,1,4,0,4,2,234,1,-205,210.0,187.0
Working,Inbound,005GkgNJqeO2GW2jXH,SDR,Sales,1,1,1,0,0,959,1,518,457.0,434.0
Qualified,Outbound,005udoqsW2EyiZN9b0,BDR,Sales,1,4,3,1,1,49,1,300,333.0,318.0
Nurturing,Event,005YgcwjR0nrnHIGZX,SDR,Sales,1,1,1,0,1,1173,1,370,-219.0,-232.0
Open,Web,005Sq8Z0wjCdFUQUHx,SDR,Sales,1,1,1,0,1,582,1,161,665.0,643.0
Qualified,Inbound,005SHkriY5Z0W9xzJS,BDR,Sales,1,6,4,2,4,514,0,-512,-31.0,-49.0
Working,Partner Referral,005VLfsfX7zhRzFubF,SDR,Sales,1,2,0,2,1,344,1,453,-19.0,-35.0
Qualified,Web,005qhOaTRDj8l4v6Lo,SDR,Sales,1,2,1,1,1,167,1,1139,-50.0,-79.0
Working,Outbound,005XY6JL792Cjz6tvp,BDR,Sales,1,5,1,4,1,1148,1,-374,-403.0,-421.0
Working,Trade Show,005XZUpRP9HBvLfhY6,BDR,Sales,1,4,3,1,1,1134,0,-68,-1134.0,-1164.0
Open,Web,005ygjBY3eCoYXQvBW,SDR,Sales,1,2,2,0,2,264,0,1266,151.0,132.0
Nurturing,Event,00536VT96AN7M9vHvw,BDR,Sales,1,4,2,2,3,141,1,755,24.0,22.0
Nurturing,Inbound,005hJPMnhQ0WRyZFX9,BDR,Sales,1,7,4,3,3,959,0,-212,-940.0,-942.0
Working,Outbound,005T3CcQW30Fc3HxzP,BDR,Sales,1,1,0,1,0,119,1,226,551.0,544.0
Open,Partner Referral,005Zig763saiCy9Xs5,BDR,Sales,1,2,2,0,2,485,0,1094,457.0,444.0
Qualified,Inbound,005qhOaTRDj8l4v6Lo,SDR,Sales,1,3,1,2,2,187,1,1119,-35.0,-49.0
Working,Web,005Tdp9BDe2ZbrGft6,AE,Sales,1,6,4,2,2,842,0,-18,-229.0,-242.0
Open,Trade Show,005rTQ0LB8Z2cjvjPG,BDR,Sales,1,8,2,6,3,735,1,127,-444.0,-472.0
Nurturing,Event,005FmC4bvUmQBFO9r1,BDR,Sales,1,4,2,2,0,788,0,890,-619.0,-623.0
Nurturing,Web,005GkgNJqeO2GW2jXH,SDR,Sales,1,6,3,3,1,210,0,1267,-112.0,-129.0
Nurturing,Event,005sj6ewizq0NwPrwm,BDR,Sales,1,3,2,1,1,668,0,860,-199.0,-226.0
Nurturing,Trade Show,005bo0fFeWaVUqG2KV,SDR,Sales,1,2,0,2,0,934,0,-175,-473.0,-488.0
Working,Inbound,005fDW8pqYyhUsaaJT,SDR,Sales,1,2,1,1,0,962,0,-276,-443.0,-444.0
Working,Web,005zQVR4ms4RjAh8MF,BDR,Sales,1,3,0,3,1,1435,0,-1025,-263.0,-266.0
Qualified,Trade Show,005sW3tnobKnIyN0Nz,SDR,Sales,1,4,3,1,1,722,0,-685,-639.0,-664.0
Open,Trade Show,00566La41L76C1ZyfL,SDR,Sales,1,3,2,1,1,545,0,904,830.0,815.0
Working,Web,005DtIhNjUqehYU9Ld,SDR,Sales,1,2,0,2,1,38,0,969,569.0,558.0
Nurturing,Partner Referral,005XZUpRP9HBvLfhY6,BDR,Sales,1,4,0,4,1,1457,1,-391,-1368.0,-1389.0
Qualified,Partner Referral,005mbGysH2pp4xju3N,SDR,Sales,1,7,2,5,3,127,0,669,-77.0,-94.0
Nurturing,Inbound,00536VT96AN7M9vHvw,BDR,Sales,1,2,1,1,1,955,1,-59,-777.0,-807.0
Qualified,Web,0051FeBviD8WOpEx9p,SDR,Sales,1,1,0,1,0,283,0,-285,1153.0,1145.0
Working,Web,005RMzHVKudpQtLAvV,SDR,Sales,1,2,2,0,2,735,1,800,-459.0,-483.0
Qualified,Outbound,005iRmiKUtSSkR82g5,BDR,Sales,1,0,0,0,0,1047,1,260,,
Nurturing,Event,005GmCcmrt3DPvCZcO,BDR,Sales,1,2,1,1,0,1038,1,-17,-590.0,-600.0
Nurturing,Web,005aABhuRiSBg0srbz,SDR,Sales,1,3,1,2,1,1432,0,-1149,-868.0,-898.0
Nurturing,Inbound,005DJJzk8TFPHjwamm,BDR,Sales,1,3,2,1,1,267,1,1268,15.0,-9.0
Open,Trade Show,005gXBXTL8NV8xfMOI,BDR,Sales,1,1,1,0,0,1270,1,-1037,-1027.0,-1037.0
Working,Web,005xi0Xi0wCwuciNbG,SDR,Sales,1,3,3,0,1,936,1,487,-861.0,-890.0
Nurturing,Partner Referral,005lkDbq9IPSQ2U7zZ,BDR,Sales,1,5,3,2,1,266,0,1085,50.0,38.0
Qualified,Outbound,005DJJzk8TFPHjwamm,BDR,Sales,1,7,5,2,3,1387,1,148,-1368.0,-1383.0
Working,Partner Referral,0058Bwr0RkCwwLehpc,BDR,Sales,1,4,3,1,1,1300,0,-815,-941.0,-953.0
Open,Web,005iSUGFUqSTcmtbKs,SDR,Sales,1,0,0,0,0,33,1,792,,
Qualified,Trade Show,005UyDSWXbJPhakryL,BDR,Sales,1,5,2,3,2,138,1,126,285.0,268.0
Working,Event,005JwwpEL8xofdwkwl,SDR,Sales,1,4,0,4,2,866,0,-31,-432.0,-439.0
Open,Outbound,005dEsDKcaedNVmJU3,SDR,Sales,1,4,0,4,3,424,0,963,-246.0,-251.0
Working,Web,005kYbLfois6p7LjKf,SDR,Sales,1,2,0,2,1,820,1,-313,-471.0,-493.0
Working,Outbound,005FmC4bvUmQBFO9r1,BDR,Sales,1,1,0,1,0,1051,0,627,-484.0,-510.0
Working,Partner Referral,005T3CcQW30Fc3HxzP,BDR,Sales,1,3,2,1,1,364,1,-19,426.0,408.0
Open,Outbound,005sj6ewizq0NwPrwm,BDR,Sales,1,3,1,2,1,1296,0,232,-7.0,-18.0
Qualified,Web,005SW3xD3pVRHzXb4Z,SDR,Sales,1,3,3,0,0,491,0,947,-168.0,-181.0
Open,Trade Show,005JwwpEL8xofdwkwl,SDR,Sales,1,4,1,3,1,1389,1,-554,-987.0,-1012.0
Working,Inbound,005r9q3iIp3WHLiZhI,SDR,Sales,1,4,2,2,1,973,0,433,-934.0,-944.0
Working,Partner Referral,005PcnSwvycOiPT9zy,SDR,Sales,1,3,1,2,0,660,0,216,-493.0,-496.0
Nurturing,Outbound,005hrcAAsV0H3bsIeE,SDR,Sales,1,3,0,3,0,658,0,-274,-372.0,-388.0
Open,Web,005FW7cpQveNM0iR7j,SDR,Sales,1,1,1,0,1,749,0,592,-205.0,-225.0
Qualified,Inbound,005mm9vtHx0K9TGlB7,SDR,Sales,1,5,3,2,0,835,1,-281,-350.0,-373.0
Nurturing,Trade Show,0051FeBviD8WOpEx9p,SDR,Sales,1,2,0,2,0,1384,1,-1386,-1202.0,-1210.0
Open,Outbound,005Rxy2aV7ygR0ASuT,BDR,Sales,1,4,4,0,1,1257,1,374,-1175.0,-1178.0
Nurturing,Trade Show,005FmC4bvUmQBFO9r1,BDR,Sales,1,6,2,4,1,1390,1,288,-1318.0,-1346.0
Open,Web,005kGz3iLXUMdHQq3f,SDR,Sales,1,0,0,0,0,824,1,172,,
Nurturing,Event,005wBTdruibiY0OPdW,AE,Sales,1,2,2,0,1,1171,0,-938,-984.0,-1007.0
Working,Partner Referral,005cVL9DQ83eH0EZfE,AE,Sales,1,5,3,2,0,1067,1,30,-295.0,-311.0
Nurturing,Trade Show,005ROiSKxdkvxxfjgH,AE,Sales,1,3,2,1,0,1384,1,-296,-969.0,-986.0
Qualified,Trade Show,005NhmgMvZSpDy5y9P,BDR,Sales,1,2,1,1,1,470,1,459,292.0,270.0
Nurturing,Event,005zWOoMnQrwuxqr1I,SDR,Sales,1,3,3,0,1,200,1,1002,50.0,22.0
Qualified,Partner Referral,005pCTycClXuIF6SUv,BDR,Sales,1,3,1,2,1,1151,0,-385,-1006.0,-1025.0
Qualified,Trade Show,005OcXZdxrlsgJWBeG,AE,Sales,1,4,0,4,2,1214,1,-693,-473.0,-501.0
Working,Outbound,005XY8kCmJrc8XXcwE,BDR,Sales,1,2,1,1,0,329,0,762,117.0,88.0
Nurturing,Event,005nz6ixedb0ulRU2P,BDR,Sales,1,6,3,3,2,868,1,749,-469.0,-487.0
Open,Outbound,005yopVEVGjrYSQu2q,SDR,Sales,1,7,1,6,2,1064,0,86,-911.0,-913.0
Qualified,Outbound,005XY8kCmJrc8XXcwE,BDR,Sales,1,5,4,1,0,1257,0,-166,-841.0,-858.0
Working,Event,005Ozb2jx0nnrpjBm7,SDR,Sales,1,5,4,1,3,527,0,736,-247.0,-254.0
Open,Event,005EQtkoEfdgXDf2kK,AE,Sales,1,1,0,1,0,857,1,-188,-591.0,-596.0
Open,Web,005ZgXPYFXOBU7G1tp,BDR,Sales,1,3,2,1,0,1017,1,-415,-478.0,-481.0
Working,Outbound,005qhOaTRDj8l4v6Lo,SDR,Sales,1,1,1,0,1,1453,0,-147,-963.0,-979.0
Working,Trade Show,005SHkriY5Z0W9xzJS,BDR,Sales,1,1,1,0,0,171,1,-169,1046.0,1023.0
Qualified,Partner Referral,0058Bwr0RkCwwLehpc,BDR,Sales,1,6,2,4,1,478,0,7,-472.0,-501.0
Open,Partner Referral,005zWOoMnQrwuxqr1I,SDR,Sales,1,2,2,0,1,863,1,339,-887.0,-888.0
Working,Partner Referral,005mzHykyCWibqXEgp,BDR,Sales,1,2,2,0,0,318,1,296,120.0,98.0
Nurturing,Outbound,00517kC03BFC8pxkQp,AE,Sales,1,3,0,3,1,399,0,-52,-152.0,-173.0
Qualified,Event,005wBTdruibiY0OPdW,AE,Sales,1,1,1,0,1,1399,0,-1166,-578.0,-585.0
Open,Outbound,005GkgNJqeO2GW2jXH,SDR,Sales,1,4,4,0,2,1089,0,388,-1055.0,-1062.0
Qualified,Inbound,005kGz3iLXUMdHQq3f,SDR,Sales,1,6,2,4,2,38,1,958,203.0,178.0
Qualified,Partner Referral,005a88RCsXNcc8P2XG,BDR,Sales,1,10,4,6,3,1103,1,217,-1102.0,-1118.0
Working,Outbound,005CS61es1IwtecnA5,SDR,Sales,1,2,0,2,1,335,0,-257,169.0,158.0
Working,Inbound,005HAD1xOIM0ZXro8p,SDR,Sales,1,3,1,2,2,31,0,57,743.0,740.0
Qualified,Outbound,005VLfsfX7zhRzFubF,SDR,Sales,1,5,2,3,3,1395,1,-598,-1157.0,-1159.0
Open,Inbound,005gXBXTL8NV8xfMOI,BDR,Sales,1,1,1,0,1,1301,1,-1068,-618.0,-623.0
Qualified,Inbound,005SzPtEFRJYtyoJvY,BDR,Sales,1,3,2,1,2,1257,0,-693,-698.0,-712.0
Working,Web,005qf3JcieWVjwiYd7,BDR,Sales,1,5,2,3,2,1025,0,-450,-749.0,-770.0
Working,Event,005eDoAsKFf2bpyVk2,BDR,Sales,1,4,4,0,2,1290,1,-1179,-1167.0,-1193.0
Qualified,Inbound,005hrcAAsV0H3bsIeE,SDR,Sales,1,3,0,3,2,1308,1,-924,-716.0,-744.0
Open,Outbound,005zWOoMnQrwuxqr1I,SDR,Sales,1,5,3,2,1,279,1,923,-257.0,-260.0
Working,Event,005mm9vtHx0K9TGlB7,SDR,Sales,1,3,2,1,0,875,0,-321,-577.0,-587.0
Nurturing,Outbound,005f9kyPUYR0yZXH7k,SDR,Sales,1,3,1,2,1,489,1,-164,485.0,472.0
Nurturing,Event,005vvizm5OfORbfBYV,SDR,Sales,1,4,2,2,1,829,0,456,-764.0,-793.0
Open,Inbound,005F4DJKwnDrFRcqbf,BDR,Sales,1,4,3,1,1,386,1,773,133.0,117.0
Open,Event,005g4fdGzuew1U6NXU,SDR,Sales,1,4,0,4,1,349,0,414,-344.0,-351.0
Nurturing,Partner Referral,005COStSs3dErO7Qyy,AE,Sales,1,5,4,1,2,1135,1,61,-964.0,-972.0
Qualified,Partner Referral,005GkgNJqeO2GW2jXH,SDR,Sales,1,4,0,4,1,1089,0,388,-663.0,-682.0
Nurturing,Inbound,005ZRAk3rxvD6mvf15,BDR,Sales,1,2,0,2,0,538,1,-36,46.0,33.0
Qualified,Partner Referral,005HAD1xOIM0ZXro8p,SDR,Sales,1,0,0,0,0,74,1,14,,
Open,Partner Referral,005EF1FFbGvvXzIjDl,SDR,Sales,1,6,2,4,2,682,0,384,-496.0,-526.0
Open,Trade Show,005bBd6E3UkbkZtoaS,AE,Sales,1,2,1,1,2,1252,0,-1101,-1091.0,-1116.0
Qualified,Trade Show,005hJPMnhQ0WRyZFX9,BDR,Sales,1,5,4,1,1,822,0,-75,-649.0,-655.0
Open,Web,005vvizm5OfORbfBYV,SDR,Sales,1,5,3,2,1,123,1,1162,397.0,388.0
Qualified,Web,005M1BnJPIeqHk8Nds,SDR,Sales,1,2,1,1,0,783,1,-343,-380.0,-385.0
Open,Web,005XY6JL792Cjz6tvp,BDR,Sales,1,3,1,2,2,359,1,415,-112.0,-132.0
Nurturing,Web,005ZRAk3rxvD6mvf15,BDR,Sales,1,1,1,0,1,186,0,316,1163.0,1139.0
Qualified,Partner Referral,005SbAnWPkaLqqFhXE,AE,Sales,1,2,1,1,0,1286,1,-293,-1251.0,-1275.0
Open,Trade Show,005scUETCztHB2VpGr,SDR,Sales,1,5,3,2,2,759,0,795,-606.0,-614.0
Nurturing,Trade Show,0059wya6DR3pIs3IPJ,AE,Sales,1,4,2,2,1,1376,1,-4,-293.0,-297.0
Working,Event,005VxJy5mAR2JIiQzL,SDR,Sales,1,2,0,2,0,1054,1,-913,-390.0,-391.0
Nurturing,Inbound,005mzHykyCWibqXEgp,BDR,Sales,1,3,0,3,1,315,1,299,372.0,365.0
Qualified,Inbound,005M5xWWu90p0JPGJQ,BDR,Sales,1,4,0,4,2,215,0,105,-76.0,-79.0
Working,Outbound,005dKuyWKIuifL64ip,BDR,Sales,1,5,3,2,1,66,0,-30,158.0,132.0
Open,Trade Show,005qhOaTRDj8l4v6Lo,SDR,Sales,1,3,2,1,1,117,1,1189,300.0,278.0
Open,Event,0054cPwdknqYVBf2UL,BDR,Sales,1,4,2,2,4,1097,1,-183,-502.0,-504.0
Working,Partner Referral,005SkyTvnPdXlfxxMu,AE,Sales,1,6,2,4,0,1187,1,-152,-1168.0,-1182.0
Nurturing,Partner Referral,005Fg6NzJiUZlow1pr,BDR,Sales,1,4,3,1,1,1286,0,-53,-1200.0,-1204.0
Qualified,Inbound,005U2hcHrNtlfF5gcz,BDR,Sales,1,5,3,2,3,1016,0,-987,-768.0,-795.0
Nurturing,Inbound,005PuqoGxlvwVICWiV,BDR,Sales,1,5,3,2,0,1219,1,363,-944.0,-952.0
Working,Trade Show,005Cu36WnbRoy8DEqo,SDR,Sales,1,2,1,1,1,582,1,165,-544.0,-565.0
Qualified,Partner Referral,005SkyTvnPdXlfxxMu,AE,Sales,1,4,4,0,3,1047,1,-12,-1036.0,-1051.0
Open,Partner Referral,005PuqoGxlvwVICWiV,BDR,Sales,1,2,0,2,2,211,1,1371,971.0,947.0
Open,Partner Referral,005fDW8pqYyhUsaaJT,SDR,Sales,1,4,2,2,1,85,0,601,14.0,9.0
Qualified,Partner Referral,005ZhFZ3TvVOVxKEgo,SDR,Sales,1,3,0,3,1,636,1,-487,16.0,13.0
Working,Partner Referral,005UyDSWXbJPhakryL,BDR,Sales,1,4,1,3,2,841,1,-577,-488.0,-495.0
Nurturing,Outbound,005IeU7PAQYPcwR9VT,AE,Sales,1,6,4,2,2,573,1,535,-520.0,-548.0
Nurturing,Inbound,005aV0dZauGUbUqQX9,SDR,Sales,1,4,4,0,2,887,0,-659,139.0,119.0
Working,Trade Show,005uzGGUX4TIYx0w3I,AE,Sales,1,6,1,5,0,1378,1,-149,-1051.0,-1068.0
Qualified,Partner Referral,005tRa1eePdjJYM6mg,BDR,Sales,1,4,2,2,1,745,0,699,-664.0,-680.0
Qualified,Inbound,005f9kyPUYR0yZXH7k,SDR,Sales,1,0,0,0,0,1451,0,-1126,,
Qualified,Event,005M1BnJPIeqHk8Nds,SDR,Sales,1,2,2,0,0,905,0,-465,67.0,48.0
Nurturing,Outbound,005voBFvhNYadVKXTu,BDR,Sales,1,0,0,0,0,58,1,522,,
Nurturing,Outbound,005iRmiKUtSSkR82g5,BDR,Sales,1,0,0,0,0,265,1,1042,,
Working,Outbound,005qhOaTRDj8l4v6Lo,SDR,Sales,1,5,2,3,0,1025,0,281,-908.0,-926.0
Working,Event,005EF1FFbGvvXzIjDl,SDR,Sales,1,7,5,2,3,1160,1,-94,-901.0,-929.0
Qualified,Event,005irLwe9xEBlEAQNC,SDR,Sales,1,2,0,2,1,869,0,-830,-511.0,-524.0
Qualified,Outbound,00569YZ8tMEls1oPGs,SDR,Sales,1,2,1,1,0,822,0,676,-559.0,-567.0
Qualified,Partner Referral,005GITA8ZV1nYz3VcV,BDR,Sales,1,4,1,3,1,864,1,-67,-854.0,-859.0
