status,lead_source,lead_owner_id,owner_role,task_count,open_task_count,closed_task_count,high_priority_task_count,lead_age_days,owner_tenure_days,days_since_last_task_created,days_since_last_task_activity,open_task_ratio,closed_task_ratio,high_priority_task_ratio,task_velocity,high_priority_velocity,task_count_per_owner_day,task_activity_recency_score,task_created_recency_score,lead_age_bucket,task_count_bucket,lead_is_converted
Working,Trade Show,005YpyV0Iqs18vr6hF,AE,4,2,2,0,86,1153,61.0,58.0,0.5,0.5,0.0,0.0459770114942528,0.0,0.0034662045060658,0.01694915254237288,0.016129032258064516,31_90,3_5,0
Open,Outbound,005PcnSwvycOiPT9zy,SDR,5,2,3,3,863,13,0.0,0.0,0.4,0.6,0.6,0.005787037037037,0.0034722222222222,0.3571428571428571,1.0,1.0,730_plus,3_5,1
Qualified,Event,005RYrmmC3EMzwluqj,BDR,2,0,2,2,788,-428,312.0,293.0,0.0,1.0,1.0,0.0025348542458808,0.0025348542458808,-0.0046838407494145,0.003401360544217687,0.003194888178913738,730_plus,1_2,0
Qualified,Outbound,005XY8kCmJrc8XXcwE,BDR,5,3,2,3,534,557,0.0,0.0,0.6,0.4,0.6,0.0093457943925233,0.005607476635514,0.0089605734767025,1.0,1.0,366_730,3_5,1
Working,Event,005fDW8pqYyhUsaaJT,SDR,2,1,1,2,570,116,0.0,0.0,0.5,0.5,1.0,0.0035026269702276,0.0035026269702276,0.017094017094017,1.0,1.0,366_730,1_2,1
Working,Partner Referral,005N1Jj8umhbHxSPTH,SDR,1,0,1,1,549,-536,43.0,15.0,0.0,1.0,1.0,0.0018181818181818,0.0018181818181818,-0.0018691588785046,0.0625,0.022727272727272728,366_730,1_2,1
Open,Web,005UyDSWXbJPhakryL,BDR,3,1,2,2,226,38,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.013215859030837,0.0088105726872246,0.0769230769230769,1.0,1.0,181_365,3_5,0
Working,Trade Show,005gYdlj9yv5Cc6zkp,BDR,5,3,2,2,845,-544,0.0,0.0,0.6,0.4,0.4,0.0059101654846335,0.0023640661938534,-0.009208103130755,1.0,1.0,730_plus,3_5,1
Qualified,Inbound,005FA8TcXwRGIFLbcj,SDR,4,1,3,0,724,328,0.0,0.0,0.25,0.75,0.0,0.0055172413793103,0.0,0.0121580547112462,1.0,1.0,366_730,3_5,0
Qualified,Event,005zvrK8BJ2mrycCIE,AE,4,1,3,1,411,-12,0.0,0.0,0.25,0.75,0.25,0.0097087378640776,0.0024271844660194,-0.3636363636363636,1.0,1.0,366_730,3_5,1
Nurturing,Inbound,005lwhmSG1MSOXLTAt,SDR,2,1,1,1,1256,-247,0.0,0.0,0.5,0.5,0.5,0.0015910898965791,0.0007955449482895,-0.008130081300813,1.0,1.0,730_plus,1_2,0
Open,Outbound,005eP2OT2tJzd6Dja9,BDR,6,3,3,3,521,248,0.0,0.0,0.5,0.5,0.5,0.0114942528735632,0.0057471264367816,0.0240963855421686,1.0,1.0,366_730,6_10,1
Qualified,Trade Show,005ponU3oUJcEecoTy,AE,5,2,3,1,1135,-657,0.0,0.0,0.4,0.6,0.2,0.0044014084507042,0.0008802816901408,-0.0076219512195121,1.0,1.0,730_plus,3_5,0
Nurturing,Partner Referral,005f9kyPUYR0yZXH7k,SDR,2,0,2,0,552,-227,0.0,0.0,0.0,1.0,0.0,0.0036166365280289,0.0,-0.0088495575221238,1.0,1.0,366_730,1_2,1
Open,Outbound,005NhmgMvZSpDy5y9P,BDR,5,1,4,2,375,554,0.0,0.0,0.2,0.8,0.4,0.0132978723404255,0.0053191489361702,0.009009009009009,1.0,1.0,366_730,3_5,0
Nurturing,Web,005chtXE6kHD1j5gMk,BDR,0,0,0,0,998,17,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730_plus,0,1
Nurturing,Outbound,005g4fdGzuew1U6NXU,SDR,2,0,2,0,999,-236,0.0,0.0,0.0,1.0,0.0,0.002,0.0,-0.0085106382978723,1.0,1.0,730_plus,1_2,1
Qualified,Inbound,0052yGgxi1v4hCqV4x,SDR,4,0,4,1,429,752,0.0,0.0,0.0,1.0,0.25,0.0093023255813953,0.0023255813953488,0.0053120849933598,1.0,1.0,366_730,3_5,1
Qualified,Event,005Cu36WnbRoy8DEqo,SDR,1,1,0,0,62,685,869.0,846.0,1.0,0.0,0.0,0.0158730158730158,0.0,0.0014577259475218,0.0011806375442739079,0.0011494252873563218,31_90,1_2,0
Qualified,Inbound,005H18uJWTVdyNheWe,BDR,1,1,0,0,1014,-899,134.0,128.0,1.0,0.0,0.0,0.0009852216748768,0.0,-0.0011135857461024,0.007751937984496124,0.007407407407407408,730_plus,1_2,1
Qualified,Partner Referral,005fDW8pqYyhUsaaJT,SDR,3,2,1,1,1101,-415,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0027223230490018,0.0009074410163339,-0.0072463768115942,1.0,1.0,730_plus,3_5,1
Qualified,Partner Referral,005Rxy2aV7ygR0ASuT,BDR,6,3,3,1,827,804,0.0,0.0,0.5,0.5,0.1666666666666666,0.0072463768115942,0.001207729468599,0.0074534161490683,1.0,1.0,730_plus,6_10,0
Open,Inbound,005xG5kruHOvgAC23A,BDR,3,2,1,2,1298,-882,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0023094688221709,0.0015396458814472,-0.003405221339387,1.0,1.0,730_plus,3_5,0
Nurturing,Outbound,005lECbWsEiD75E7eC,SDR,2,1,1,1,1233,-730,0.0,0.0,0.5,0.5,0.5,0.0016207455429497,0.0008103727714748,-0.0027434842249657,1.0,1.0,730_plus,1_2,0
Nurturing,Trade Show,005O8TxStNstfUeWj7,BDR,5,2,3,3,1171,373,0.0,0.0,0.4,0.6,0.6,0.0042662116040955,0.0025597269624573,0.0133689839572192,1.0,1.0,730_plus,3_5,0
Working,Partner Referral,005Fg6NzJiUZlow1pr,BDR,4,2,2,1,480,753,0.0,0.0,0.5,0.5,0.25,0.0083160083160083,0.002079002079002,0.0053050397877984,1.0,1.0,366_730,3_5,0
Open,Trade Show,005IAWyyPlUBLQDIva,SDR,3,0,3,0,518,475,0.0,0.0,0.0,1.0,0.0,0.0057803468208092,0.0,0.0063025210084033,1.0,1.0,366_730,3_5,0
Open,Partner Referral,005IAWyyPlUBLQDIva,SDR,2,0,2,0,485,508,0.0,0.0,0.0,1.0,0.0,0.0041152263374485,0.0,0.0039292730844793,1.0,1.0,366_730,1_2,1
Open,Trade Show,005H18uJWTVdyNheWe,BDR,0,0,0,0,0,115,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0_30,0,0
Open,Event,005bBd6E3UkbkZtoaS,AE,3,1,2,1,620,-469,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0048309178743961,0.001610305958132,-0.0064102564102564,1.0,1.0,366_730,3_5,0
Nurturing,Web,005EecxXglGcgO8nCu,AE,2,1,1,1,752,768,0.0,0.0,0.5,0.5,0.5,0.0026560424966799,0.0013280212483399,0.0026007802340702,1.0,1.0,730_plus,1_2,0
Open,Outbound,005tcchhnKXX6SYaxV,SDR,3,2,1,2,1250,56,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0023980815347721,0.0015987210231814,0.0526315789473684,1.0,1.0,730_plus,3_5,0
Qualified,Trade Show,005A7aBOiWo1s4A8VA,BDR,4,3,1,2,1232,238,0.0,0.0,0.75,0.25,0.5,0.0032441200324412,0.0016220600162206,0.0167364016736401,1.0,1.0,730_plus,3_5,0
Open,Trade Show,00536VT96AN7M9vHvw,BDR,5,1,4,3,401,495,0.0,0.0,0.2,0.8,0.6,0.0124378109452736,0.0074626865671641,0.0100806451612903,1.0,1.0,366_730,3_5,1
Nurturing,Outbound,005RMzHVKudpQtLAvV,SDR,7,5,2,2,901,634,0.0,0.0,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.007760532150776,0.0022172949002217,0.011023622047244,1.0,1.0,730_plus,6_10,1
Working,Outbound,005uJa3pJEeyQVnsZp,BDR,5,2,3,3,723,-643,0.0,0.0,0.4,0.6,0.6,0.0069060773480662,0.0041436464088397,-0.0077881619937694,1.0,1.0,366_730,3_5,0
Qualified,Trade Show,005FA8TcXwRGIFLbcj,SDR,4,2,2,0,1006,46,0.0,0.0,0.5,0.5,0.0,0.0039721946375372,0.0,0.0851063829787234,1.0,1.0,730_plus,3_5,0
Nurturing,Outbound,005pCTycClXuIF6SUv,BDR,8,6,2,3,215,551,0.0,0.0,0.75,0.25,0.375,0.037037037037037,0.0138888888888888,0.0144927536231884,1.0,1.0,181_365,6_10,1
Working,Inbound,005SHkriY5Z0W9xzJS,BDR,2,0,2,0,1409,-1407,0.0,0.0,0.0,1.0,0.0,0.001418439716312,0.0,-0.0014224751066856,1.0,1.0,730_plus,1_2,0
Open,Inbound,005Xq8vs8ialvuJ4ap,SDR,4,2,2,2,737,-619,0.0,0.0,0.5,0.5,0.5,0.005420054200542,0.002710027100271,-0.0064724919093851,1.0,1.0,730_plus,3_5,1
Qualified,Web,005ZmDANT8NxIwQSUH,BDR,3,2,1,3,1387,-1456,0.0,0.0,0.6666666666666666,0.3333333333333333,1.0,0.0021613832853025,0.0021613832853025,-0.002061855670103,1.0,1.0,730_plus,3_5,1
Open,Partner Referral,005zQVR4ms4RjAh8MF,BDR,5,3,2,3,48,362,539.0,531.0,0.6,0.4,0.6,0.1020408163265306,0.0612244897959183,0.0137741046831955,0.0018796992481203006,0.001851851851851852,31_90,3_5,1
Working,Trade Show,005UyDSWXbJPhakryL,BDR,4,2,2,1,82,182,593.0,573.0,0.5,0.5,0.25,0.0481927710843373,0.0120481927710843,0.0218579234972677,0.0017421602787456446,0.0016835016835016834,31_90,3_5,0
Nurturing,Trade Show,005FmC4bvUmQBFO9r1,BDR,3,1,2,0,1069,609,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.002803738317757,0.0,0.0049180327868852,1.0,1.0,730_plus,3_5,1
Open,Web,005udoqsW2EyiZN9b0,BDR,2,2,0,0,784,-435,47.0,38.0,1.0,0.0,0.0,0.0025477707006369,0.0,-0.0046082949308755,0.02564102564102564,0.020833333333333332,730_plus,1_2,0
Nurturing,Trade Show,005PhLjKVjb9dOzZoL,AE,1,1,0,0,1395,-1098,0.0,0.0,1.0,0.0,0.0,0.0007163323782234,0.0,-0.0009115770282588,1.0,1.0,730_plus,1_2,1
Qualified,Partner Referral,005U2hcHrNtlfF5gcz,BDR,6,1,5,1,1134,-1105,0.0,0.0,0.1666666666666666,0.8333333333333334,0.1666666666666666,0.0052863436123348,0.0008810572687224,-0.0054347826086956,1.0,1.0,730_plus,6_10,1
Working,Web,005Fg6NzJiUZlow1pr,BDR,2,1,1,2,1135,98,0.0,0.0,0.5,0.5,1.0,0.0017605633802816,0.0017605633802816,0.0202020202020202,1.0,1.0,730_plus,1_2,0
Nurturing,Web,005sW3tnobKnIyN0Nz,SDR,1,0,1,0,1267,-1230,0.0,0.0,0.0,1.0,0.0,0.000788643533123,0.0,-0.000813669650122,1.0,1.0,730_plus,1_2,1
Open,Inbound,005chtXE6kHD1j5gMk,BDR,2,0,2,1,45,970,645.0,633.0,0.0,1.0,0.5,0.0434782608695652,0.0217391304347826,0.0020597322348094,0.0015772870662460567,0.0015479876160990713,31_90,1_2,0
Nurturing,Inbound,005B24wkYeA8WTwY25,AE,7,3,4,4,544,1083,0.0,0.0,0.4285714285714285,0.5714285714285714,0.5714285714285714,0.0128440366972477,0.0073394495412844,0.0064575645756457,1.0,1.0,366_730,6_10,1
Nurturing,Trade Show,005U1cnD3W8AfIM0Y9,BDR,3,2,1,1,356,710,316.0,315.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0084033613445378,0.0028011204481792,0.0042194092827004,0.0031645569620253164,0.0031545741324921135,181_365,3_5,0
Qualified,Event,005bRaTeyEXQ8Puofm,BDR,4,3,1,3,1136,42,0.0,0.0,0.75,0.25,0.75,0.0035180299032541,0.0026385224274406,0.0930232558139534,1.0,1.0,730_plus,3_5,0
Working,Outbound,005HAD1xOIM0ZXro8p,SDR,1,0,1,0,750,-662,484.0,473.0,0.0,1.0,0.0,0.0013315579227696,0.0,-0.0015128593040847,0.002109704641350211,0.002061855670103093,730_plus,1_2,1
Qualified,Partner Referral,005PuqoGxlvwVICWiV,BDR,7,4,3,1,76,1506,0.0,0.0,0.5714285714285714,0.4285714285714285,0.1428571428571428,0.0909090909090909,0.0129870129870129,0.0046449900464499,1.0,1.0,31_90,6_10,0
Open,Inbound,0053OvJBQj7lluaSJM,SDR,2,2,0,1,122,469,1007.0,982.0,1.0,0.0,0.5,0.016260162601626,0.008130081300813,0.0042553191489361,0.001017293997965412,0.000992063492063492,91_180,1_2,1
Open,Inbound,005yopVEVGjrYSQu2q,SDR,4,3,1,2,13,1137,29.0,6.0,0.75,0.25,0.5,0.2857142857142857,0.1428571428571428,0.0035149384885764,0.14285714285714285,0.03333333333333333,0_30,3_5,0
Nurturing,Outbound,0053OvJBQj7lluaSJM,SDR,3,3,0,1,682,-91,0.0,0.0,1.0,0.0,0.3333333333333333,0.0043923865300146,0.0014641288433382,-0.0333333333333333,1.0,1.0,366_730,3_5,1
Open,Web,005FA8TcXwRGIFLbcj,SDR,1,0,1,1,195,857,1215.0,1201.0,0.0,1.0,1.0,0.0051020408163265,0.0051020408163265,0.0011655011655011,0.0008319467554076539,0.0008223684210526315,181_365,1_2,0
Qualified,Outbound,005q3idaDMhXnwfocw,AE,4,2,2,0,710,-689,0.0,0.0,0.5,0.5,0.0,0.0056258790436005,0.0,-0.005813953488372,1.0,1.0,366_730,3_5,0
Open,Web,005ZmDANT8NxIwQSUH,BDR,3,3,0,0,42,-111,176.0,161.0,1.0,0.0,0.0,0.0697674418604651,0.0,-0.0272727272727272,0.006172839506172839,0.005649717514124294,31_90,3_5,0
Qualified,Outbound,005FA8TcXwRGIFLbcj,SDR,2,1,1,2,236,816,237.0,217.0,0.5,0.5,1.0,0.0084388185654008,0.0084388185654008,0.0024479804161566,0.0045871559633027525,0.004201680672268907,181_365,1_2,1
Open,Partner Referral,005qf3JcieWVjwiYd7,BDR,3,1,2,0,254,321,117.0,91.0,0.3333333333333333,0.6666666666666666,0.0,0.0117647058823529,0.0,0.0093167701863354,0.010869565217391304,0.00847457627118644,181_365,3_5,1
Working,Trade Show,005uJa3pJEeyQVnsZp,BDR,5,4,1,3,99,-19,0.0,0.0,0.8,0.2,0.6,0.05,0.03,-0.2777777777777778,1.0,1.0,91_180,3_5,0
Qualified,Partner Referral,005gvRs74Xd8fUlA3x,BDR,2,1,1,1,627,1023,269.0,252.0,0.5,0.5,0.5,0.0031847133757961,0.001592356687898,0.001953125,0.003952569169960474,0.003703703703703704,366_730,1_2,1
Open,Outbound,005A7aBOiWo1s4A8VA,BDR,3,1,2,0,1305,165,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0022970903522205,0.0,0.0180722891566265,1.0,1.0,730_plus,3_5,0
Nurturing,Event,005irLwe9xEBlEAQNC,SDR,3,1,2,2,134,-95,165.0,161.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0222222222222222,0.0148148148148148,-0.0319148936170212,0.006172839506172839,0.006024096385542169,91_180,3_5,0
Qualified,Partner Referral,005dKuyWKIuifL64ip,BDR,4,3,1,2,774,-738,0.0,0.0,0.75,0.25,0.5,0.0051612903225806,0.0025806451612903,-0.005427408412483,1.0,1.0,730_plus,3_5,1
Open,Inbound,005udoqsW2EyiZN9b0,BDR,1,1,0,1,1196,-847,0.0,0.0,1.0,0.0,1.0,0.0008354218880534,0.0008354218880534,-0.0011820330969267,1.0,1.0,730_plus,1_2,1
Open,Inbound,005KXIvx3Ru4Hx5BVz,SDR,3,1,2,2,953,-158,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0031446540880503,0.0020964360587002,-0.019108280254777,1.0,1.0,730_plus,3_5,1
Qualified,Trade Show,005ATkmG7VSdpihf48,SDR,2,0,2,1,1131,-941,0.0,0.0,0.0,1.0,0.5,0.0017667844522968,0.0008833922261484,-0.002127659574468,1.0,1.0,730_plus,1_2,1
Nurturing,Web,0051FeBviD8WOpEx9p,SDR,5,2,3,2,156,-158,323.0,294.0,0.4,0.6,0.4,0.0318471337579617,0.0127388535031847,-0.0318471337579617,0.003389830508474576,0.0030864197530864196,91_180,3_5,1
Open,Outbound,005GBFWjFmmyU3YASa,BDR,6,2,4,0,895,-185,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0066964285714285,0.0,-0.0326086956521739,1.0,1.0,730_plus,6_10,1
Working,Outbound,005iSUGFUqSTcmtbKs,SDR,2,1,1,0,491,334,0.0,0.0,0.5,0.5,0.0,0.0040650406504065,0.0,0.0059701492537313,1.0,1.0,366_730,1_2,0
Nurturing,Web,005sbu92PDPF7bHdnm,BDR,2,0,2,0,820,-792,0.0,0.0,0.0,1.0,0.0,0.002436053593179,0.0,-0.0025284450063211,1.0,1.0,730_plus,1_2,1
Open,Outbound,005U1cnD3W8AfIM0Y9,BDR,2,0,2,0,927,139,0.0,0.0,0.0,1.0,0.0,0.0021551724137931,0.0,0.0142857142857142,1.0,1.0,730_plus,1_2,1
Working,Web,005ZhFZ3TvVOVxKEgo,SDR,5,2,3,1,761,-612,0.0,0.0,0.4,0.6,0.2,0.0065616797900262,0.0013123359580052,-0.0081833060556464,1.0,1.0,730_plus,3_5,1
Working,Outbound,005JwwpEL8xofdwkwl,SDR,5,5,0,0,35,800,27.0,17.0,1.0,0.0,0.0,0.1388888888888889,0.0,0.0062421972534332,0.05555555555555555,0.03571428571428571,31_90,3_5,1
Nurturing,Trade Show,005qhOaTRDj8l4v6Lo,SDR,5,3,2,0,872,434,0.0,0.0,0.6,0.4,0.0,0.0057273768613974,0.0,0.0114942528735632,1.0,1.0,730_plus,3_5,0
Working,Event,005aABhuRiSBg0srbz,SDR,9,6,3,3,228,55,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0393013100436681,0.0131004366812227,0.1607142857142857,1.0,1.0,181_365,6_10,1
Qualified,Partner Referral,005yopVEVGjrYSQu2q,SDR,2,1,1,0,173,977,977.0,948.0,0.5,0.5,0.0,0.0114942528735632,0.0,0.0020449897750511,0.001053740779768177,0.0010224948875255625,91_180,1_2,0
Nurturing,Trade Show,0055pWDZRM9H820dFq,SDR,5,2,3,2,439,-89,0.0,0.0,0.4,0.6,0.4,0.0113636363636363,0.0045454545454545,-0.0568181818181818,1.0,1.0,366_730,3_5,0
Nurturing,Inbound,005gYdlj9yv5Cc6zkp,BDR,3,0,3,0,367,-66,0.0,0.0,0.0,1.0,0.0,0.0081521739130434,0.0,-0.0461538461538461,1.0,1.0,366_730,3_5,0
Open,Web,0055zd5SriKEc8WlTo,SDR,4,4,0,4,800,-16,0.0,0.0,1.0,0.0,1.0,0.0049937578027465,0.0049937578027465,-0.2666666666666666,1.0,1.0,730_plus,3_5,1
Working,Outbound,005sj6ewizq0NwPrwm,BDR,1,0,1,0,854,674,0.0,0.0,0.0,1.0,0.0,0.0011695906432748,0.0,0.0014814814814814,1.0,1.0,730_plus,1_2,0
Nurturing,Event,005B24wkYeA8WTwY25,AE,3,1,2,1,1224,403,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0024489795918367,0.0008163265306122,0.0074257425742574,1.0,1.0,730_plus,3_5,1
Nurturing,Inbound,005r9q3iIp3WHLiZhI,SDR,5,1,4,1,859,547,0.0,0.0,0.2,0.8,0.2,0.005813953488372,0.0011627906976744,0.0091240875912408,1.0,1.0,730_plus,3_5,1
Nurturing,Web,0055j5PkhKrYKIRTRf,AE,3,0,3,1,1027,-813,0.0,0.0,0.0,1.0,0.3333333333333333,0.0029182879377431,0.0009727626459143,-0.0036945812807881,1.0,1.0,730_plus,3_5,0
Working,Trade Show,005ZgXPYFXOBU7G1tp,BDR,4,0,4,1,1134,-532,0.0,0.0,0.0,1.0,0.25,0.0035242290748898,0.0008810572687224,-0.007532956685499,1.0,1.0,730_plus,3_5,1
Nurturing,Web,005JwwpEL8xofdwkwl,SDR,5,1,4,1,84,751,318.0,289.0,0.2,0.8,0.2,0.0588235294117647,0.0117647058823529,0.0066489361702127,0.0034482758620689655,0.003134796238244514,31_90,3_5,1
Working,Trade Show,0055j5PkhKrYKIRTRf,AE,1,1,0,0,1195,-981,271.0,251.0,1.0,0.0,0.0,0.0008361204013377,0.0,-0.0010204081632653,0.003968253968253968,0.003676470588235294,730_plus,1_2,1
Nurturing,Partner Referral,005tcchhnKXX6SYaxV,SDR,4,2,2,1,1193,113,0.0,0.0,0.5,0.5,0.25,0.0033500837520938,0.0008375209380234,0.0350877192982456,1.0,1.0,730_plus,3_5,1
Open,Partner Referral,005A7aBOiWo1s4A8VA,BDR,5,3,2,1,557,913,0.0,0.0,0.6,0.4,0.2,0.0089605734767025,0.0017921146953405,0.0054704595185995,1.0,1.0,366_730,3_5,1
Qualified,Outbound,005TqlXejhWbvjVWsd,AE,6,3,3,2,350,120,0.0,0.0,0.5,0.5,0.3333333333333333,0.017094017094017,0.0056980056980056,0.0495867768595041,1.0,1.0,181_365,6_10,1
Nurturing,Outbound,005xi0Xi0wCwuciNbG,SDR,5,3,2,2,1094,329,0.0,0.0,0.6,0.4,0.4,0.0045662100456621,0.0018264840182648,0.0151515151515151,1.0,1.0,730_plus,3_5,0
Qualified,Outbound,0058Bwr0RkCwwLehpc,BDR,5,2,3,0,1357,-872,0.0,0.0,0.4,0.6,0.0,0.003681885125184,0.0,-0.0057405281285878,1.0,1.0,730_plus,3_5,1
Working,Trade Show,005lkDbq9IPSQ2U7zZ,BDR,1,1,0,0,848,503,334.0,322.0,1.0,0.0,0.0,0.0011778563015312,0.0,0.0019841269841269,0.0030959752321981426,0.0029850746268656717,730_plus,1_2,0
Nurturing,Outbound,005oy1dBH72KcdA9bM,SDR,2,1,1,2,222,1104,0.0,0.0,0.5,0.5,1.0,0.0089686098654708,0.0089686098654708,0.0018099547511312,1.0,1.0,181_365,1_2,1
Working,Outbound,005xG5kruHOvgAC23A,BDR,3,1,2,2,255,161,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.01171875,0.0078125,0.0185185185185185,1.0,1.0,181_365,3_5,1
Working,Event,005XY8kCmJrc8XXcwE,BDR,4,2,2,3,994,97,0.0,0.0,0.5,0.5,0.75,0.0040201005025125,0.0030150753768844,0.0408163265306122,1.0,1.0,730_plus,3_5,1
Nurturing,Partner Referral,005I4QuXwZXCZDkjMX,AE,3,2,1,0,912,137,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0032858707557502,0.0,0.0217391304347826,1.0,1.0,730_plus,3_5,1
Open,Web,005Sq8Z0wjCdFUQUHx,SDR,3,1,2,2,884,-141,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0033898305084745,0.0022598870056497,-0.0214285714285714,1.0,1.0,730_plus,3_5,0
Working,Partner Referral,0053OvJBQj7lluaSJM,SDR,6,1,5,2,433,158,0.0,0.0,0.1666666666666666,0.8333333333333334,0.3333333333333333,0.0138248847926267,0.0046082949308755,0.0377358490566037,1.0,1.0,366_730,6_10,0
Open,Web,005Sq8Z0wjCdFUQUHx,SDR,4,2,2,0,435,308,0.0,0.0,0.5,0.5,0.0,0.0091743119266055,0.0,0.0129449838187702,1.0,1.0,366_730,3_5,1
Open,Web,005KXIvx3Ru4Hx5BVz,SDR,4,1,3,1,448,347,186.0,185.0,0.25,0.75,0.25,0.0089086859688195,0.0022271714922048,0.0114942528735632,0.005376344086021506,0.0053475935828877,366_730,3_5,0
Nurturing,Partner Referral,005dKuyWKIuifL64ip,BDR,3,1,2,2,1198,-1162,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0025020850708924,0.0016680567139282,-0.0025839793281653,1.0,1.0,730_plus,3_5,0
Working,Event,005oy1dBH72KcdA9bM,SDR,5,3,2,1,564,762,0.0,0.0,0.6,0.4,0.2,0.0088495575221238,0.0017699115044247,0.0065530799475753,1.0,1.0,366_730,3_5,0
Qualified,Web,005SbAnWPkaLqqFhXE,AE,2,0,2,0,735,258,0.0,0.0,0.0,1.0,0.0,0.0027173913043478,0.0,0.0077220077220077,1.0,1.0,730_plus,1_2,1
Nurturing,Inbound,005FmC4bvUmQBFO9r1,BDR,4,3,1,0,964,714,0.0,0.0,0.75,0.25,0.0,0.0041450777202072,0.0,0.0055944055944055,1.0,1.0,730_plus,3_5,0
Working,Outbound,005YJKL1sxnz5KucCa,SDR,6,2,4,1,874,-212,0.0,0.0,0.3333333333333333,0.6666666666666666,0.1666666666666666,0.0068571428571428,0.0011428571428571,-0.0284360189573459,1.0,1.0,730_plus,6_10,1
Working,Inbound,005udoqsW2EyiZN9b0,BDR,4,4,0,0,23,326,586.0,581.0,1.0,0.0,0.0,0.1666666666666666,0.0,0.0122324159021406,0.001718213058419244,0.0017035775127768314,0_30,3_5,0
Working,Event,005GkgNJqeO2GW2jXH,SDR,3,1,2,2,1318,159,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0022744503411675,0.001516300227445,0.01875,1.0,1.0,730_plus,3_5,0
Nurturing,Inbound,005oy1dBH72KcdA9bM,SDR,3,0,3,0,957,369,0.0,0.0,0.0,1.0,0.0,0.0031315240083507,0.0,0.0081081081081081,1.0,1.0,730_plus,3_5,1
Open,Partner Referral,005ZhFZ3TvVOVxKEgo,SDR,6,4,2,4,20,129,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.2857142857142857,0.1904761904761904,0.0461538461538461,1.0,1.0,0_30,6_10,1
Open,Partner Referral,005qf3JcieWVjwiYd7,BDR,3,1,2,1,826,-251,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0036275695284159,0.0012091898428053,-0.012,1.0,1.0,730_plus,3_5,1
Working,Web,005IAWyyPlUBLQDIva,SDR,6,4,2,2,62,931,61.0,46.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0952380952380952,0.0317460317460317,0.0064377682403433,0.02127659574468085,0.016129032258064516,31_90,6_10,0
Qualified,Outbound,005Xq8vs8ialvuJ4ap,SDR,6,3,3,1,323,-205,0.0,0.0,0.5,0.5,0.1666666666666666,0.0185185185185185,0.0030864197530864,-0.0294117647058823,1.0,1.0,181_365,6_10,0
Working,Partner Referral,005eP2OT2tJzd6Dja9,BDR,2,0,2,0,522,247,0.0,0.0,0.0,1.0,0.0,0.0038240917782026,0.0,0.0080645161290322,1.0,1.0,366_730,1_2,1
Nurturing,Trade Show,005scUETCztHB2VpGr,SDR,1,1,0,0,1331,223,0.0,0.0,1.0,0.0,0.0,0.0007507507507507,0.0,0.0044642857142857,1.0,1.0,730_plus,1_2,0
Working,Trade Show,005r9q3iIp3WHLiZhI,SDR,0,0,0,0,412,994,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366_730,0,0
Nurturing,Trade Show,005DtIhNjUqehYU9Ld,SDR,7,3,4,3,98,909,0.0,0.0,0.4285714285714285,0.5714285714285714,0.4285714285714285,0.0707070707070707,0.0303030303030303,0.0076923076923076,1.0,1.0,91_180,6_10,1
Working,Web,005qf3JcieWVjwiYd7,BDR,2,0,2,1,824,-249,361.0,349.0,0.0,1.0,0.5,0.0024242424242424,0.0012121212121212,-0.0080645161290322,0.002857142857142857,0.0027624309392265192,730_plus,1_2,1
Nurturing,Inbound,00566La41L76C1ZyfL,SDR,2,1,1,0,318,1131,0.0,0.0,0.5,0.5,0.0,0.006269592476489,0.0,0.0017667844522968,1.0,1.0,181_365,1_2,0
